Subject,t,neg,L_arousal,L_valence,L_dominance,L_negative,L_sadness,L_fear,L_disgust,L_anger,L_positive,L_trust,L_anticipation,L_joy,L_surprise,R_agent_environment,R_agent_person,R_agent_subject,R_agent_nan,R_patient_environment,R_patient_person,R_patient_subject,R_patient_nan,R_unknown
READER,34563,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34570,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
READER,34573,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
READER,34574,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34578,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34584,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34598,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
READER,34611,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
READER,34619,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
READER,34626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34629,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
READER,34634,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34641,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34645,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34662,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34670,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34677,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
READER,34680,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34686,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
READER,34691,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34699,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
READER,34713,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34717,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
READER,34720,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
READER,34726,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34732,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34733,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34735,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34739,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34743,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34749,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34753,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34757,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34764,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34769,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
READER,34772,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
READER,34774,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
READER,34780,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
READER,34782,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
READER,34791,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34802,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
READER,34811,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34812,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
READER,34823,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
READER,34829,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
READER,34837,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34839,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
READER,34844,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34852,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
READER,34868,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34871,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34879,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0
READER,34903,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34906,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34909,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34921,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
READER,34928,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0
READER,34939,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
READER,34940,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
READER,34943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34945,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34951,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34961,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34968,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
READER,34970,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
READER,34976,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34984,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,34990,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
READER,34995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,34997,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
READER,35002,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
READER,35008,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35013,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
READER,35026,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35030,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35040,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35046,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35049,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
READER,35056,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35063,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35068,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
READER,35073,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
READER,35077,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35083,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
READER,35088,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
READER,35092,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
READER,35094,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
READER,35103,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35105,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35106,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35107,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
READER,35111,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
READER,35116,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35118,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
READER,35125,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
READER,35126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35127,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
READER,35140,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35146,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
READER,35149,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
READER,35168,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35177,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35178,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35182,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
READER,35183,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35196,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35201,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
READER,35221,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35225,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35235,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
READER,35241,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
READER,35257,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
READER,35270,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
READER,35282,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
READER,35285,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
READER,35294,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
READER,35301,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35305,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35312,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
READER,35338,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
READER,35348,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35351,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35358,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
READER,35360,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35361,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35367,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35371,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
READER,35376,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
READER,35381,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
READER,35386,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
READER,35395,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
READER,35416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35418,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35423,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35432,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
READER,35439,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35442,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
READER,35445,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35453,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35462,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35463,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35474,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35481,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35486,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35488,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
READER,35491,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
READER,35497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35502,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0
READER,35512,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
READER,35514,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35520,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
READER,35531,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35542,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
READER,35544,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35557,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35560,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35570,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35571,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35589,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
READER,35592,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35603,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
READER,35610,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35614,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35623,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
READER,35626,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35631,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
READER,35633,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
READER,35642,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35655,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
READER,35662,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35665,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
READER,35672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
READER,35682,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35699,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35702,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35703,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
READER,35710,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
READER,35720,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35730,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0
READER,35749,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
READER,35757,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
READER,35771,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
READER,35786,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
READER,35793,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
READER,35800,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35804,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35808,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35813,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35819,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35827,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35831,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35835,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35857,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
READER,35862,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35873,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
READER,35886,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0
READER,35892,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
READER,35903,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35911,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35915,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
READER,35919,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
READER,35920,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35921,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35934,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35938,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35945,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35953,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
READER,35961,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35967,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35971,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,35976,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0
READER,35981,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
READER,35990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,35993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,35998,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
READER,36002,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36013,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
READER,36017,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,36028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36031,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36036,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0
READER,36043,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
READER,36061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36064,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
READER,36067,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
READER,36070,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,36075,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,36076,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36084,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36097,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
READER,36109,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0
READER,36117,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
READER,36124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,36129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,36135,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,36136,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36138,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
READER,36142,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
READER,36146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36151,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
READER,36158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36167,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
READER,36173,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
READER,36177,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36184,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
READER,36199,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
READER,36203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36208,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
READER,36222,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
READER,36224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
READER,36228,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
READER,36230,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
