,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,clarence,colonel lawless,dr. x,lady anne,lady delacour,marriott,miss portman,mr. hervey,mr. percival,mr. vincent,mrs. freke,mrs. luttridge,mrs. ormond,sir philip,vincent
716,,,,33571,40,4.7955032282135885,Category,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
717,,,,33561,50,1.6921556825130402,Category,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
718,,,,33551,60,0.6631418607736705,Category,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
719,,,,33541,70,0.46897738334174444,Category,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
720,,,,33610,1,0.44093299075750214,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
721,,,,33606,5,2.2023513799739374,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
722,,,,33601,10,4.386070093255531,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
723,,,,33596,15,6.490454141025108,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
724,,,,33591,20,8.415538530291455,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
725,,,,33581,30,11.460275490742236,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
726,,,,33571,40,5.853576158878966,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
727,,,,33561,50,2.6801187011001946,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
728,,,,33551,60,1.2421599258586564,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
729,,,,33541,70,0.9270883397167423,Category,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,
730,,,,33610,1,0.002106108680665322,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
731,,,,33606,5,0.009693968304654518,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
732,,,,33601,10,0.017792651973792376,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
733,,,,33596,15,0.024853940976922926,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
734,,,,33591,20,0.03191685189697106,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
735,,,,33581,30,0.04604754118173228,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
736,,,,33571,40,0.05575134060667488,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
737,,,,33561,50,0.06414855574583617,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
738,,,,33551,60,0.07194040769593534,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
739,,,,33541,70,0.07494811454329747,Category,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,
740,,,,33610,1,0.020755387666445232,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
741,,,,33606,5,0.08163317303891603,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
742,,,,33601,10,0.1283324695706963,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
743,,,,33596,15,0.15309722271211423,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
744,,,,33591,20,0.16586696756859082,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
745,,,,33581,30,0.1815574328833705,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
746,,,,33571,40,0.12151444524975238,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
747,,,,33561,50,0.10824191607372177,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
748,,,,33551,60,0.10431757327923116,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
749,,,,33541,70,0.10392549878238885,Category,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,
750,,,,33610,1,0.4415243931183591,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
751,,,,33606,5,2.2042598723026656,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
752,,,,33601,10,4.389351061900733,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
753,,,,33596,15,6.49634725743495,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
754,,,,33591,20,8.422790252623034,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
755,,,,33581,30,11.429372818420998,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
756,,,,33571,40,0.0,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
757,,,,33561,50,0.0,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
758,,,,33551,60,0.0,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
759,,,,33541,70,0.990887036043349,Category,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,
760,,,,33610,1,0.0013294499619382375,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
761,,,,33606,5,0.006647849372109354,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
762,,,,33601,10,0.013297197871989828,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
763,,,,33596,15,0.019948045869086592,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
764,,,,33591,20,0.026600393732702177,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
765,,,,33581,30,0.039909590535988325,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
766,,,,33571,40,0.05067532964337392,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
767,,,,33561,50,0.05524441485591354,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
768,,,,33551,60,0.05910080133376271,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
769,,,,33541,70,0.06051773748467072,Category,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,
770,,,,33610,1,0.003914654931277067,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
771,,,,33606,5,0.018935731594166463,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
772,,,,33601,10,0.036990803742405334,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
773,,,,33596,15,0.052747100675358156,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
774,,,,33591,20,0.06583629927192368,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
775,,,,33581,30,0.08704788228449462,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
776,,,,33571,40,0.09017970859304413,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
777,,,,33561,50,0.09133445228506017,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
778,,,,33551,60,0.0951908928533411,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
779,,,,33541,70,0.09538205683973361,Category,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,
780,,,,33610,1,0.002106108680665322,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
781,,,,33606,5,0.010531349614260737,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
782,,,,33601,10,0.021064714681977945,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
783,,,,33596,15,0.03160009507868186,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
784,,,,33591,20,0.04075988840167444,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
785,,,,33581,30,0.0590853485329784,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
786,,,,33571,40,0.07209325180239114,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
787,,,,33561,50,0.0820390732744771,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
788,,,,33551,60,0.09148745907020682,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
789,,,,33541,70,0.09370544676747794,Category,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,
790,,,,33610,1,0.003208360904766689,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
791,,,,33606,5,0.014408926111604593,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
792,,,,33601,10,0.027633798184277275,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
793,,,,33596,15,0.04086107009768497,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
794,,,,33591,20,0.0540907412892958,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
795,,,,33581,30,0.07770100464311454,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
796,,,,33571,40,0.0909850272303741,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
797,,,,33561,50,0.09030552589608025,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
798,,,,33551,60,0.0883291713713671,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
799,,,,33541,70,0.0872806750438248,Category,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,
800,,,,33610,1,0.022081627884578413,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
801,,,,33606,5,0.08577935387882352,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
802,,,,33601,10,0.13194061000608892,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
803,,,,33596,15,0.15500396583193624,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
804,,,,33591,20,0.16632869169125242,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
805,,,,33581,30,0.1815574328833705,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
806,,,,33571,40,0.1203757928805338,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
807,,,,33561,50,0.10824191607372177,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
808,,,,33551,60,0.10431757327923116,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
809,,,,33541,70,0.10392549878238885,Category,,,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,
810,,,,33610,1,0.41506791296278844,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
811,,,,33606,5,2.0706797205166136,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
812,,,,33601,10,4.121961089417547,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
813,,,,33596,15,6.0895534167821825,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
814,,,,33591,20,7.892379631154233,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
815,,,,33581,30,10.760972970130412,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
816,,,,33571,40,5.945561706091794,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
817,,,,33561,50,3.0658243825586022,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
818,,,,33551,60,1.6608539728688587,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
819,,,,33541,70,1.2910553779337666,,Feature,,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
820,,,,33610,1,0.6095051466954419,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
821,,,,33606,5,3.046078694960364,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
822,,,,33601,10,6.069609770633115,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
823,,,,33596,15,8.927036991949842,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
824,,,,33591,20,11.288222621666241,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
825,,,,33581,30,13.95824323497936,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
826,,,,33571,40,3.9327633121783325,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
827,,,,33561,50,1.013114007045878,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
828,,,,33551,60,0.3028573475509455,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
829,,,,33541,70,0.19327609353137817,,,Feature,,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
830,,,,33610,1,0.9984811015977236,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
831,,,,33606,5,4.986477293776134,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
832,,,,33601,10,9.945810624557831,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
833,,,,33596,15,14.138771266687463,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
834,,,,33591,20,14.99564828498366,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
835,,,,33581,30,15.035357572109334,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
836,,,,33571,40,0.09470612463867024,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
837,,,,33561,50,0.000981922477637881,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
838,,,,33551,60,0.0,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
839,,,,33541,70,0.0,,,,Feature,,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
840,,,,33610,1,0.3208427809265339,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
841,,,,33606,5,1.600971253896152,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
842,,,,33601,10,3.1888711907088734,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
843,,,,33596,15,4.734042974132307,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
844,,,,33591,20,6.1922083321802015,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
845,,,,33581,30,8.729768105997763,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
846,,,,33571,40,6.065175369992009,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
847,,,,33561,50,3.849509288914827,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
848,,,,33551,60,2.4426460729272534,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
849,,,,33541,70,2.0446339622352117,,,,,Feature,,,,,,,,Category,,,Subject,,,,,,,,,,,,,
850,,,,33610,1,0.7779957433477172,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
851,,,,33606,5,3.8882030501604183,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
852,,,,33601,10,7.752688586782687,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
853,,,,33596,15,11.269195743836454,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
854,,,,33591,20,13.591096170646662,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
855,,,,33581,30,14.92396238048132,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
856,,,,33571,40,0.0,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
857,,,,33561,50,0.0,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
858,,,,33551,60,0.0,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
859,,,,33541,70,0.0058946632532581,,,,,,Feature,,,,,,,Category,,,Subject,,,,,,,,,,,,,
860,,,,33610,1,0.4654961957564328,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
861,,,,33606,5,2.320885973789416,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
862,,,,33601,10,4.616051601804765,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
863,,,,33596,15,6.805257081938254,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
864,,,,33591,20,8.768045024903849,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
865,,,,33581,30,11.703377311247724,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
866,,,,33571,40,5.6881480279964185,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
867,,,,33561,50,2.6065735894204907,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
868,,,,33551,60,1.277875245295137,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
869,,,,33541,70,0.9769405680147042,,,,,,,Feature,,,,,,Category,,,Subject,,,,,,,,,,,,,
870,,,,33610,1,0.5603440490773564,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
871,,,,33606,5,2.794629194631233,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
872,,,,33601,10,5.560452241332532,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
873,,,,33596,15,8.16270986895917,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
874,,,,33591,20,10.345575408860766,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
875,,,,33581,30,13.130523350063621,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
876,,,,33571,40,4.7955032282135885,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
877,,,,33561,50,1.6921556825130402,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
878,,,,33551,60,0.6631418607736705,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
879,,,,33541,70,0.46897738334174444,,,,,,,,Feature,,,,,Category,,,Subject,,,,,,,,,,,,,
880,,,,33610,1,0.4637867041687551,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
881,,,,33606,5,2.3143336424117873,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
882,,,,33601,10,4.607262277524097,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
883,,,,33596,15,6.807576062765308,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
884,,,,33591,20,8.765856456296921,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
885,,,,33581,30,11.739031802436317,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
886,,,,33571,40,5.76159487383506,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
887,,,,33561,50,2.571984482027731,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
888,,,,33551,60,1.1985327226495013,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
889,,,,33541,70,0.9031696901080981,,,,,,,,,Feature,,,,Category,,,Subject,,,,,,,,,,,,,
890,,,,33610,1,0.44093299075750214,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
891,,,,33606,5,2.2023513799739374,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
892,,,,33601,10,4.386070093255531,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
893,,,,33596,15,6.490454141025108,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
894,,,,33591,20,8.415538530291455,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
895,,,,33581,30,11.460275490742236,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
896,,,,33571,40,5.853576158878966,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
897,,,,33561,50,2.6801187011001946,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
898,,,,33551,60,1.2421599258586564,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
899,,,,33541,70,0.9270883397167423,,,,,,,,,,Feature,,,Category,,,Subject,,,,,,,,,,,,,
900,,,,33610,1,0.6684997390864691,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
901,,,,33606,5,3.337204653191849,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
902,,,,33601,10,6.644238008002941,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
903,,,,33596,15,9.698200883197192,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
904,,,,33591,20,12.030181607888824,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
905,,,,33581,30,14.274462800828502,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
906,,,,33571,40,3.3629264113657436,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
907,,,,33561,50,0.8091719928493855,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
908,,,,33551,60,0.2159942915541291,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
909,,,,33541,70,0.12664080423918514,,,,,,,,,,,Feature,,Category,,,Subject,,,,,,,,,,,,,
910,,,,33610,1,0.44142586448561305,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
911,,,,33606,5,2.2038025174262503,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
912,,,,33601,10,4.388449080101415,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
913,,,,33596,15,6.494992600571236,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
914,,,,33591,20,8.420982632672382,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
915,,,,33581,30,11.426563499489351,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
916,,,,33571,40,0.0,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
917,,,,33561,50,0.0,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
918,,,,33551,60,0.0,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
919,,,,33541,70,0.9907415938190228,,,,,,,,,,,,Feature,Category,,,Subject,,,,,,,,,,,,,
920,,Category,Feature,33610,1,0.4654961957564328,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
921,,Category,Feature,33606,5,2.320885973789416,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
922,,Category,Feature,33601,10,4.616051601804765,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
923,,Category,Feature,33596,15,6.805257081938254,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
924,,Category,Feature,33591,20,8.768045024903849,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
925,,Category,Feature,33581,30,11.703377311247724,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
926,,Category,Feature,33571,40,5.6881480279964185,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
927,,Category,Feature,33561,50,2.6065735894204907,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
928,,Category,Feature,33551,60,1.277875245295137,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
929,,Category,Feature,33541,70,0.9769405680147042,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
930,,,,33610,1,0.5603440490773564,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
931,,,,33606,5,2.794629194631233,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
932,,,,33601,10,5.560452241332532,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
933,,,,33596,15,8.16270986895917,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
934,,,,33591,20,10.345575408860766,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
935,,,,33581,30,13.130523350063621,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
936,,,,33571,40,4.7955032282135885,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
937,,,,33561,50,1.6921556825130402,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
938,,,,33551,60,0.6631418607736705,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
939,,,,33541,70,0.46897738334174444,Category,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
940,,,,33610,1,0.007551833516967027,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
941,,,,33606,5,0.03702150360121575,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
942,,,,33601,10,0.07196163850297801,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
943,,,,33596,15,0.10442760400657636,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
944,,,,33591,20,0.13614907212870886,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
945,,,,33581,30,0.19605593383108047,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
946,,,,33571,40,0.2222917770464076,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
947,,,,33561,50,0.2341896955156354,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
948,,,,33551,60,0.24062326984559304,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
949,,,,33541,70,0.24452446457135463,Category,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,
950,,,,33610,1,0.6684997390864691,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
951,,,,33606,5,3.337204653191849,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
952,,,,33601,10,6.644238008002941,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
953,,,,33596,15,9.698200883197192,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
954,,,,33591,20,12.030181607888824,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
955,,,,33581,30,14.274462800828502,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
956,,,,33571,40,3.3629264113657436,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
957,,,,33561,50,0.8091719928493855,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
958,,,,33551,60,0.2159942915541291,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
959,,,,33541,70,0.12664080423918514,Category,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,
960,,,,33610,1,0.0004903087325373673,Category,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,
961,,,,33606,5,0.002451797138162617,Category,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,
962,,,,33601,10,0.004904228114783223,Category,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,
963,,,,33596,15,0.007357293179566433,Category,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,
964,,,,33591,20,0.009810992582344608,Category,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,
