,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,clarence,colonel lawless,dr. x,lady anne,lady delacour,marriott,miss portman,mr. hervey,mr. percival,mr. vincent,mrs. freke,mrs. luttridge,mrs. ormond,sir philip,vincent
3070,,,,33610,1,0.002480370130491131,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3071,,,,33606,5,0.012402713459059697,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3072,,,,33601,10,0.024807583535883387,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3073,,,,33596,15,0.037214609563233116,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3074,,,,33591,20,0.048849198151698366,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3075,,,,33581,30,0.07109213423612554,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3076,,,,33571,40,0.08714739627781652,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3077,,,,33561,50,0.09910570561687038,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3078,,,,33551,60,0.11095189379261582,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3079,,,,33541,70,0.11550911014563425,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
3080,,,,33610,1,0.7780476081531631,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3081,,,,33606,5,3.888477207134278,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3082,,,,33601,10,7.753275999613789,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3083,,,,33596,15,11.27047520291093,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3084,,,,33591,20,13.592238242087362,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3085,,,,33581,30,14.92396238048132,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3086,,,,33571,40,0.0,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3087,,,,33561,50,0.0,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3088,,,,33551,60,0.0,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3089,,,,33541,70,0.0058946632532581,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
3090,,,,33610,1,0.5603440490773564,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3091,,,,33606,5,2.794629194631233,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3092,,,,33601,10,5.560452241332532,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3093,,,,33596,15,8.16270986895917,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3094,,,,33591,20,10.345575408860766,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3095,,,,33581,30,13.130523350063621,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3096,,,,33571,40,4.7955032282135885,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3097,,,,33561,50,1.6921556825130402,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3098,,,,33551,60,0.6631418607736705,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3099,,,,33541,70,0.46897738334174444,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
3100,,,,33610,1,0.6684997390864691,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3101,,,,33606,5,3.337204653191849,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3102,,,,33601,10,6.644238008002941,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3103,,,,33596,15,9.698200883197192,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3104,,,,33591,20,12.030181607888824,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3105,,,,33581,30,14.274462800828502,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3106,,,,33571,40,3.3629264113657436,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3107,,,,33561,50,0.8091719928493855,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3108,,,,33551,60,0.2159942915541291,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3109,,,,33541,70,0.12664080423918514,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
3110,,,,33610,1,0.4637867041687551,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3111,,,,33606,5,2.3143336424117873,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3112,,,,33601,10,4.607262277524097,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3113,,,,33596,15,6.807576062765308,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3114,,,,33591,20,8.765856456296921,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3115,,,,33581,30,11.739031802436317,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3116,,,,33571,40,5.76159487383506,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3117,,,,33561,50,2.571984482027731,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3118,,,,33551,60,1.1985327226495013,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3119,,,,33541,70,0.9031696901080981,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3120,,,,33610,1,0.44093299075750214,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3121,,,,33606,5,2.2023513799739374,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3122,,,,33601,10,4.386070093255531,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3123,,,,33596,15,6.490454141025108,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3124,,,,33591,20,8.415538530291455,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3125,,,,33581,30,11.460275490742236,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3126,,,,33571,40,5.853576158878966,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3127,,,,33561,50,2.6801187011001946,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3128,,,,33551,60,1.2421599258586564,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3129,,,,33541,70,0.9270883397167423,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3130,,,,33610,1,0.7779957433477172,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3131,,,,33606,5,3.8882030501604183,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3132,,,,33601,10,7.752688586782687,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3133,,,,33596,15,11.269195743836454,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3134,,,,33591,20,13.591096170646662,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3135,,,,33581,30,14.92396238048132,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3136,,,,33571,40,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3137,,,,33561,50,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3138,,,,33551,60,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3139,,,,33541,70,0.0058946632532581,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3140,,,,33610,1,0.6684997390864691,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3141,,,,33606,5,3.337204653191849,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3142,,,,33601,10,6.644238008002941,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3143,,,,33596,15,9.698200883197192,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3144,,,,33591,20,12.030181607888824,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3145,,,,33581,30,14.274462800828502,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3146,,,,33571,40,3.3629264113657436,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3147,,,,33561,50,0.8091719928493855,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3148,,,,33551,60,0.2159942915541291,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3149,,,,33541,70,0.12664080423918514,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3150,,,,33610,1,0.14622506605853036,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3151,,,,33606,5,0.6612347781717146,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3152,,,,33601,10,1.262071237045275,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3153,,,,33596,15,1.806591311101867,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3154,,,,33591,20,2.3029187886948166,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3155,,,,33581,30,3.1949737652907055,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3156,,,,33571,40,2.9070362801440317,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3157,,,,33561,50,2.647310729264381,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3158,,,,33551,60,2.4617617703216848,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3159,,,,33541,70,2.3963826043391485,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,Subject,,,
3160,,,,33610,1,0.44142586448561305,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3161,,,,33606,5,2.2038025174262503,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3162,,,,33601,10,4.388449080101415,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3163,,,,33596,15,6.494992600571236,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3164,,,,33591,20,8.420982632672382,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3165,,,,33581,30,11.426563499489351,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3166,,,,33571,40,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3167,,,,33561,50,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3168,,,,33551,60,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3169,,,,33541,70,0.9907415938190228,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,Subject,,,
3170,,,,33610,1,0.9984811015977236,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3171,,,,33606,5,4.986477293776134,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3172,,,,33601,10,9.945810624557831,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3173,,,,33596,15,14.138771266687463,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3174,,,,33591,20,14.99564828498366,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3175,,,,33581,30,15.035357572109334,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3176,,,,33571,40,0.09470612463867024,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3177,,,,33561,50,0.000981922477637881,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3178,,,,33551,60,0.0,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3179,,,,33541,70,0.0,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,Subject,,,
3180,,,,33610,1,0.01583794292811456,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3181,,,,33606,5,0.06515461043571058,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3182,,,,33601,10,0.11665330916744496,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3183,,,,33596,15,0.16262337806956464,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3184,,,,33591,20,0.2050357319351378,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3185,,,,33581,30,0.2848641550137629,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3186,,,,33571,40,0.31014614967447923,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3187,,,,33561,50,0.3289354162643364,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3188,,,,33551,60,0.3487829899292763,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3189,,,,33541,70,0.3551480563251856,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,
3190,,,,33610,1,0.4637867041687551,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3191,,,,33606,5,2.3143336424117873,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3192,,,,33601,10,4.607262277524097,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3193,,,,33596,15,6.807576062765308,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3194,,,,33591,20,8.765856456296921,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3195,,,,33581,30,11.739031802436317,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3196,,,,33571,40,5.76159487383506,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3197,,,,33561,50,2.571984482027731,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3198,,,,33551,60,1.1985327226495013,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3199,,,,33541,70,0.9031696901080981,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,
3200,,,,33610,1,0.6684997390864691,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3201,,,,33606,5,3.337204653191849,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3202,,,,33601,10,6.644238008002941,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3203,,,,33596,15,9.698200883197192,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3204,,,,33591,20,12.030181607888824,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3205,,,,33581,30,14.274462800828502,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3206,,,,33571,40,3.3629264113657436,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3207,,,,33561,50,0.8091719928493855,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3208,,,,33551,60,0.2159942915541291,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3209,,,,33541,70,0.12664080423918514,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,
3210,,,,33610,1,0.6684997390864691,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3211,,,,33606,5,3.337204653191849,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3212,,,,33601,10,6.644238008002941,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3213,,,,33596,15,9.698200883197192,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3214,,,,33591,20,12.030181607888824,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3215,,,,33581,30,14.274462800828502,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3216,,,,33571,40,3.3629264113657436,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3217,,,,33561,50,0.8091719928493855,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3218,,,,33551,60,0.2159942915541291,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3219,,,,33541,70,0.12664080423918514,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,
3220,,Category,Feature,33610,1,0.4654961957564328,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3221,,Category,Feature,33606,5,2.320885973789416,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3222,,Category,Feature,33601,10,4.616051601804765,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3223,,Category,Feature,33596,15,6.805257081938254,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3224,,Category,Feature,33591,20,8.768045024903849,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3225,,Category,Feature,33581,30,11.703377311247724,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3226,,Category,Feature,33571,40,5.6881480279964185,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3227,,Category,Feature,33561,50,2.6065735894204907,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3228,,Category,Feature,33551,60,1.277875245295137,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3229,,Category,Feature,33541,70,0.9769405680147042,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3230,,,,33610,1,0.004942622124062836,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3231,,,,33606,5,0.024713559405415864,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3232,,,,33601,10,0.04942823322904628,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3233,,,,33596,15,0.07414400885310632,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3234,,,,33591,20,0.098860873597299,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3235,,,,33581,30,0.14829781940996958,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3236,,,,33571,40,0.1866913010692789,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3237,,,,33561,50,0.2159206031103795,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3238,,,,33551,60,0.24204614737539026,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3239,,,,33541,70,0.25194497230857366,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3240,,,,33610,1,0.7780476081531631,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3241,,,,33606,5,3.8884727705567292,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3242,,,,33601,10,7.753250546514005,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3243,,,,33596,15,11.270067129067321,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3244,,,,33591,20,13.592410241294143,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3245,,,,33581,30,14.923902822993456,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3246,,,,33571,40,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3247,,,,33561,50,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3248,,,,33551,60,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3249,,,,33541,70,0.0058946632532581,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3250,,,,33610,1,0.0874079166049681,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3251,,,,33606,5,0.40436091240902206,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3252,,,,33601,10,0.7780974118867867,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3253,,,,33596,15,1.1268144869387728,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3254,,,,33591,20,1.4510889359865577,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3255,,,,33581,30,2.0496913845399947,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3256,,,,33571,40,2.0598972303572025,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3257,,,,33561,50,2.0279253362700294,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3258,,,,33551,60,2.007721754150026,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3259,,,,33541,70,1.9932538521400482,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
3260,,,,33610,1,0.004603657679586858,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3261,,,,33606,5,0.022228125353486863,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3262,,,,33601,10,0.042987835866617315,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3263,,,,33596,15,0.062381539601674474,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3264,,,,33591,20,0.08098353045481073,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3265,,,,33581,30,0.11792146724549321,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3266,,,,33571,40,0.14088592585889223,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3267,,,,33561,50,0.15924512953282885,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3268,,,,33551,60,0.17360723109770854,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3269,,,,33541,70,0.1787072083194854,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
3270,,,,33610,1,0.0056108682171569805,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3271,,,,33606,5,0.02691784795594505,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3272,,,,33601,10,0.0514188367044234,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3273,,,,33596,15,0.07510506715063356,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3274,,,,33591,20,0.09721405003346473,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3275,,,,33581,30,0.14047240897582056,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3276,,,,33571,40,0.1673374957338533,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3277,,,,33561,50,0.18553253037286788,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3278,,,,33551,60,0.20257788323739528,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3279,,,,33541,70,0.20900543566800645,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,
3280,,,,33610,1,0.6684997390864691,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3281,,,,33606,5,3.337204653191849,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3282,,,,33601,10,6.644238008002941,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3283,,,,33596,15,9.698200883197192,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3284,,,,33591,20,12.030181607888824,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3285,,,,33581,30,14.274462800828502,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3286,,,,33571,40,3.3629264113657436,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3287,,,,33561,50,0.8091719928493855,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3288,,,,33551,60,0.2159942915541291,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3289,,,,33541,70,0.12664080423918514,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,
3290,,,,33610,1,0.4654961957564328,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3291,,,,33606,5,2.320885973789416,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3292,,,,33601,10,4.616051601804765,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3293,,,,33596,15,6.805257081938254,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3294,,,,33591,20,8.768045024903849,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3295,,,,33581,30,11.703377311247724,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3296,,,,33571,40,5.6881480279964185,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3297,,,,33561,50,2.6065735894204907,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3298,,,,33551,60,1.277875245295137,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3299,,,,33541,70,0.9769405680147042,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,
3300,,,,33610,1,0.003208360904766689,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3301,,,,33606,5,0.014408926111604593,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3302,,,,33601,10,0.027633798184277275,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3303,,,,33596,15,0.04086107009768497,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3304,,,,33591,20,0.0540907412892958,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3305,,,,33581,30,0.07770100464311454,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3306,,,,33571,40,0.0909850272303741,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3307,,,,33561,50,0.09030552589608025,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3308,,,,33551,60,0.0883291713713671,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3309,,,,33541,70,0.0872806750438248,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,
3310,,,,33610,1,0.040105905732067446,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3311,,,,33606,5,0.163845315843869,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3312,,,,33601,10,0.2872002842446262,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3313,,,,33596,15,0.3840918042419558,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
3314,,,,33591,20,0.4652113160206649,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,
