Coding
WILLO:N:X
WILLO:A-:SE






WILLO:A-:SE




WILLO:A-:SE


PEOPL:E-:X

MSDSH:A:ST
WILLO:N:X

WILLO:A-:X
WILLO:A-:SE


MSDSH:N:X
ELINO:N:X
ELINO:N:X
WILLO:A-:SE
MARIA:N:X, WILLO:A-:SE
MARIA:N:X
MSDSH:A:X




WILLO:A:X, WILLO:E:X 

WILLO:A-:X






ELINO:C:CO, MSDSH:O:OC
MSSMI:X:CO, MSSMI:X:SE

MSDSH:O:OC, MSSMI:X:CO, WILLO:E-:X



ELINO:N-:X 
ELINO:N-:CO, MSDSH:N:X
ELINO:N-:CO, MSDSH:N:X
ELINO:N-:CO, MSDSH:N:X
MSDSH:N:OC
MSDSH:N:OC
MSDSH:N:OC
MSDSH:N:OC

ELINO:C:CO
ELINO:C:CO


ELINO:C:CO


ELINO:C:CO

MSDSH:N:X, ELINO:X:CO, WILLO:A-:SE, MARIA:A-:SE

ELINO:C:CO
MSDSH:A:OC
ELINO:C:X
MSDSH:X:OC
MSDSH:N:OC
MSDSH:N:OC
MSDSH:N:OC
MSDSH:N:OC

ELINO:C:CO





WILLO:A-:SE, ELINO:C:CO






MSDSH:N:OC
MSDSH:N:OC
MSDSH:N:OC


MSDSH:N:OC
MSDSH:N:OC
MSDSH:N:OC
ELINO:N:CO
ELINO:N:CO

WILLO:A-:X

WILLO:N:ST
WILLO:A-:SE, ELINO:C:CO
ELINO:C:X
MSDSH:X:SE
MSDSH:X:SE


ELINO:C:X


MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X

MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X
MARIA:N:X

MSDSH:A:X, ELINO:C:CO
MSDSH:A:SE



ELINO:C:X





MARIA:N:X, MSDSH:X:ST
MSDSH:A:ST
MSDSH:A:ST
MSDSH:A:ST
MSDSH:A:ST
ELINO:C:OC, MSDSH:N:SE
SRMID:A-:SE, MSJEN:A-:SE
MSDSH:E:X
MARIA:E:X

MSDSH:A:ST, ELINO:C:SE, MARIA:E:X
MARIA:E-:X
MARIA:E-:X
MARIA:E-:X
MARIA:E-:X, ELINO:C:CO
MARIA:N:SE, ELINO:C:SE


MARIA:N:SE, ELINO:C:CO


MARIA:N:SE


ELINO:X:ST, MARIA:E:X, MARIA:N:X

MARIA:N:X
MARIA:N:ST, EDWAR:A:X, 

MARIA:A:X, ELINO:A-:X
MARIA:X:CO-, ELINO:A-:CO, EDWAR:A-:CO
MARIA:X:OC, EDWAR:A-:CO
EDWAR:A-:CO

MARIA:A-:SE, EDWAR:E-:X
MARIA:E:X


EDWAR:X:CO
EDWAR:N:X


MARIA:E:X
ELINO:E-:X

MARIA:E:X, MARIA:N:X
MARIA:E:X, MARIA:N:X
MARIA:E:X, MARIA:N:X
MARIA:E:X, MARIA:N:X
MARIA:E:X, MARIA:N:X
ELINO:E-:X, ELINO:N-:X
MARIA:N:X
MARIA:N:X
MARIA:N:X, MARIA:OE:X
MARIA:OE:X
MARIA:OE:X
MARIA:OE:X



EDWAR:OE-:X
MARIA:OE:X, EDWAR:OE-:X
MARIA:OE:X

MARIA:E:X, 
ELINO:A:CO
ELINO:A:CO
ELINO:A:CO
ELINO:A:CO, MARIA:E:SE
ELINO:A:X, EDWAR:E-:X
EDWAR:E-:X
EDWAR:E-:CO, ELINO:N:CO


MSDSH:E:X
MSDSH:A+:X, EDWAR:E-:X
MSDSH:A+:ST
EDWAR:A:OC, MSDSH:A+:ST
EDWAR:A:ST
EDWAR:E-:X
PEOPL:X:ST, MSDSH:X:ST



EDWAR:O-:X, MSDSH:X:OC
MSDSH:X:OC 
EDWAR:E-:OC-
EDWAR:E-:OC-


EDWAR:E-:OC-, MSDSH:E:X
EDWAR:E-:OC-, MSDSH:E:X
EDWAR:A:OC-
EDWAR:A:OC-
EDWAR:A:OC-
MARIA:E:OC
MARIA:E:OC
ELINO:C:CO
MARIA:E:OC
MARIA:E:OC

ELINO:C:CO
MARIA:O:OC







MARIA:C-:X
MARIA:C-:X




MARIA:N:X, MARG:E:OC
MARIA:N:OC+ 
ELINO:A:OC
MARG:N:X, MARG:E:X 

MARIA:C:X
MSDSH:C-:X
ELINO:C+:X
MSDSH:O:X, MARG:O:X, ELINO:O:X, MARIA:O:X
MSDSH:O:X, MARG:O:X, ELINO:O:X, MARIA:O:X
ELINO:O:X, MARIA:O+:X 
MARIA:O+:X 

EDWAR:A:ST
EDWAR:A:X 
MARIA:N:CO
MARIA:O:X
MARIA:X:ST

MARIA:N:CO, EDWAR:A:X
MARIA:N:CO
MARIA:N:CO
MARIA:N:CO
MARIA:E-:CO
EDWAR:E-:X

EDWAR:E-:X
MARIA:E:X, MARIA:N:X, ELINO:C:X
MARIA:E:X, ELINO:C:X
ELINO:C:ST
ELINO:C:ST
MARIA:A:X

ELINO:A:X


ELINO:E:X

ELINO:A:X, MARIA:A-:X, 

ELINO:E:X

EDWAR:E-:ST
EDWAR:E-:ST
MARIA:E+:X
MARIA:E+:X

EDWAR:E-:X
MARIA:E:OC


MARIA:E+:ST-, EDWAR:E-:X
EDWAR:E-:X


EDWAR:E-:X, EDWAR:N:X, ELINO:A:ST
MARIA:E:OC, ELINO:A-:X

EDWAR:E-:X
EDWAR:E-:X, ELINO:A:ST

EDWAR:E-:X, ELINO:C:ST
MARIA:X:ST, 

EDWAR:E-:CO
EDWAR:O:X
MARIA:O+:X, EDWAR:O:CO
EDWAR:O:X

EDWAR:O:X
EDWAR:O:X
EDWAR:O-:X


EDWAR:X:CO
EDWAR:X:CO


MARIA:N:OC


EDWAR:C:CO
EDWAR:C:CO
EDWAR:C:CO
EDWAR:C:CO
EDWAR:C:CO
EDWAR:C:CO
MARIA:O:ST, MARIA:N:ST
ELINO:A:X


MARIA:E:X 



EDWAR:E-:X
EDWAR:E-:X


ELINO:N:SE, 
ELINO:N:SE,
EDWAR:E-:X
EDWAR:E-:X
MARIA:E:X

SRMID:A-:SE, MSJEN:A-:SE





MARIA:E:X, MSJEN:E:X 
MARIA:E:X
MARIA:N:X


MARIA:E:X, EDWAR:A:X 
 EDWAR:A:X 

MARIA:N:X
MARIA:E:X, EDWAR:A:X


WILLO:E:SE
EDWAR:E-:X, EDWAR:A:X

ELINO:A:X 
MSDSH:A:ST
EDWAR:A:OC-

EDWAR:A:X
EDWAR:X:OC-
EDWAR:A:X, PEOPL:A:X

MSFER:A-:SE, EDWAR:E-:ST
ELINO:N:ST, MSDSH:E:SE
EDWAR:E-:OC-, MSFER:A-:SE
EDWAR:E-:OC-, MSFER:A-:SE
EDWAR:E-:OC-, MSFER:A-:SE
ELINO:X:OC, MSFER:A-:X, 
ELINO:X:A:X 
MSDSH:E:X 




EDWAR:A:X, EDWAR:E-:X 


PEOPL:X:SE+

EDWAR:X:SE-
EDWAR:X:SE-
EDWAR:X:SE-, PEOPL:X:SE+
EDWAR:X:SE-
EDWAR:X:OC-

EDWAR:N:X
EDWAR:N:X
EDWAR:N:X
EDWAR:N:X
EDWAR:N:X
EDWAR:N:X
EDWAR:N:X
EDWAR:N:X, MSDSH:X:CO
EDWAR:N:X
EDWAR:N:X, ELINO:N:X
MARIA:N:X, ELINO:C:ST

ELINO:C:ST
MARIA:N:ST-
MARIA:N+:X 
MARIA:A:OC, ELINO:N-:CO
ELINO:N:X
ELINO:N:X
ELINO:N:X
ELINO:N:X






ELINO:A:ST
SRMID:A-:ST-
SRMID:A-:ST-







MSJEN:A-:SE









ELINO:A:X, MSJEN:E:X

MSPAL:A:X
MSPAL:A:X
MSPAL:A:X
MRPAL:A-:X
MRPAL:A-:X
MSPLA:A:X
MSPLA:A:X
MSPLA:A:X
MSPLA:A:X
MSPLA:A:X
MSPLA:A:X
MSPLA:A:X
MSPLA:A:X
MSPLA:A:X
MSPLA:A:X
MRPAL:E-:X

MSPAL:A:X

MSDSH:O-:X 
MSJEN:E+:X
MSPAL:E:X
MSJEN:E:X 
MSPAL:E:X
MSPAL:E:X, MSPAL:A:X

LADYM:E-:X
MRPAL:E-:X
SRMID:E+:X


MSJEN:E:X, MSPAL:E:X
MRPAL:E-:X
MSPAL:O:X
MSPAL:O:X
MSPAL:O:X
MSPAL:O:X
MSPAL:O:X
MSPAL:O:X
MSPAL:O-:X
LADYM:E-:X, MRPAL:E-:X
MRPAL:E-:X, MSPAL:E:X
MRPAL:E-:X, MRPAL:O-:X
MRPAL:E-:X
SRMID:E:X
MSDSH:X:CO
ELINO:E-:X, MARIA:E-:X, MARG:E-:X 
ELINO:E-:X, MARIA:E-:X, MARG:E-:X
SRMID:E:X
LADYM:E:X
MSJEN:E:SE, MSPAL:E:SE

MARIA:A-:X, ELINO:A:X

ELINO:X:OC
MSPAL:A+:X 
MSPAL:A+:X



MRPAL:A-:X
MRPAL:E-:X


MSPAL:E+:X


MSPAL:A:X

MSPAL:E:X
MRPAL:E-:X, MRPAL:A-:X
MRPAL:A-:X
MRPAL:A-:X
MRPAL:A-:X, MRPAL:E-:X
MRPAL:A-:X
MRPAL:A-:X


MARIA:N:X
MSPAL:E:X







MARIA:O:X, MARIA:E-:X

SRMID:E:X
SRMID:E:X
SRMID:E:X

SRMID:E:X, MSJEN:E:X
MRPAL:E:X, MRPAL:A-:X
MSPAL:A:X
MRPAL:A-:X
MSJEN:A:X, MRPAL:A-:X

MSPAL:A:X
MSPAL:A+:X
MSPAL:A:ST, MRPAL:A-:X

MRPAL:A-:X
MRPAL:A-:X
ELINO:O:X
ELINO:O:X, MRPAL:O:ST-
MRPAL:O:SE
MRPAL:O:SE
MSPAL:A:ST



MSPAL:A:X
MSPAL:A:X, MRPAL:A-:X 
MSPAL:E:X
MARIA:E-:X, ELINO:E-:X
MSPAL:E:X
MSPAL:E:X
MSPAL:E:X
MSPAL:E:X, MRPAL:A-:X 
MRPAL:A-:X 
ELINO:O:X

MSPAL:E:X
MSPAL:E:X, MRPAL:E-


MRPAL:A-:X

MRPAL:E:X
MRPAL:E:X, MSPAL:E:X, MSPAL:A-:X
MSPAL:E:X, MSPAL:A-:X, MRPAL:E-:X
MSPAL:E:X, MSPAL:A-:X, MRPAL:E-:X
MSPAL:E:X
ELINO:A:X 

MSPAL:A:X, 

ELINO:E:X 
ELINO:O:ST, MARIA:N:X, 
ELINO:O:X
MSPAL:E:X
MSPAL:E:X
MSPAL:E:X
MSPAL:E:X
MSPAL:E:X
MSPAL:E:X
MSPAL:E:X
ELINO:A:X



COLBR:E:X



COLBR:A:X, COLBR:E:X


COLBR:E-:X


COLBR:A:X 
COLBR:A:X
COLBR:A:X, COLBR:E-:X 
MSJEN:E:X 
COLBR:E-:X 

WILLO:A:X 
WILLO:A:X 
MSPAL:O:X
MSPAL:O:X
MSPAL:A:X, ELINO:N:X
MSPAL:A:X
MSPAL:A:X
MSPAL:A:X
MSPAL:A:X
MSPAL:A:X
MSPAL:A:X
MSPAL:A:X









MSPAL:A:X
MSPAL:A:X

MSPAL:A:X, MRPAL:A-:X, ELINO:O:X, SRMID:E:X, MSJEN:E:X
