,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,andreas,doge,flodoardo,rosabella
933,,,,6589,15,1.7094136623501839,Category,Feature,,,,,,,,,,,,,,,Subject,
934,,,,6584,20,2.2204506468553142,Category,Feature,,,,,,,,,,,,,,,Subject,
935,,,,6574,30,3.167726218536236,Category,Feature,,,,,,,,,,,,,,,Subject,
936,,,,6564,40,3.0562570676549576,Category,Feature,,,,,,,,,,,,,,,Subject,
937,,,,6554,50,2.714409612694026,Category,Feature,,,,,,,,,,,,,,,Subject,
938,,,,6544,60,2.3541863325897916,Category,Feature,,,,,,,,,,,,,,,Subject,
939,,,,6534,70,2.2415721870718035,Category,Feature,,,,,,,,,,,,,,,Subject,
940,,,,6118,1,0.03959934212501309,Category,,Feature,,,,,,,,,,,,,,Subject,
941,,,,6114,5,0.19294176690171283,Category,,Feature,,,,,,,,,,,,,,Subject,
942,,,,6109,10,0.37466420813876694,Category,,Feature,,,,,,,,,,,,,,Subject,
943,,,,6104,15,0.5431329727838297,Category,,Feature,,,,,,,,,,,,,,Subject,
944,,,,6099,20,0.708314051796475,Category,,Feature,,,,,,,,,,,,,,Subject,
945,,,,6089,30,1.022521410936017,Category,,Feature,,,,,,,,,,,,,,Subject,
946,,,,6079,40,1.1204718294812204,Category,,Feature,,,,,,,,,,,,,,Subject,
947,,,,6069,50,1.153085019953153,Category,,Feature,,,,,,,,,,,,,,Subject,
948,,,,6059,60,1.1841367441050448,Category,,Feature,,,,,,,,,,,,,,Subject,
949,,,,6049,70,1.2056911931913894,Category,,Feature,,,,,,,,,,,,,,Subject,
950,,,,6118,1,0.09334494145959213,Category,,,Feature,,,,,,,,,,,,,Subject,
951,,,,6114,5,0.43604206287383607,Category,,,Feature,,,,,,,,,,,,,Subject,
952,,,,6109,10,0.8283838281009408,Category,,,Feature,,,,,,,,,,,,,Subject,
953,,,,6104,15,1.1727967826985408,Category,,,Feature,,,,,,,,,,,,,Subject,
954,,,,6099,20,1.4979526928311224,Category,,,Feature,,,,,,,,,,,,,Subject,
955,,,,6089,30,2.0916808352875544,Category,,,Feature,,,,,,,,,,,,,Subject,
956,,,,6079,40,2.1053542031538695,Category,,,Feature,,,,,,,,,,,,,Subject,
957,,,,6069,50,2.062578897297927,Category,,,Feature,,,,,,,,,,,,,Subject,
958,,,,6059,60,1.980639077794882,Category,,,Feature,,,,,,,,,,,,,Subject,
959,,,,6049,70,1.9488448662867592,Category,,,Feature,,,,,,,,,,,,,Subject,
960,,,,24832,1,0.069270375492749,Category,,,,Feature,,,,,,,,,,,,Subject,
961,,,,24828,5,0.3401191210635943,Category,,,,Feature,,,,,,,,,,,,Subject,
962,,,,24823,10,0.6738316498918338,Category,,,,Feature,,,,,,,,,,,,Subject,
963,,,,24818,15,1.0036537617134873,Category,,,,Feature,,,,,,,,,,,,Subject,
964,,,,24813,20,1.3275293146492948,Category,,,,Feature,,,,,,,,,,,,Subject,
965,,,,24803,30,1.957440963751673,Category,,,,Feature,,,,,,,,,,,,Subject,
966,,,,24793,40,2.1506974065242535,Category,,,,Feature,,,,,,,,,,,,Subject,
967,,,,24783,50,2.1799846178100295,Category,,,,Feature,,,,,,,,,,,,Subject,
968,,,,24773,60,2.1676818747465747,Category,,,,Feature,,,,,,,,,,,,Subject,
969,,,,24763,70,2.1614723524665913,Category,,,,Feature,,,,,,,,,,,,Subject,
970,,,,6118,1,0.02897855847788392,Category,,,,,Feature,,,,,,,,,,,Subject,
971,,,,6114,5,0.13506387904491865,Category,,,,,Feature,,,,,,,,,,,Subject,
972,,,,6109,10,0.2536937108867318,Category,,,,,Feature,,,,,,,,,,,Subject,
973,,,,6104,15,0.3674497606632716,Category,,,,,Feature,,,,,,,,,,,Subject,
974,,,,6099,20,0.48096879672448023,Category,,,,,Feature,,,,,,,,,,,Subject,
975,,,,6089,30,0.7065896297927706,Category,,,,,Feature,,,,,,,,,,,Subject,
976,,,,6079,40,0.8002424472215526,Category,,,,,Feature,,,,,,,,,,,Subject,
977,,,,6069,50,0.8571203970937294,Category,,,,,Feature,,,,,,,,,,,Subject,
978,,,,6059,60,0.8660822300923358,Category,,,,,Feature,,,,,,,,,,,Subject,
979,,,,6049,70,0.868970109716285,Category,,,,,Feature,,,,,,,,,,,Subject,
980,,,,6118,1,0.020467789087582587,Category,,,,,,Feature,,,,,,,,,,Subject,
981,,,,6114,5,0.10234083544126572,Category,,,,,,Feature,,,,,,,,,,Subject,
982,,,,6109,10,0.20468534610331,Category,,,,,,Feature,,,,,,,,,,Subject,
983,,,,6104,15,0.3043817295328197,Category,,,,,,Feature,,,,,,,,,,Subject,
984,,,,6099,20,0.40343336095301036,Category,,,,,,Feature,,,,,,,,,,Subject,
985,,,,6089,30,0.5951152974503238,Category,,,,,,Feature,,,,,,,,,,Subject,
986,,,,6079,40,0.7088047682092778,Category,,,,,,Feature,,,,,,,,,,Subject,
987,,,,6069,50,0.7693939933415843,Category,,,,,,Feature,,,,,,,,,,Subject,
988,,,,6059,60,0.825260396545909,Category,,,,,,Feature,,,,,,,,,,Subject,
989,,,,6049,70,0.8465726017997228,Category,,,,,,Feature,,,,,,,,,,Subject,
990,,,,6118,1,0.9105356592438887,Category,,,,,,,Feature,,,,,,,,,Subject,
991,,,,6114,5,4.515237492657127,Category,,,,,,,Feature,,,,,,,,,Subject,
992,,,,6109,10,8.879697078851722,Category,,,,,,,Feature,,,,,,,,,Subject,
993,,,,6104,15,11.614223720184263,Category,,,,,,,Feature,,,,,,,,,Subject,
994,,,,6099,20,12.34558814354743,Category,,,,,,,Feature,,,,,,,,,Subject,
995,,,,6089,30,12.563610627327916,Category,,,,,,,Feature,,,,,,,,,Subject,
996,,,,6079,40,1.0629366667908722,Category,,,,,,,Feature,,,,,,,,,Subject,
997,,,,6069,50,0.17302257621857833,Category,,,,,,,Feature,,,,,,,,,Subject,
998,,,,6059,60,0.004623641160961408,Category,,,,,,,Feature,,,,,,,,,Subject,
999,,,,6049,70,0.0,Category,,,,,,,Feature,,,,,,,,,Subject,
1000,,,,6118,1,0.7864228747944153,Category,,,,,,,,Feature,,,,,,,,Subject,
1001,,,,6114,5,3.909547518650791,Category,,,,,,,,Feature,,,,,,,,Subject,
1002,,,,6109,10,7.701886294772906,Category,,,,,,,,Feature,,,,,,,,Subject,
1003,,,,6104,15,10.505423439076555,Category,,,,,,,,Feature,,,,,,,,Subject,
1004,,,,6099,20,11.839994116788237,Category,,,,,,,,Feature,,,,,,,,Subject,
1005,,,,6089,30,12.505401825033905,Category,,,,,,,,Feature,,,,,,,,Subject,
1006,,,,6079,40,1.9438117716989174,Category,,,,,,,,Feature,,,,,,,,Subject,
1007,,,,6069,50,0.32049220902966874,Category,,,,,,,,Feature,,,,,,,,Subject,
1008,,,,6059,60,0.05547330433788657,Category,,,,,,,,Feature,,,,,,,,Subject,
1009,,,,6049,70,0.018521040250943005,Category,,,,,,,,Feature,,,,,,,,Subject,
1010,,,,6118,1,0.01748681209039564,Category,,,,,,,,,Feature,,,,,,,Subject,
1011,,,,6114,5,0.08744481918761308,Category,,,,,,,,,Feature,,,,,,,Subject,
1012,,,,6109,10,0.1654585407399937,Category,,,,,,,,,Feature,,,,,,,Subject,
1013,,,,6104,15,0.2428082447774076,Category,,,,,,,,,Feature,,,,,,,Subject,
1014,,,,6099,20,0.3185659456217709,Category,,,,,,,,,Feature,,,,,,,Subject,
1015,,,,6089,30,0.46848726616867853,Category,,,,,,,,,Feature,,,,,,,Subject,
1016,,,,6079,40,0.5518346718974946,Category,,,,,,,,,Feature,,,,,,,Subject,
1017,,,,6069,50,0.6100100776727941,Category,,,,,,,,,Feature,,,,,,,Subject,
1018,,,,6059,60,0.6590224718172345,Category,,,,,,,,,Feature,,,,,,,Subject,
1019,,,,6049,70,0.6805303789245466,Category,,,,,,,,,Feature,,,,,,,Subject,
1020,,,,6118,1,0.044676883954763366,Category,,,,,,,,,,Feature,,,,,,Subject,
1021,,,,6114,5,0.21817295030044126,Category,,,,,,,,,,Feature,,,,,,Subject,
1022,,,,6109,10,0.4129333175711944,Category,,,,,,,,,,Feature,,,,,,Subject,
1023,,,,6104,15,0.592495271763026,Category,,,,,,,,,,Feature,,,,,,Subject,
1024,,,,6099,20,0.7500984719279118,Category,,,,,,,,,,Feature,,,,,,Subject,
1025,,,,6089,30,1.0436001659048149,Category,,,,,,,,,,Feature,,,,,,Subject,
1026,,,,6079,40,1.0726638081278475,Category,,,,,,,,,,Feature,,,,,,Subject,
1027,,,,6069,50,1.1042892103906132,Category,,,,,,,,,,Feature,,,,,,Subject,
1028,,,,6059,60,1.1493027990490914,Category,,,,,,,,,,Feature,,,,,,Subject,
1029,,,,6049,70,1.1730130103617884,Category,,,,,,,,,,Feature,,,,,,Subject,
1030,,,,6118,1,0.19965981838202343,Category,,,,,,,,,,,Feature,,,,,Subject,
1031,,,,6114,5,0.9958689485519261,Category,,,,,,,,,,,Feature,,,,,Subject,
1032,,,,6109,10,1.9748388873065232,Category,,,,,,,,,,,Feature,,,,,Subject,
1033,,,,6104,15,2.9271980792882246,Category,,,,,,,,,,,Feature,,,,,Subject,
1034,,,,6099,20,3.8386139369458863,Category,,,,,,,,,,,Feature,,,,,Subject,
1035,,,,6089,30,5.509643196207504,Category,,,,,,,,,,,Feature,,,,,Subject,
1036,,,,6079,40,4.971338061679,Category,,,,,,,,,,,Feature,,,,,Subject,
1037,,,,6069,50,4.1002797069069565,Category,,,,,,,,,,,Feature,,,,,Subject,
1038,,,,6059,60,3.3850290693737737,Category,,,,,,,,,,,Feature,,,,,Subject,
1039,,,,6049,70,3.114630635461523,Category,,,,,,,,,,,Feature,,,,,Subject,
1040,,,,6118,1,0.40307701005307195,,Feature,,,,,,,,,,,Category,,,,Subject,
1041,,,,6114,5,2.010292485355126,,Feature,,,,,,,,,,,Category,,,,Subject,
1042,,,,6109,10,3.973257025792523,,Feature,,,,,,,,,,,Category,,,,Subject,
1043,,,,6104,15,5.803012383750623,,Feature,,,,,,,,,,,Category,,,,Subject,
1044,,,,6099,20,7.423431306912911,,Feature,,,,,,,,,,,Category,,,,Subject,
1045,,,,6089,30,9.810525671416114,,Feature,,,,,,,,,,,Category,,,,Subject,
1046,,,,6079,40,5.4843724682363595,,Feature,,,,,,,,,,,Category,,,,Subject,
1047,,,,6069,50,2.799094046024802,,Feature,,,,,,,,,,,Category,,,,Subject,
1048,,,,6059,60,1.647601928634047,,Feature,,,,,,,,,,,Category,,,,Subject,
1049,,,,6049,70,1.335745095658961,,Feature,,,,,,,,,,,Category,,,,Subject,
1050,,,,6118,1,0.40594609225676764,,,Feature,,,,,,,,,,Category,,,,Subject,
1051,,,,6114,5,2.0246012339373114,,,Feature,,,,,,,,,,Category,,,,Subject,
1052,,,,6109,10,4.001469396200466,,,Feature,,,,,,,,,,Category,,,,Subject,
1053,,,,6104,15,5.844422216055449,,,Feature,,,,,,,,,,Category,,,,Subject,
1054,,,,6099,20,7.470734120246405,,,Feature,,,,,,,,,,Category,,,,Subject,
1055,,,,6089,30,9.83504215315349,,,Feature,,,,,,,,,,Category,,,,Subject,
1056,,,,6079,40,5.479008673625033,,,Feature,,,,,,,,,,Category,,,,Subject,
1057,,,,6069,50,2.814561544546192,,,Feature,,,,,,,,,,Category,,,,Subject,
1058,,,,6059,60,1.581954981138606,,,Feature,,,,,,,,,,Category,,,,Subject,
1059,,,,6049,70,1.2578121751450595,,,Feature,,,,,,,,,,Category,,,,Subject,
1060,,,,6118,1,0.8053969457168624,,,,Feature,,,,,,,,,Category,,,,Subject,
1061,,,,6114,5,4.006198512950438,,,,Feature,,,,,,,,,Category,,,,Subject,
1062,,,,6109,10,7.898331527764695,,,,Feature,,,,,,,,,Category,,,,Subject,
1063,,,,6104,15,10.74601254565477,,,,Feature,,,,,,,,,Category,,,,Subject,
1064,,,,6099,20,11.992175248144386,,,,Feature,,,,,,,,,Category,,,,Subject,
1065,,,,6089,30,12.522720307837192,,,,Feature,,,,,,,,,Category,,,,Subject,
1066,,,,6079,40,1.6832034755174528,,,,Feature,,,,,,,,,Category,,,,Subject,
1067,,,,6069,50,0.2790328947261711,,,,Feature,,,,,,,,,Category,,,,Subject,
1068,,,,6059,60,0.04160710527232017,,,,Feature,,,,,,,,,Category,,,,Subject,
1069,,,,6049,70,0.018521040250943005,,,,Feature,,,,,,,,,Category,,,,Subject,
1070,,,,6118,1,0.18567719787163062,,,,,Feature,,,,,,,,Category,,,,Subject,
1071,,,,6114,5,0.8385794336923009,,,,,Feature,,,,,,,,Category,,,,Subject,
1072,,,,6109,10,1.5318449468834658,,,,,Feature,,,,,,,,Category,,,,Subject,
1073,,,,6104,15,2.0926901702191105,,,,,Feature,,,,,,,,Category,,,,Subject,
1074,,,,6099,20,2.5627254036289093,,,,,Feature,,,,,,,,Category,,,,Subject,
1075,,,,6089,30,3.3505766195569655,,,,,Feature,,,,,,,,Category,,,,Subject,
1076,,,,6079,40,2.8732472796183424,,,,,Feature,,,,,,,,Category,,,,Subject,
1077,,,,6069,50,2.707553735040898,,,,,Feature,,,,,,,,Category,,,,Subject,
1078,,,,6059,60,2.664236420015725,,,,,Feature,,,,,,,,Category,,,,Subject,
1079,,,,6049,70,2.6399934668466423,,,,,Feature,,,,,,,,Category,,,,Subject,
1080,,,,6118,1,0.3546855440974488,,,,,,Feature,,,,,,,Category,,,,Subject,
1081,,,,6114,5,1.771424095722874,,,,,,Feature,,,,,,,Category,,,,Subject,
1082,,,,6109,10,3.514588909496618,,,,,,Feature,,,,,,,Category,,,,Subject,
1083,,,,6104,15,5.168489672772761,,,,,,Feature,,,,,,,Category,,,,Subject,
1084,,,,6099,20,6.6565445732748465,,,,,,Feature,,,,,,,Category,,,,Subject,
1085,,,,6089,30,8.947273703431119,,,,,,Feature,,,,,,,Category,,,,Subject,
1086,,,,6079,40,5.661883387343854,,,,,,Feature,,,,,,,Category,,,,Subject,
1087,,,,6069,50,3.4476935197857848,,,,,,Feature,,,,,,,Category,,,,Subject,
1088,,,,6059,60,2.2151064894553922,,,,,,Feature,,,,,,,Category,,,,Subject,
1089,,,,6049,70,1.853255228980697,,,,,,Feature,,,,,,,Category,,,,Subject,
1090,,,,6118,1,0.14567792634941673,,,,,,,Feature,,,,,,Category,,,,Subject,
1091,,,,6114,5,0.6564806833756163,,,,,,,Feature,,,,,,Category,,,,Subject,
1092,,,,6109,10,1.2304831366014146,,,,,,,Feature,,,,,,Category,,,,Subject,
1093,,,,6104,15,1.7387040775807505,,,,,,,Feature,,,,,,Category,,,,Subject,
1094,,,,6099,20,2.1980968120910447,,,,,,,Feature,,,,,,Category,,,,Subject,
1095,,,,6089,30,3.0007042541375637,,,,,,,Feature,,,,,,Category,,,,Subject,
1096,,,,6079,40,2.7098041221825744,,,,,,,Feature,,,,,,Category,,,,Subject,
1097,,,,6069,50,2.5075100760568825,,,,,,,Feature,,,,,,Category,,,,Subject,
1098,,,,6059,60,2.385132882830965,,,,,,,Feature,,,,,,Category,,,,Subject,
1099,,,,6049,70,2.355742166633548,,,,,,,Feature,,,,,,Category,,,,Subject,
1100,,,,6118,1,0.3280415664578747,,,,,,,,Feature,,,,,Category,,,,Subject,
1101,,,,6114,5,1.6327824563543123,,,,,,,,Feature,,,,,Category,,,,Subject,
1102,,,,6109,10,3.2287681152036294,,,,,,,,Feature,,,,,Category,,,,Subject,
1103,,,,6104,15,4.732945494958348,,,,,,,,Feature,,,,,Category,,,,Subject,
1104,,,,6099,20,6.0933563078284525,,,,,,,,Feature,,,,,Category,,,,Subject,
1105,,,,6089,30,8.302991540328179,,,,,,,,Feature,,,,,Category,,,,Subject,
1106,,,,6079,40,5.86429472686726,,,,,,,,Feature,,,,,Category,,,,Subject,
1107,,,,6069,50,3.780547567469467,,,,,,,,Feature,,,,,Category,,,,Subject,
1108,,,,6059,60,2.4111655562767305,,,,,,,,Feature,,,,,Category,,,,Subject,
1109,,,,6049,70,2.0089371603535398,,,,,,,,Feature,,,,,Category,,,,Subject,
1110,,,,6118,1,0.32152502524248977,,,,,,,,,Feature,,,,Category,,,,Subject,
1111,,,,6114,5,1.6071101082416563,,,,,,,,,Feature,,,,Category,,,,Subject,
1112,,,,6109,10,3.1903186907608907,,,,,,,,,Feature,,,,Category,,,,Subject,
1113,,,,6104,15,4.685779779400625,,,,,,,,,Feature,,,,Category,,,,Subject,
1114,,,,6099,20,6.050001503628677,,,,,,,,,Feature,,,,Category,,,,Subject,
1115,,,,6089,30,8.270714622008514,,,,,,,,,Feature,,,,Category,,,,Subject,
1116,,,,6079,40,5.717711239238442,,,,,,,,,Feature,,,,Category,,,,Subject,
1117,,,,6069,50,3.783400715956114,,,,,,,,,Feature,,,,Category,,,,Subject,
1118,,,,6059,60,2.5198419800116283,,,,,,,,,Feature,,,,Category,,,,Subject,
1119,,,,6049,70,2.1148486916419897,,,,,,,,,Feature,,,,Category,,,,Subject,
1120,,,,6118,1,0.2681339728777791,,,,,,,,,,Feature,,,Category,,,,Subject,
1121,,,,6114,5,1.336794381360417,,,,,,,,,,Feature,,,Category,,,,Subject,
1122,,,,6109,10,2.649241851330636,,,,,,,,,,Feature,,,Category,,,,Subject,
1123,,,,6104,15,3.898160867511079,,,,,,,,,,Feature,,,Category,,,,Subject,
1124,,,,6099,20,5.067637087794512,,,,,,,,,,Feature,,,Category,,,,Subject,
1125,,,,6089,30,7.066492953306941,,,,,,,,,,Feature,,,Category,,,,Subject,
1126,,,,6079,40,5.5999672491474985,,,,,,,,,,Feature,,,Category,,,,Subject,
1127,,,,6069,50,4.138497837948995,,,,,,,,,,Feature,,,Category,,,,Subject,
1128,,,,6059,60,2.9091478208111274,,,,,,,,,,Feature,,,Category,,,,Subject,
1129,,,,6049,70,2.5150845046654164,,,,,,,,,,Feature,,,Category,,,,Subject,
1130,,,,6118,1,0.27948288504154495,,,,,,,,,,,Feature,,Category,,,,Subject,
1131,,,,6114,5,1.3872251591084934,,,,,,,,,,,Feature,,Category,,,,Subject,
1132,,,,6109,10,2.743655131401408,,,,,,,,,,,Feature,,Category,,,,Subject,
1133,,,,6104,15,4.043526854712142,,,,,,,,,,,Feature,,Category,,,,Subject,
1134,,,,6099,20,5.253265700633904,,,,,,,,,,,Feature,,Category,,,,Subject,
1135,,,,6089,30,7.299233196115932,,,,,,,,,,,Feature,,Category,,,,Subject,
1136,,,,6079,40,5.636813752402754,,,,,,,,,,,Feature,,Category,,,,Subject,
1137,,,,6069,50,3.973767705253465,,,,,,,,,,,Feature,,Category,,,,Subject,
1138,,,,6059,60,2.731328566927925,,,,,,,,,,,Feature,,Category,,,,Subject,
1139,,,,6049,70,2.3222197174079113,,,,,,,,,,,Feature,,Category,,,,Subject,
1140,,,,6118,1,0.07067300765144258,,,,,,,,,,,,Feature,Category,,,,Subject,
1141,,,,6114,5,0.3340138091712947,,,,,,,,,,,,Feature,Category,,,,Subject,
1142,,,,6109,10,0.6492358395295073,,,,,,,,,,,,Feature,Category,,,,Subject,
1143,,,,6104,15,0.9417654996007596,,,,,,,,,,,,Feature,Category,,,,Subject,
1144,,,,6099,20,1.2176670125039581,,,,,,,,,,,,Feature,Category,,,,Subject,
1145,,,,6089,30,1.7193852710140942,,,,,,,,,,,,Feature,Category,,,,Subject,
1146,,,,6079,40,1.773153368536989,,,,,,,,,,,,Feature,Category,,,,Subject,
1147,,,,6069,50,1.77402916026919,,,,,,,,,,,,Feature,Category,,,,Subject,
1148,,,,6059,60,1.7823508280101408,,,,,,,,,,,,Feature,Category,,,,Subject,
1149,,,,6049,70,1.784566328611919,,,,,,,,,,,,Feature,Category,,,,Subject,
1150,,Category,Feature,6118,1,0.044676883954763366,,,,,,,,,,,,,,,,,,Subject
1151,,Category,Feature,6114,5,0.21817295030044126,,,,,,,,,,,,,,,,,,Subject
1152,,Category,Feature,6109,10,0.4129333175711944,,,,,,,,,,,,,,,,,,Subject
1153,,Category,Feature,6104,15,0.592495271763026,,,,,,,,,,,,,,,,,,Subject
1154,,Category,Feature,6099,20,0.7500984719279118,,,,,,,,,,,,,,,,,,Subject
1155,,Category,Feature,6089,30,1.0436001659048149,,,,,,,,,,,,,,,,,,Subject
1156,,Category,Feature,6079,40,1.0726638081278475,,,,,,,,,,,,,,,,,,Subject
1157,,Category,Feature,6069,50,1.1042892103906132,,,,,,,,,,,,,,,,,,Subject
1158,,Category,Feature,6059,60,1.1493027990490914,,,,,,,,,,,,,,,,,,Subject
1159,,Category,Feature,6049,70,1.1730130103617884,,,,,,,,,,,,,,,,,,Subject
1160,,,,6118,1,0.035696474582397136,Category,Feature,,,,,,,,,,,,,,,,Subject
1161,,,,6114,5,0.17628835600342538,Category,Feature,,,,,,,,,,,,,,,,Subject
1162,,,,6109,10,0.3478869102770491,Category,Feature,,,,,,,,,,,,,,,,Subject
1163,,,,6104,15,0.5104606770797887,Category,Feature,,,,,,,,,,,,,,,,Subject
1164,,,,6099,20,0.6701494066550604,Category,Feature,,,,,,,,,,,,,,,,Subject
1165,,,,6089,30,0.9776638413763462,Category,Feature,,,,,,,,,,,,,,,,Subject
1166,,,,6079,40,1.098802512800233,Category,Feature,,,,,,,,,,,,,,,,Subject
1167,,,,6069,50,1.1536250828717558,Category,Feature,,,,,,,,,,,,,,,,Subject
1168,,,,6059,60,1.2185083240589094,Category,Feature,,,,,,,,,,,,,,,,Subject
1169,,,,6049,70,1.2497989912536582,Category,Feature,,,,,,,,,,,,,,,,Subject
1170,,,,6603,1,0.12046097402312382,Category,,Feature,,,,,,,,,,,,,,,Subject
1171,,,,6599,5,0.5940447990646589,Category,,Feature,,,,,,,,,,,,,,,Subject
1172,,,,6594,10,1.1655101696013987,Category,,Feature,,,,,,,,,,,,,,,Subject
1173,,,,6589,15,1.7094136623501839,Category,,Feature,,,,,,,,,,,,,,,Subject
1174,,,,6584,20,2.2204506468553142,Category,,Feature,,,,,,,,,,,,,,,Subject
1175,,,,6574,30,3.167726218536236,Category,,Feature,,,,,,,,,,,,,,,Subject
1176,,,,6564,40,3.0562570676549576,Category,,Feature,,,,,,,,,,,,,,,Subject
1177,,,,6554,50,2.714409612694026,Category,,Feature,,,,,,,,,,,,,,,Subject
1178,,,,6544,60,2.3541863325897916,Category,,Feature,,,,,,,,,,,,,,,Subject
1179,,,,6534,70,2.2415721870718035,Category,,Feature,,,,,,,,,,,,,,,Subject
1180,,,,6118,1,0.3891215018597567,Category,,,Feature,,,,,,,,,,,,,,Subject
1181,,,,6114,5,1.9411686739119882,Category,,,Feature,,,,,,,,,,,,,,Subject
1182,,,,6109,10,3.8359820903670205,Category,,,Feature,,,,,,,,,,,,,,Subject
1183,,,,6104,15,5.597506670490851,Category,,,Feature,,,,,,,,,,,,,,Subject
1184,,,,6099,20,7.162260579354509,Category,,,Feature,,,,,,,,,,,,,,Subject
1185,,,,6089,30,9.50768860824694,Category,,,Feature,,,,,,,,,,,,,,Subject
1186,,,,6079,40,5.478727278059973,Category,,,Feature,,,,,,,,,,,,,,Subject
1187,,,,6069,50,2.9255274082827714,Category,,,Feature,,,,,,,,,,,,,,Subject
1188,,,,6059,60,1.7327648841775813,Category,,,Feature,,,,,,,,,,,,,,Subject
1189,,,,6049,70,1.4050421616152233,Category,,,Feature,,,,,,,,,,,,,,Subject
1190,,,,6118,1,0.9105356592438887,Category,,,,Feature,,,,,,,,,,,,,Subject
1191,,,,6114,5,4.515237492657127,Category,,,,Feature,,,,,,,,,,,,,Subject
1192,,,,6109,10,8.879697078851722,Category,,,,Feature,,,,,,,,,,,,,Subject
1193,,,,6104,15,11.614223720184263,Category,,,,Feature,,,,,,,,,,,,,Subject
1194,,,,6099,20,12.34558814354743,Category,,,,Feature,,,,,,,,,,,,,Subject
1195,,,,6089,30,12.563610627327916,Category,,,,Feature,,,,,,,,,,,,,Subject
1196,,,,6079,40,1.0629366667908722,Category,,,,Feature,,,,,,,,,,,,,Subject
1197,,,,6069,50,0.17302257621857833,Category,,,,Feature,,,,,,,,,,,,,Subject
1198,,,,6059,60,0.004623641160961408,Category,,,,Feature,,,,,,,,,,,,,Subject
1199,,,,6049,70,0.0,Category,,,,Feature,,,,,,,,,,,,,Subject
1200,,,,24832,1,0.069270375492749,Category,,,,,Feature,,,,,,,,,,,,Subject
1201,,,,24828,5,0.3401191210635943,Category,,,,,Feature,,,,,,,,,,,,Subject
1202,,,,24823,10,0.6738316498918338,Category,,,,,Feature,,,,,,,,,,,,Subject
1203,,,,24818,15,1.0036537617134873,Category,,,,,Feature,,,,,,,,,,,,Subject
1204,,,,24813,20,1.3275293146492948,Category,,,,,Feature,,,,,,,,,,,,Subject
1205,,,,24803,30,1.957440963751673,Category,,,,,Feature,,,,,,,,,,,,Subject
1206,,,,24793,40,2.1506974065242535,Category,,,,,Feature,,,,,,,,,,,,Subject
1207,,,,24783,50,2.1799846178100295,Category,,,,,Feature,,,,,,,,,,,,Subject
1208,,,,24773,60,2.1676818747465747,Category,,,,,Feature,,,,,,,,,,,,Subject
1209,,,,24763,70,2.1614723524665913,Category,,,,,Feature,,,,,,,,,,,,Subject
1210,,,,6118,1,0.3208695529702274,Category,,,,,,Feature,,,,,,,,,,,Subject
1211,,,,6114,5,1.596022304578006,Category,,,,,,Feature,,,,,,,,,,,Subject
1212,,,,6109,10,3.1488455423937163,Category,,,,,,Feature,,,,,,,,,,,Subject
1213,,,,6104,15,4.611766784503621,Category,,,,,,Feature,,,,,,,,,,,Subject
1214,,,,6099,20,5.924089122341267,Category,,,,,,Feature,,,,,,,,,,,Subject
1215,,,,6089,30,8.076448101953385,Category,,,,,,Feature,,,,,,,,,,,Subject
1216,,,,6079,40,5.81480776348511,Category,,,,,,Feature,,,,,,,,,,,Subject
1217,,,,6069,50,3.874505579435105,Category,,,,,,Feature,,,,,,,,,,,Subject
1218,,,,6059,60,2.557870721418701,Category,,,,,,Feature,,,,,,,,,,,Subject
1219,,,,6049,70,2.1666798246356014,Category,,,,,,Feature,,,,,,,,,,,Subject
1220,,,,6118,1,0.049627664569260176,Category,,,,,,,Feature,,,,,,,,,,Subject
1221,,,,6114,5,0.24662640876268047,Category,,,,,,,Feature,,,,,,,,,,Subject
1222,,,,6109,10,0.4785860635923669,Category,,,,,,,Feature,,,,,,,,,,Subject
1223,,,,6104,15,0.6970534993896194,Category,,,,,,,Feature,,,,,,,,,,Subject
1224,,,,6099,20,0.8954574350631059,Category,,,,,,,Feature,,,,,,,,,,Subject
1225,,,,6089,30,1.2622376853632997,Category,,,,,,,Feature,,,,,,,,,,Subject
1226,,,,6079,40,1.3268679490789927,Category,,,,,,,Feature,,,,,,,,,,Subject
1227,,,,6069,50,1.3026750083116865,Category,,,,,,,Feature,,,,,,,,,,Subject
1228,,,,6059,60,1.2809331676708404,Category,,,,,,,Feature,,,,,,,,,,Subject
1229,,,,6049,70,1.270089780103164,Category,,,,,,,Feature,,,,,,,,,,Subject
1230,,,,6118,1,0.020467789087582587,Category,,,,,,,,Feature,,,,,,,,,Subject
1231,,,,6114,5,0.10234083544126572,Category,,,,,,,,Feature,,,,,,,,,Subject
1232,,,,6109,10,0.20468534610331,Category,,,,,,,,Feature,,,,,,,,,Subject
1233,,,,6104,15,0.3043817295328197,Category,,,,,,,,Feature,,,,,,,,,Subject
1234,,,,6099,20,0.40343336095301036,Category,,,,,,,,Feature,,,,,,,,,Subject
1235,,,,6089,30,0.5951152974503238,Category,,,,,,,,Feature,,,,,,,,,Subject
1236,,,,6079,40,0.7088047682092778,Category,,,,,,,,Feature,,,,,,,,,Subject
1237,,,,6069,50,0.7693939933415843,Category,,,,,,,,Feature,,,,,,,,,Subject
1238,,,,6059,60,0.825260396545909,Category,,,,,,,,Feature,,,,,,,,,Subject
