,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,captain,squire
639,,,,23358,70,2.1591898029373446,,,,,,,Feature,,,,,,Category,,Subject,
640,,,,23427,1,0.35614845021218666,,,,,,,,Feature,,,,,Category,,Subject,
641,,,,23423,5,1.7776321146444862,,,,,,,,Feature,,,,,Category,,Subject,
642,,,,23418,10,3.538055630253765,,,,,,,,Feature,,,,,Category,,Subject,
643,,,,23413,15,5.244678360822672,,,,,,,,Feature,,,,,Category,,Subject,
644,,,,23408,20,6.842140282045346,,,,,,,,Feature,,,,,Category,,Subject,
645,,,,23398,30,9.553779315218813,,,,,,,,Feature,,,,,Category,,Subject,
646,,,,23388,40,6.250771754798823,,,,,,,,Feature,,,,,Category,,Subject,
647,,,,23378,50,3.639982303176495,,,,,,,,Feature,,,,,Category,,Subject,
648,,,,23368,60,2.003509585086658,,,,,,,,Feature,,,,,Category,,Subject,
649,,,,23358,70,1.551259146973243,,,,,,,,Feature,,,,,Category,,Subject,
650,,,,23427,1,0.28669606994963764,,,,,,,,,Feature,,,,Category,,Subject,
651,,,,23423,5,1.4320995843817064,,,,,,,,,Feature,,,,Category,,Subject,
652,,,,23418,10,2.8547343156784684,,,,,,,,,Feature,,,,Category,,Subject,
653,,,,23413,15,4.244894686069084,,,,,,,,,Feature,,,,Category,,Subject,
654,,,,23408,20,5.579666447942533,,,,,,,,,Feature,,,,Category,,Subject,
655,,,,23398,30,7.976472928653175,,,,,,,,,Feature,,,,Category,,Subject,
656,,,,23388,40,6.015264479857715,,,,,,,,,Feature,,,,Category,,Subject,
657,,,,23378,50,4.014105183204171,,,,,,,,,Feature,,,,Category,,Subject,
658,,,,23368,60,2.6330552567522574,,,,,,,,,Feature,,,,Category,,Subject,
659,,,,23358,70,2.2433314886951488,,,,,,,,,Feature,,,,Category,,Subject,
660,,,,23427,1,0.2819651502510649,,,,,,,,,,Feature,,,Category,,Subject,
661,,,,23423,5,1.4079950882452923,,,,,,,,,,Feature,,,Category,,Subject,
662,,,,23418,10,2.805273017733175,,,,,,,,,,Feature,,,Category,,Subject,
663,,,,23413,15,4.165353044122763,,,,,,,,,,Feature,,,Category,,Subject,
664,,,,23408,20,5.473765292975559,,,,,,,,,,Feature,,,Category,,Subject,
665,,,,23398,30,7.852995163711171,,,,,,,,,,Feature,,,Category,,Subject,
666,,,,23388,40,6.019026846375999,,,,,,,,,,Feature,,,Category,,Subject,
667,,,,23378,50,4.096942881638233,,,,,,,,,,Feature,,,Category,,Subject,
668,,,,23368,60,2.7615218974110567,,,,,,,,,,Feature,,,Category,,Subject,
669,,,,23358,70,2.3503560396850336,,,,,,,,,,Feature,,,Category,,Subject,
670,,,,23427,1,0.4931881766789816,,,,,,,,,,,Feature,,Category,,Subject,
671,,,,23423,5,2.4628060061601085,,,,,,,,,,,Feature,,Category,,Subject,
672,,,,23418,10,4.90292961581323,,,,,,,,,,,Feature,,Category,,Subject,
673,,,,23413,15,7.214147229285031,,,,,,,,,,,Feature,,Category,,Subject,
674,,,,23408,20,9.257255464711521,,,,,,,,,,,Feature,,Category,,Subject,
675,,,,23398,30,12.18086511425383,,,,,,,,,,,Feature,,Category,,Subject,
676,,,,23388,40,5.3105686591815635,,,,,,,,,,,Feature,,Category,,Subject,
677,,,,23378,50,2.0119256903156257,,,,,,,,,,,Feature,,Category,,Subject,
678,,,,23368,60,0.7587167733731727,,,,,,,,,,,Feature,,Category,,Subject,
679,,,,23358,70,0.5184169670986947,,,,,,,,,,,Feature,,Category,,Subject,
680,,,,23427,1,0.9787287283228083,,,,,,,,,,,,Feature,Category,,Subject,
681,,,,23423,5,4.843112125867124,,,,,,,,,,,,Feature,Category,,Subject,
682,,,,23418,10,9.620664911592014,,,,,,,,,,,,Feature,Category,,Subject,
683,,,,23413,15,13.419330029695342,,,,,,,,,,,,Feature,Category,,Subject,
684,,,,23408,20,14.336523456489683,,,,,,,,,,,,Feature,Category,,Subject,
685,,,,23398,30,14.500177378204375,,,,,,,,,,,,Feature,Category,,Subject,
686,,,,23388,40,0.628900206970501,,,,,,,,,,,,Feature,Category,,Subject,
687,,,,23378,50,0.09347811216104727,,,,,,,,,,,,Feature,Category,,Subject,
688,,,,23368,60,0.021164563245877604,,,,,,,,,,,,Feature,Category,,Subject,
689,,,,23358,70,0.011611207456587174,,,,,,,,,,,,Feature,Category,,Subject,
690,,Category,Feature,23427,1,0.35614845021218666,,,,,,,,,,,,,,,,Subject
691,,Category,Feature,23423,5,1.7776321146444862,,,,,,,,,,,,,,,,Subject
692,,Category,Feature,23418,10,3.538055630253765,,,,,,,,,,,,,,,,Subject
693,,Category,Feature,23413,15,5.244678360822672,,,,,,,,,,,,,,,,Subject
694,,Category,Feature,23408,20,6.842140282045346,,,,,,,,,,,,,,,,Subject
695,,Category,Feature,23398,30,9.553779315218813,,,,,,,,,,,,,,,,Subject
696,,Category,Feature,23388,40,6.250771754798823,,,,,,,,,,,,,,,,Subject
697,,Category,Feature,23378,50,3.639982303176495,,,,,,,,,,,,,,,,Subject
698,,Category,Feature,23368,60,2.003509585086658,,,,,,,,,,,,,,,,Subject
699,,Category,Feature,23358,70,1.551259146973243,,,,,,,,,,,,,,,,Subject
700,,,,23427,1,0.25255513345980807,Category,Feature,,,,,,,,,,,,,,Subject
701,,,,23423,5,1.2606505156676755,Category,Feature,,,,,,,,,,,,,,Subject
702,,,,23418,10,2.5106939418908376,Category,Feature,,,,,,,,,,,,,,Subject
703,,,,23413,15,3.726540088518292,Category,Feature,,,,,,,,,,,,,,Subject
704,,,,23408,20,4.900494366968935,Category,Feature,,,,,,,,,,,,,,Subject
705,,,,23398,30,7.050341281765774,Category,Feature,,,,,,,,,,,,,,Subject
706,,,,23388,40,5.742039750734057,Category,Feature,,,,,,,,,,,,,,Subject
707,,,,23378,50,4.216901226176911,Category,Feature,,,,,,,,,,,,,,Subject
708,,,,23368,60,3.0641287458436035,Category,Feature,,,,,,,,,,,,,,Subject
709,,,,23358,70,2.689399444264613,Category,Feature,,,,,,,,,,,,,,Subject
710,,,,23427,1,0.28669606994963764,Category,,Feature,,,,,,,,,,,,,Subject
711,,,,23423,5,1.4320995843817064,Category,,Feature,,,,,,,,,,,,,Subject
712,,,,23418,10,2.8547343156784684,Category,,Feature,,,,,,,,,,,,,Subject
713,,,,23413,15,4.244894686069084,Category,,Feature,,,,,,,,,,,,,Subject
714,,,,23408,20,5.579666447942533,Category,,Feature,,,,,,,,,,,,,Subject
715,,,,23398,30,7.976472928653175,Category,,Feature,,,,,,,,,,,,,Subject
716,,,,23388,40,6.015264479857715,Category,,Feature,,,,,,,,,,,,,Subject
717,,,,23378,50,4.014105183204171,Category,,Feature,,,,,,,,,,,,,Subject
718,,,,23368,60,2.6330552567522574,Category,,Feature,,,,,,,,,,,,,Subject
719,,,,23358,70,2.2433314886951488,Category,,Feature,,,,,,,,,,,,,Subject
720,,,,23427,1,0.2819651502510649,Category,,,Feature,,,,,,,,,,,,Subject
721,,,,23423,5,1.4079950882452923,Category,,,Feature,,,,,,,,,,,,Subject
722,,,,23418,10,2.805273017733175,Category,,,Feature,,,,,,,,,,,,Subject
723,,,,23413,15,4.165353044122763,Category,,,Feature,,,,,,,,,,,,Subject
724,,,,23408,20,5.473765292975559,Category,,,Feature,,,,,,,,,,,,Subject
725,,,,23398,30,7.852995163711171,Category,,,Feature,,,,,,,,,,,,Subject
726,,,,23388,40,6.019026846375999,Category,,,Feature,,,,,,,,,,,,Subject
727,,,,23378,50,4.096942881638233,Category,,,Feature,,,,,,,,,,,,Subject
728,,,,23368,60,2.7615218974110567,Category,,,Feature,,,,,,,,,,,,Subject
729,,,,23358,70,2.3503560396850336,Category,,,Feature,,,,,,,,,,,,Subject
730,,,,23427,1,0.1814222907046532,Category,,,,Feature,,,,,,,,,,,Subject
731,,,,23423,5,0.9036599810191847,Category,,,,Feature,,,,,,,,,,,Subject
732,,,,23418,10,1.7996804452175825,Category,,,,Feature,,,,,,,,,,,Subject
733,,,,23413,15,2.6833852523875894,Category,,,,Feature,,,,,,,,,,,Subject
734,,,,23408,20,3.5441826113450308,Category,,,,Feature,,,,,,,,,,,Subject
735,,,,23398,30,5.175045656403275,Category,,,,Feature,,,,,,,,,,,Subject
736,,,,23388,40,4.8216703004215615,Category,,,,Feature,,,,,,,,,,,Subject
737,,,,23378,50,4.0373665570317305,Category,,,,Feature,,,,,,,,,,,Subject
738,,,,23368,60,3.3284600534375524,Category,,,,Feature,,,,,,,,,,,Subject
739,,,,23358,70,3.076746766648008,Category,,,,Feature,,,,,,,,,,,Subject
740,,,,23427,1,0.050522594752148646,Category,,,,,Feature,,,,,,,,,,Subject
741,,,,23423,5,0.20410508995688476,Category,,,,,Feature,,,,,,,,,,Subject
742,,,,23418,10,0.35055865240320566,Category,,,,,Feature,,,,,,,,,,Subject
743,,,,23413,15,0.46389098761208086,Category,,,,,Feature,,,,,,,,,,Subject
744,,,,23408,20,0.5592590231071655,Category,,,,,Feature,,,,,,,,,,Subject
745,,,,23398,30,0.7352054774451957,Category,,,,,Feature,,,,,,,,,,Subject
746,,,,23388,40,0.7034668358712165,Category,,,,,Feature,,,,,,,,,,Subject
747,,,,23378,50,0.7395359695671863,Category,,,,,Feature,,,,,,,,,,Subject
748,,,,23368,60,0.7783210634089732,Category,,,,,Feature,,,,,,,,,,Subject
749,,,,23358,70,0.7923361179702344,Category,,,,,Feature,,,,,,,,,,Subject
750,,,,23427,1,0.013740190997523334,Category,,,,,,Feature,,,,,,,,,Subject
751,,,,23423,5,0.058776433098333615,Category,,,,,,Feature,,,,,,,,,Subject
752,,,,23418,10,0.11079131730333162,Category,,,,,,Feature,,,,,,,,,Subject
753,,,,23413,15,0.1617669647632478,Category,,,,,,Feature,,,,,,,,,Subject
754,,,,23408,20,0.21173980177553425,Category,,,,,,Feature,,,,,,,,,Subject
755,,,,23398,30,0.29923855004212246,Category,,,,,,Feature,,,,,,,,,Subject
756,,,,23388,40,0.33556350379363914,Category,,,,,,Feature,,,,,,,,,Subject
757,,,,23378,50,0.3510614702924461,Category,,,,,,Feature,,,,,,,,,Subject
758,,,,23368,60,0.3692311396926507,Category,,,,,,Feature,,,,,,,,,Subject
759,,,,23358,70,0.3775171833592873,Category,,,,,,Feature,,,,,,,,,Subject
760,,,,23427,1,0.007261327090039372,Category,,,,,,,Feature,,,,,,,,Subject
761,,,,23423,5,0.03630693898914694,Category,,,,,,,Feature,,,,,,,,Subject
762,,,,23418,10,0.0721401930452893,Category,,,,,,,Feature,,,,,,,,Subject
763,,,,23413,15,0.10726349791523644,Category,,,,,,,Feature,,,,,,,,Subject
764,,,,23408,20,0.14163057332479237,Category,,,,,,,Feature,,,,,,,,Subject
765,,,,23398,30,0.20698520814556404,Category,,,,,,,Feature,,,,,,,,Subject
766,,,,23388,40,0.24457514808586472,Category,,,,,,,Feature,,,,,,,,Subject
767,,,,23378,50,0.269176379371327,Category,,,,,,,Feature,,,,,,,,Subject
768,,,,23368,60,0.2928379954250036,Category,,,,,,,Feature,,,,,,,,Subject
769,,,,23358,70,0.3030080373109584,Category,,,,,,,Feature,,,,,,,,Subject
770,,,,23427,1,0.013740190997523334,Category,,,,,,,,Feature,,,,,,,Subject
771,,,,23423,5,0.062260857213293185,Category,,,,,,,,Feature,,,,,,,Subject
772,,,,23418,10,0.11721788556102784,Category,,,,,,,,Feature,,,,,,,Subject
773,,,,23413,15,0.1704793695723429,Category,,,,,,,,Feature,,,,,,,Subject
774,,,,23408,20,0.2229937390498065,Category,,,,,,,,Feature,,,,,,,Subject
775,,,,23398,30,0.3217300479672769,Category,,,,,,,,Feature,,,,,,,Subject
776,,,,23388,40,0.36451400207603046,Category,,,,,,,,Feature,,,,,,,Subject
777,,,,23378,50,0.38749687694003926,Category,,,,,,,,Feature,,,,,,,Subject
778,,,,23368,60,0.4103069517161879,Category,,,,,,,,Feature,,,,,,,Subject
779,,,,23358,70,0.4202803824193717,Category,,,,,,,,Feature,,,,,,,Subject
780,,,,23427,1,0.0053939230747172,Category,,,,,,,,,Feature,,,,,,Subject
781,,,,23423,5,0.02697106320351609,Category,,,,,,,,,Feature,,,,,,Subject
782,,,,23418,10,0.05394573613459469,Category,,,,,,,,,Feature,,,,,,Subject
783,,,,23413,15,0.08092400230939303,Category,,,,,,,,,Feature,,,,,,Subject
784,,,,23408,20,0.10706443908444226,Category,,,,,,,,,Feature,,,,,,Subject
785,,,,23398,30,0.15705992936068014,Category,,,,,,,,,Feature,,,,,,Subject
786,,,,23388,40,0.18952299620892502,Category,,,,,,,,,Feature,,,,,,Subject
787,,,,23378,50,0.21174343608189933,Category,,,,,,,,,Feature,,,,,,Subject
788,,,,23368,60,0.233015698238141,Category,,,,,,,,,Feature,,,,,,Subject
789,,,,23358,70,0.24172385517657477,Category,,,,,,,,,Feature,,,,,,Subject
790,,,,23427,1,0.014151318875538478,Category,,,,,,,,,,Feature,,,,,Subject
791,,,,23423,5,0.06760870616454101,Category,,,,,,,,,,Feature,,,,,Subject
792,,,,23418,10,0.12952520574476445,Category,,,,,,,,,,Feature,,,,,Subject
793,,,,23413,15,0.1867641287466623,Category,,,,,,,,,,Feature,,,,,Subject
794,,,,23408,20,0.2367385840096035,Category,,,,,,,,,,Feature,,,,,Subject
795,,,,23398,30,0.3308261262927597,Category,,,,,,,,,,Feature,,,,,Subject
796,,,,23388,40,0.36282716539392645,Category,,,,,,,,,,Feature,,,,,Subject
797,,,,23378,50,0.3873079623872794,Category,,,,,,,,,,Feature,,,,,Subject
798,,,,23368,60,0.4148594868585358,Category,,,,,,,,,,Feature,,,,,Subject
799,,,,23358,70,0.4250478336458628,Category,,,,,,,,,,Feature,,,,,Subject
800,,,,23427,1,0.9787287283228083,Category,,,,,,,,,,,Feature,,,,Subject
801,,,,23423,5,4.843112125867124,Category,,,,,,,,,,,Feature,,,,Subject
802,,,,23418,10,9.620664911592014,Category,,,,,,,,,,,Feature,,,,Subject
803,,,,23413,15,13.419330029695342,Category,,,,,,,,,,,Feature,,,,Subject
804,,,,23408,20,14.336523456489683,Category,,,,,,,,,,,Feature,,,,Subject
805,,,,23398,30,14.500177378204375,Category,,,,,,,,,,,Feature,,,,Subject
806,,,,23388,40,0.628900206970501,Category,,,,,,,,,,,Feature,,,,Subject
807,,,,23378,50,0.09347811216104727,Category,,,,,,,,,,,Feature,,,,Subject
808,,,,23368,60,0.021164563245877604,Category,,,,,,,,,,,Feature,,,,Subject
809,,,,23358,70,0.011611207456587174,Category,,,,,,,,,,,Feature,,,,Subject
810,,,,23427,1,0.26978253716867084,,Feature,,,,,,,,,,,Category,,,Subject
811,,,,23423,5,1.346131421202577,,Feature,,,,,,,,,,,Category,,,Subject
812,,,,23418,10,2.6788380634673565,,Feature,,,,,,,,,,,Category,,,Subject
813,,,,23413,15,3.983110258694189,,Feature,,,,,,,,,,,Category,,,Subject
814,,,,23408,20,5.2428160336196425,,Feature,,,,,,,,,,,Category,,,Subject
815,,,,23398,30,7.52110264307227,,Feature,,,,,,,,,,,Category,,,Subject
816,,,,23388,40,5.9237934904238685,,Feature,,,,,,,,,,,Category,,,Subject
817,,,,23378,50,4.11149560836553,,Feature,,,,,,,,,,,Category,,,Subject
818,,,,23368,60,2.8743839027750555,,Feature,,,,,,,,,,,Category,,,Subject
819,,,,23358,70,2.506425821524563,,Feature,,,,,,,,,,,Category,,,Subject
820,,,,23427,1,0.38908573812620967,,,Feature,,,,,,,,,,Category,,,Subject
821,,,,23423,5,1.9442939498076404,,,Feature,,,,,,,,,,Category,,,Subject
822,,,,23418,10,3.871101710417489,,,Feature,,,,,,,,,,Category,,,Subject
823,,,,23413,15,5.734472313284143,,,Feature,,,,,,,,,,Category,,,Subject
824,,,,23408,20,7.47052762293238,,,Feature,,,,,,,,,,Category,,,Subject
825,,,,23398,30,10.352974029415595,,,Feature,,,,,,,,,,Category,,,Subject
826,,,,23388,40,6.0568168507701134,,,Feature,,,,,,,,,,Category,,,Subject
827,,,,23378,50,3.069759045571339,,,Feature,,,,,,,,,,Category,,,Subject
828,,,,23368,60,1.5646605012856385,,,Feature,,,,,,,,,,Category,,,Subject
829,,,,23358,70,1.2150751717871906,,,Feature,,,,,,,,,,Category,,,Subject
830,,,,23427,1,0.8043213332533409,,,,Feature,,,,,,,,,Category,,,Subject
831,,,,23423,5,4.005034387998587,,,,Feature,,,,,,,,,Category,,,Subject
832,,,,23418,10,7.969080251787072,,,,Feature,,,,,,,,,Category,,,Subject
833,,,,23413,15,11.40860847611205,,,,Feature,,,,,,,,,Category,,,Subject
834,,,,23408,20,13.401809728204634,,,,Feature,,,,,,,,,Category,,,Subject
835,,,,23398,30,14.404477894986018,,,,Feature,,,,,,,,,Category,,,Subject
836,,,,23388,40,1.8439460710744298,,,,Feature,,,,,,,,,Category,,,Subject
837,,,,23378,50,0.2944403312209289,,,,Feature,,,,,,,,,Category,,,Subject
838,,,,23368,60,0.05870833605156255,,,,Feature,,,,,,,,,Category,,,Subject
839,,,,23358,70,0.028685123136237604,,,,Feature,,,,,,,,,Category,,,Subject
840,,,,23427,1,0.1967816421286655,,,,,Feature,,,,,,,,Category,,,Subject
841,,,,23423,5,0.9802686856078585,,,,,Feature,,,,,,,,Category,,,Subject
842,,,,23418,10,1.9527975564116953,,,,,Feature,,,,,,,,Category,,,Subject
843,,,,23413,15,2.9091693140880817,,,,,Feature,,,,,,,,Category,,,Subject
844,,,,23408,20,3.836771211396528,,,,,Feature,,,,,,,,Category,,,Subject
845,,,,23398,30,5.583279843871172,,,,,Feature,,,,,,,,Category,,,Subject
846,,,,23388,40,5.051754501544968,,,,,Feature,,,,,,,,Category,,,Subject
847,,,,23378,50,4.098031915167969,,,,,Feature,,,,,,,,Category,,,Subject
848,,,,23368,60,3.2959230790060094,,,,,Feature,,,,,,,,Category,,,Subject
849,,,,23358,70,3.029772242678069,,,,,Feature,,,,,,,,Category,,,Subject
850,,,,23427,1,0.9511627796187767,,,,,,Feature,,,,,,,Category,,,Subject
851,,,,23423,5,4.726258331889769,,,,,,Feature,,,,,,,Category,,,Subject
852,,,,23418,10,9.396767527188876,,,,,,Feature,,,,,,,Category,,,Subject
853,,,,23413,15,13.164678728001409,,,,,,Feature,,,,,,,Category,,,Subject
854,,,,23408,20,14.273029421800635,,,,,,Feature,,,,,,,Category,,,Subject
855,,,,23398,30,14.503611127351359,,,,,,Feature,,,,,,,Category,,,Subject
856,,,,23388,40,0.7634364233978981,,,,,,Feature,,,,,,,Category,,,Subject
857,,,,23378,50,0.094842387761076,,,,,,Feature,,,,,,,Category,,,Subject
858,,,,23368,60,0.01843379464501037,,,,,,Feature,,,,,,,Category,,,Subject
859,,,,23358,70,0.01092821641726076,,,,,,Feature,,,,,,,Category,,,Subject
860,,,,23427,1,0.3099794641324154,,,,,,,Feature,,,,,,Category,,,Subject
861,,,,23423,5,1.5480201302244334,,,,,,,Feature,,,,,,Category,,,Subject
862,,,,23418,10,3.082116341586993,,,,,,,Feature,,,,,,Category,,,Subject
863,,,,23413,15,4.578441631803892,,,,,,,Feature,,,,,,Category,,,Subject
864,,,,23408,20,5.993294686905549,,,,,,,Feature,,,,,,Category,,,Subject
865,,,,23398,30,8.452395636806239,,,,,,,Feature,,,,,,Category,,,Subject
866,,,,23388,40,6.028901327860847,,,,,,,Feature,,,,,,Category,,,Subject
867,,,,23378,50,3.9471644621869224,,,,,,,Feature,,,,,,Category,,,Subject
868,,,,23368,60,2.573708866992371,,,,,,,Feature,,,,,,Category,,,Subject
869,,,,23358,70,2.1688451248364666,,,,,,,Feature,,,,,,Category,,,Subject
870,,,,23427,1,0.35905404503531657,,,,,,,,Feature,,,,,Category,,,Subject
871,,,,23423,5,1.7917895528667593,,,,,,,,Feature,,,,,Category,,,Subject
872,,,,23418,10,3.5660730371632017,,,,,,,,Feature,,,,,Category,,,Subject
873,,,,23413,15,5.284104929437417,,,,,,,,Feature,,,,,Category,,,Subject
874,,,,23408,20,6.887320175293445,,,,,,,,Feature,,,,,Category,,,Subject
875,,,,23398,30,9.604733540472473,,,,,,,,Feature,,,,,Category,,,Subject
876,,,,23388,40,6.2504068532465284,,,,,,,,Feature,,,,,Category,,,Subject
877,,,,23378,50,3.642682169709785,,,,,,,,Feature,,,,,Category,,,Subject
878,,,,23368,60,1.9973687116178631,,,,,,,,Feature,,,,,Category,,,Subject
879,,,,23358,70,1.5356544852236729,,,,,,,,Feature,,,,,Category,,,Subject
880,,,,23427,1,0.2861521163772142,,,,,,,,,Feature,,,,Category,,,Subject
881,,,,23423,5,1.4295662824738304,,,,,,,,,Feature,,,,Category,,,Subject
882,,,,23418,10,2.849844437750159,,,,,,,,,Feature,,,,Category,,,Subject
883,,,,23413,15,4.238820794868421,,,,,,,,,Feature,,,,Category,,,Subject
884,,,,23408,20,5.572501457108526,,,,,,,,,Feature,,,,Category,,,Subject
885,,,,23398,30,7.968425337158612,,,,,,,,,Feature,,,,Category,,,Subject
886,,,,23388,40,6.02163418677822,,,,,,,,,Feature,,,,Category,,,Subject
887,,,,23378,50,4.041347989976224,,,,,,,,,Feature,,,,Category,,,Subject
888,,,,23368,60,2.6497764487338245,,,,,,,,,Feature,,,,Category,,,Subject
889,,,,23358,70,2.249878063434101,,,,,,,,,Feature,,,,Category,,,Subject
890,,,,23427,1,0.2817824348630787,,,,,,,,,,Feature,,,Category,,,Subject
891,,,,23423,5,1.4069799452566698,,,,,,,,,,Feature,,,Category,,,Subject
892,,,,23418,10,2.8026057930179484,,,,,,,,,,Feature,,,Category,,,Subject
893,,,,23413,15,4.160728266320388,,,,,,,,,,Feature,,,Category,,,Subject
894,,,,23408,20,5.4665973050331065,,,,,,,,,,Feature,,,Category,,,Subject
895,,,,23398,30,7.837887986390358,,,,,,,,,,Feature,,,Category,,,Subject
896,,,,23388,40,6.015775043099525,,,,,,,,,,Feature,,,Category,,,Subject
897,,,,23378,50,4.1168306722855545,,,,,,,,,,Feature,,,Category,,,Subject
898,,,,23368,60,2.7925774300711534,,,,,,,,,,Feature,,,Category,,,Subject
899,,,,23358,70,2.38164787446733,,,,,,,,,,Feature,,,Category,,,Subject
900,,,,23427,1,0.49487796550783736,,,,,,,,,,,Feature,,Category,,,Subject
901,,,,23423,5,2.470855871576247,,,,,,,,,,,Feature,,Category,,,Subject
902,,,,23418,10,4.918685524176293,,,,,,,,,,,Feature,,Category,,,Subject
903,,,,23413,15,7.23544604990695,,,,,,,,,,,Feature,,Category,,,Subject
904,,,,23408,20,9.281887429137424,,,,,,,,,,,Feature,,Category,,,Subject
905,,,,23398,30,12.204198945270551,,,,,,,,,,,Feature,,Category,,,Subject
906,,,,23388,40,5.320955512905087,,,,,,,,,,,Feature,,Category,,,Subject
907,,,,23378,50,2.017391747602438,,,,,,,,,,,Feature,,Category,,,Subject
908,,,,23368,60,0.761744220096999,,,,,,,,,,,Feature,,Category,,,Subject
909,,,,23358,70,0.5152855846369578,,,,,,,,,,,Feature,,Category,,,Subject
910,,,,23427,1,0.9791948839286788,,,,,,,,,,,,Feature,Category,,,Subject
911,,,,23423,5,4.8448813041508965,,,,,,,,,,,,Feature,Category,,,Subject
912,,,,23418,10,9.6241779548679,,,,,,,,,,,,Feature,Category,,,Subject
913,,,,23413,15,13.42670052363432,,,,,,,,,,,,Feature,Category,,,Subject
914,,,,23408,20,14.355580080763184,,,,,,,,,,,,Feature,Category,,,Subject
915,,,,23398,30,14.504987153802924,,,,,,,,,,,,Feature,Category,,,Subject
916,,,,23388,40,0.6098661728101231,,,,,,,,,,,,Feature,Category,,,Subject
917,,,,23378,50,0.08256352507544251,,,,,,,,,,,,Feature,Category,,,Subject
918,,,,23368,60,0.017068394473836103,,,,,,,,,,,,Feature,Category,,,Subject
919,,,,23358,70,0.010245222731867605,,,,,,,,,,,,Feature,Category,,,Subject
