,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,captain,delvile,doctor,dr lyster,gentleman,lady honoria,miss beverley,miss larolles,morrice,mr arnott,mr briggs,mr delvile,mr harrel,mr hobson,mr monckton,mrs belfield,mrs charlton,mrs delvile,mrs harrel,servant,sir robert,son
4939,,,,62413,70,0.05131026518859416,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,
4940,,,,62482,1,0.5643907981184082,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4941,,,,62478,5,2.818383342728056,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4942,,,,62473,10,5.62168695687271,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4943,,,,62468,15,8.31350182112721,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4944,,,,62463,20,10.672273786247766,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4945,,,,62453,30,13.828421648146415,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4946,,,,62443,40,4.704130567132118,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4947,,,,62433,50,1.5233579294939574,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4948,,,,62423,60,0.5678991337187723,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4949,,,,62413,70,0.3917279882211507,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,
4950,,,,62482,1,0.13211509205904673,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4951,,,,62478,5,0.606782529207992,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4952,,,,62473,10,1.1663267064919463,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4953,,,,62468,15,1.6939638399612853,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4954,,,,62463,20,2.1959808956622173,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4955,,,,62453,30,3.1477118835791718,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4956,,,,62443,40,3.1017940503849437,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4957,,,,62433,50,2.998980502068327,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4958,,,,62423,60,2.8752569078993964,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4959,,,,62413,70,2.8168520368508405,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4960,,,,62482,1,0.47272857661385675,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4961,,,,62478,5,2.355262232902907,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4962,,,,62473,10,4.691131361945924,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4963,,,,62468,15,6.943478502078013,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4964,,,,62463,20,8.982158228884181,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4965,,,,62453,30,12.134476277915757,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4966,,,,62443,40,5.823477710545705,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4967,,,,62433,50,2.63339172456683,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4968,,,,62423,60,1.2037716763951933,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4969,,,,62413,70,0.8838798230450579,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4970,,,,62482,1,0.9999822433977037,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4971,,,,62478,5,4.996230323172104,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4972,,,,62473,10,9.97585421383916,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4973,,,,62468,15,14.542466912581778,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4974,,,,62463,20,15.867425333102302,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4975,,,,62453,30,15.930483254503248,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4976,,,,62443,40,0.07705297150986981,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4977,,,,62433,50,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4978,,,,62423,60,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4979,,,,62413,70,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4980,,,,62482,1,0.6291108735412358,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4981,,,,62478,5,3.144978258940547,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4982,,,,62473,10,6.278320226536322,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4983,,,,62468,15,9.28870164480445,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4984,,,,62463,20,11.86615882684536,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4985,,,,62453,30,14.829872997695798,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4986,,,,62443,40,3.708244320389993,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4987,,,,62433,50,0.8460235160149642,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4988,,,,62423,60,0.19478418934269504,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4989,,,,62413,70,0.11016288764128211,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4990,,,,62482,1,0.5388619958576919,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4991,,,,62478,5,2.691365667760012,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4992,,,,62473,10,5.367458860201819,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4993,,,,62468,15,7.947767028592093,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4994,,,,62463,20,10.242949428234922,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4995,,,,62453,30,13.438428710001157,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4996,,,,62443,40,5.060128212940733,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4997,,,,62433,50,1.7596265406462384,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4998,,,,62423,60,0.6217032173196527,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
4999,,,,62413,70,0.39971083129918744,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5000,,,,62482,1,0.5643907981184082,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5001,,,,62478,5,2.818383342728056,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5002,,,,62473,10,5.62168695687271,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5003,,,,62468,15,8.31350182112721,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5004,,,,62463,20,10.672273786247766,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5005,,,,62453,30,13.828421648146415,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5006,,,,62443,40,4.704130567132118,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5007,,,,62433,50,1.5233579294939574,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5008,,,,62423,60,0.5678991337187723,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5009,,,,62413,70,0.3917279882211507,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5010,,,,62482,1,0.5388619958576919,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5011,,,,62478,5,2.691365667760012,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5012,,,,62473,10,5.367458860201819,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5013,,,,62468,15,7.947767028592093,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5014,,,,62463,20,10.242949428234922,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5015,,,,62453,30,13.438428710001157,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5016,,,,62443,40,5.060128212940733,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5017,,,,62433,50,1.7596265406462384,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5018,,,,62423,60,0.6217032173196527,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5019,,,,62413,70,0.39971083129918744,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5020,,,,62482,1,0.536729824881695,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5021,,,,62478,5,2.6813332686775877,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5022,,,,62473,10,5.350883220792816,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5023,,,,62468,15,7.934601651541873,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5024,,,,62463,20,10.260811597906047,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5025,,,,62453,30,13.547407991285581,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5026,,,,62443,40,0.0,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5027,,,,62433,50,0.0,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5028,,,,62423,60,0.0,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5029,,,,62413,70,0.403665616116069,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5030,,,,62482,1,0.5367752691055762,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5031,,,,62478,5,2.6815605253605996,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5032,,,,62473,10,5.351340392251471,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5033,,,,62468,15,7.935203595832747,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5034,,,,62463,20,10.261238581153302,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5035,,,,62453,30,13.547440015367691,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5036,,,,62443,40,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5037,,,,62433,50,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5038,,,,62423,60,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5039,,,,62413,70,0.403665616116069,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5040,,,,62482,1,0.6726775544676336,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5041,,,,62478,5,3.362614037302807,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5042,,,,62473,10,6.71223936071588,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5043,,,,62468,15,9.912828622602698,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5044,,,,62463,20,12.548870977985072,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5045,,,,62453,30,15.248537639568099,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5046,,,,62443,40,3.1227097710095224,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5047,,,,62433,50,0.5415927368268113,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5048,,,,62423,60,0.09181967284373033,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5049,,,,62413,70,0.03979933340860106,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5050,,,,62482,1,0.536729824881695,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5051,,,,62478,5,2.6813332686775877,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5052,,,,62473,10,5.350883220792816,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5053,,,,62468,15,7.934601651541873,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5054,,,,62463,20,10.260811597906047,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5055,,,,62453,30,13.547407991285581,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5056,,,,62443,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5057,,,,62433,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5058,,,,62423,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5059,,,,62413,70,0.403665616116069,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,
5060,,Category,Feature,62482,1,0.13211509205904673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5061,,Category,Feature,62478,5,0.606782529207992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5062,,Category,Feature,62473,10,1.1663267064919463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5063,,Category,Feature,62468,15,1.6939638399612853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5064,,Category,Feature,62463,20,2.1959808956622173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5065,,Category,Feature,62453,30,3.1477118835791718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5066,,Category,Feature,62443,40,3.1017940503849437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5067,,Category,Feature,62433,50,2.998980502068327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5068,,Category,Feature,62423,60,2.8752569078993964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5069,,Category,Feature,62413,70,2.8168520368508405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5070,,,,62482,1,0.020388072747498345,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5071,,,,62478,5,0.07518732273249353,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5072,,,,62473,10,0.12595993277614503,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5073,,,,62468,15,0.16642307365188896,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5074,,,,62463,20,0.19909502258112236,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5075,,,,62453,30,0.2554256520386807,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5076,,,,62443,40,0.2392502030585394,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5077,,,,62433,50,0.24077655189484753,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5078,,,,62423,60,0.24697584488593655,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5079,,,,62413,70,0.24837867403933428,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5080,,,,62482,1,0.47272857661385675,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5081,,,,62478,5,2.355262232902907,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5082,,,,62473,10,4.691131361945924,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5083,,,,62468,15,6.943478502078013,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5084,,,,62463,20,8.982158228884181,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5085,,,,62453,30,12.134476277915757,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5086,,,,62443,40,5.823477710545705,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5087,,,,62433,50,2.63339172456683,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5088,,,,62423,60,1.2037716763951933,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5089,,,,62413,70,0.8838798230450579,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5090,,,,62482,1,0.001204495873479195,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5091,,,,62478,5,0.006022735570183213,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5092,,,,62473,10,0.011558545551660913,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5093,,,,62468,15,0.016764093877674684,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5094,,,,62463,20,0.021946909883933646,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5095,,,,62453,30,0.03214015331581708,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5096,,,,62443,40,0.037243127310042125,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5097,,,,62433,50,0.03878067718245736,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5098,,,,62423,60,0.0395890208040717,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5099,,,,62413,70,0.039949258814688,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5100,,,,62482,1,0.6726775544676336,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5101,,,,62478,5,3.362614037302807,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5102,,,,62473,10,6.71223936071588,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5103,,,,62468,15,9.912828622602698,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5104,,,,62463,20,12.548870977985072,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5105,,,,62453,30,15.248537639568099,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5106,,,,62443,40,3.1227097710095224,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5107,,,,62433,50,0.5415927368268113,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5108,,,,62423,60,0.09181967284373033,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5109,,,,62413,70,0.03979933340860106,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5110,,,,62482,1,0.002449620431133405,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5111,,,,62478,5,0.012001756446278669,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5112,,,,62473,10,0.023108263653857455,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5113,,,,62468,15,0.03337927060637339,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5114,,,,62463,20,0.043601536566236554,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5115,,,,62453,30,0.06385799926858313,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5116,,,,62443,40,0.07509351676462214,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5117,,,,62433,50,0.08361449430058977,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5118,,,,62423,60,0.09136340449505745,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5119,,,,62413,70,0.09490661789270309,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5120,,,,62482,1,0.5388619958576919,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5121,,,,62478,5,2.691365667760012,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5122,,,,62473,10,5.367458860201819,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5123,,,,62468,15,7.947767028592093,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5124,,,,62463,20,10.242949428234922,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5125,,,,62453,30,13.438428710001157,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5126,,,,62443,40,5.060128212940733,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5127,,,,62433,50,1.7596265406462384,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5128,,,,62423,60,0.6217032173196527,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5129,,,,62413,70,0.39971083129918744,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5130,,,,62482,1,0.3542443004596476,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5131,,,,62478,5,1.764532781337044,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5132,,,,62473,10,3.515041708751932,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5133,,,,62468,15,5.219879239095179,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5134,,,,62463,20,6.8323611281229155,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5135,,,,62453,30,9.635398174726951,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5136,,,,62443,40,6.296641211655555,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5137,,,,62433,50,3.772425847615191,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5138,,,,62423,60,2.294187347947367,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5139,,,,62413,70,1.8850266188396732,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5140,,,,62482,1,0.0077151551264841405,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5141,,,,62478,5,0.03037778584618484,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5142,,,,62473,10,0.05104734145066378,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5143,,,,62468,15,0.06611485705253331,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5144,,,,62463,20,0.07757784510335373,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5145,,,,62453,30,0.09522482838633085,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5146,,,,62443,40,0.08677013556320017,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5147,,,,62433,50,0.08667046429846866,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5148,,,,62423,60,0.09103791023182076,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5149,,,,62413,70,0.09342636012021895,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5150,,,,62482,1,0.6726775544676336,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5151,,,,62478,5,3.362614037302807,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5152,,,,62473,10,6.71223936071588,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5153,,,,62468,15,9.912828622602698,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5154,,,,62463,20,12.548870977985072,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5155,,,,62453,30,15.248537639568099,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
5156,,,,62443,40,3.1227097710095224,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
