,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,abbot,ambrosio,brother,elvira,grave,lorenzo,marquis,monk,nuns,raymond,segnor,theodore
1603,,,,26015,15,9.506159525582333,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,,,
1604,,,,26010,20,11.755720315881407,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,,,
1605,,,,26000,30,13.933754988211692,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,,,
1606,,,,25990,40,3.421108751168564,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,,,
1607,,,,25980,50,0.8145494072035255,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,,,
1608,,,,25970,60,0.24207898849532974,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,,,
1609,,,,25960,70,0.1456545655449843,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,,,
1610,,Category,Feature,26029,1,0.018355841093509687,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1611,,Category,Feature,26025,5,0.07236431503195691,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1612,,Category,Feature,26020,10,0.12859635846769188,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1613,,Category,Feature,26015,15,0.16413316901296257,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1614,,Category,Feature,26010,20,0.18998958569008628,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1615,,Category,Feature,26000,30,0.22841285495728061,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1616,,Category,Feature,25990,40,0.18895552671679994,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1617,,Category,Feature,25980,50,0.18192571719700404,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1618,,Category,Feature,25970,60,0.18548547347733668,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1619,,Category,Feature,25960,70,0.18851344917432075,,,,,,,,,,,,,,,,,,,,Subject,,,,,,
1620,,,,26029,1,0.03135479177277455,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1621,,,,26025,5,0.1529634307287891,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1622,,,,26020,10,0.2993469561251542,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1623,,,,26015,15,0.43714849603203504,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1624,,,,26010,20,0.5685028334921817,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1625,,,,26000,30,0.8132156080389328,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1626,,,,25990,40,0.8688573874894183,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1627,,,,25980,50,0.8845032770134555,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1628,,,,25970,60,0.905722517653348,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1629,,,,25960,70,0.9165426061043451,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,
1630,,,,26029,1,0.39121177908800264,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1631,,,,26025,5,1.947370042569898,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1632,,,,26020,10,3.866455314866478,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1633,,,,26015,15,5.694436423966117,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1634,,,,26010,20,7.345694556557821,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1635,,,,26000,30,9.986898351771345,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1636,,,,25990,40,5.944768220323258,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1637,,,,25980,50,3.3411634322057804,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1638,,,,25970,60,1.8915031660264296,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1639,,,,25960,70,1.5247177407787267,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,
1640,,,,26029,1,0.782029918131247,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1641,,,,26025,5,3.9084498873484583,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1642,,,,26020,10,7.786205612888672,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1643,,,,26015,15,11.241689298374391,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1644,,,,26010,20,13.438351526962563,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1645,,,,26000,30,14.590750668261933,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1646,,,,25990,40,0.0,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1647,,,,25980,50,0.0,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1648,,,,25970,60,0.0,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1649,,,,25960,70,0.0024817544916069336,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1650,,,,26029,1,0.00905762403888241,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1651,,,,26025,5,0.04528569523047799,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1652,,,,26020,10,0.0892986163995743,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1653,,,,26015,15,0.13273700621559215,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1654,,,,26010,20,0.17613529758097501,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1655,,,,26000,30,0.2629234418346993,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1656,,,,25990,40,0.3203997597229951,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1657,,,,25980,50,0.35513424034992075,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1658,,,,25970,60,0.3811862024308704,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1659,,,,25960,70,0.39085421887717836,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1660,,,,26029,1,0.005774435681553666,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1661,,,,26025,5,0.02766134477837196,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1662,,,,26020,10,0.0537504550200661,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1663,,,,26015,15,0.07685759188064761,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1664,,,,26010,20,0.09667968360930518,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1665,,,,26000,30,0.13367451236288794,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1666,,,,25990,40,0.1474386415408849,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1667,,,,25980,50,0.14764050590088593,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1668,,,,25970,60,0.1471578975535037,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1669,,,,25960,70,0.14630804274752263,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1670,,,,26029,1,0.003117768300115271,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1671,,,,26025,5,0.015590214684759131,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1672,,,,26020,10,0.031183861413888254,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1673,,,,26015,15,0.046780938653118116,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1674,,,,26010,20,0.06238144485748812,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1675,,,,26000,30,0.09327355887811542,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1676,,,,25990,40,0.11337015711063941,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1677,,,,25980,50,0.12786220956919178,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1678,,,,25970,60,0.13808696720040733,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1679,,,,25960,70,0.14169780711453459,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1680,,,,26029,1,0.04448984968271467,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1681,,,,26025,5,0.1853125876969139,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1682,,,,26020,10,0.3252915177315546,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1683,,,,26015,15,0.44251279303036645,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1684,,,,26010,20,0.5459471556127746,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1685,,,,26000,30,0.7150951999822356,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1686,,,,25990,40,0.6711765709742737,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1687,,,,25980,50,0.6543634130407462,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1688,,,,25970,60,0.6587634612409278,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1689,,,,25960,70,0.6632827858347525,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1690,,,,26029,1,0.007444056278348837,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1691,,,,26025,5,0.03498258454144417,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1692,,,,26020,10,0.06606465540171068,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1693,,,,26015,15,0.09483530493547226,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1694,,,,26010,20,0.12036600999656287,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1695,,,,26000,30,0.16319151950049418,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1696,,,,25990,40,0.1747422735249573,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1697,,,,25980,50,0.18146398937401595,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1698,,,,25970,60,0.19307602642218083,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1699,,,,25960,70,0.19688411265073924,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1700,,,,26029,1,0.6593780178291556,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1701,,,,26025,5,3.288576512276914,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1702,,,,26020,10,6.543232421802835,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1703,,,,26015,15,9.506159525582333,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1704,,,,26010,20,11.755720315881407,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1705,,,,26000,30,13.933754988211692,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1706,,,,25990,40,3.421108751168564,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1707,,,,25980,50,0.8145494072035255,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1708,,,,25970,60,0.24207898849532974,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1709,,,,25960,70,0.1456545655449843,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1710,,,,26029,1,0.1417467409914701,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1711,,,,26025,5,0.6461404009246079,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1712,,,,26020,10,1.2417628565621321,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1713,,,,26015,15,1.7964181213940205,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1714,,,,26010,20,2.3217462338382235,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1715,,,,26000,30,3.296682435637406,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1716,,,,25990,40,3.2187857924365364,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1717,,,,25980,50,3.0684329743724184,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1718,,,,25970,60,2.9285131692456057,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1719,,,,25960,70,2.8796743798566724,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1720,,,,26029,1,0.7111340001952682,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1721,,,,26025,5,3.5525482412505793,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1722,,,,26020,10,7.076807828982234,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1723,,,,26015,15,10.294199505615461,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1724,,,,26010,20,12.603496334149126,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1725,,,,26000,30,14.383994910407628,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1726,,,,25990,40,2.487598879631397,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1727,,,,25980,50,0.37401492790475,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1728,,,,25970,60,0.07131175438957503,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1729,,,,25960,70,0.038463342292575364,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1730,,,,26029,1,0.5629157458826742,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1731,,,,26025,5,2.803321141382238,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1732,,,,26020,10,5.5739533883372445,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1733,,,,26015,15,8.132509821034766,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1734,,,,26010,20,10.243362952860354,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1735,,,,26000,30,12.92251426170873,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1736,,,,25990,40,4.633980045023282,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1737,,,,25980,50,1.5213180897120127,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1738,,,,25970,60,0.5300201474922225,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1739,,,,25960,70,0.3627187494878298,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1740,,,,26029,1,0.6581501652817738,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1741,,,,26025,5,3.2878835560976274,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1742,,,,26020,10,6.547470374382873,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1743,,,,26015,15,9.571205046501333,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1744,,,,26010,20,11.944944749662204,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1745,,,,26000,30,14.165969222033278,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1746,,,,25990,40,3.1372328443604682,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1747,,,,25980,50,0.5912809695557579,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1748,,,,25970,60,0.11408517568750462,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1749,,,,25960,70,0.06265380030254562,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,,,
1750,,,,26029,1,0.007444056278348837,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1751,,,,26025,5,0.034817995918959926,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1752,,,,26020,10,0.06415945543504421,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1753,,,,26015,15,0.08942475032474764,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1754,,,,26010,20,0.11238285443654497,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1755,,,,26000,30,0.15515695618774233,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1756,,,,25990,40,0.1619441197803184,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1757,,,,25980,50,0.16619455840874878,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1758,,,,25970,60,0.17210055219733575,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1759,,,,25960,70,0.17380138636770817,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,
1760,,,,26029,1,0.9929397734274997,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1761,,,,26025,5,4.959238876670572,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1762,,,,26020,10,9.886692682576319,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1763,,,,26015,15,13.891549368534076,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1764,,,,26010,20,14.634232476440175,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1765,,,,26000,30,14.666147079724022,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1766,,,,25990,40,0.030367185742200747,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1767,,,,25980,50,0.0,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1768,,,,25970,60,0.0,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1769,,,,25960,70,0.0,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,
1770,,,,26029,1,0.6030351257038793,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1771,,,,26025,5,3.010356696420331,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1772,,,,26020,10,5.9850721022680995,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1773,,,,26015,15,8.748009660090597,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1774,,,,26010,20,10.970544574746315,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1775,,,,26000,30,13.50594729729455,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1776,,,,25990,40,0.0,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1777,,,,25980,50,0.0,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1778,,,,25970,60,0.0,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1779,,,,25960,70,0.21918320740128192,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,
1780,,,,26029,1,0.6593780178291556,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1781,,,,26025,5,3.288576512276914,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1782,,,,26020,10,6.543232421802835,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1783,,,,26015,15,9.506159525582333,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1784,,,,26010,20,11.755720315881407,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1785,,,,26000,30,13.933754988211692,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1786,,,,25990,40,3.421108751168564,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1787,,,,25980,50,0.8145494072035255,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1788,,,,25970,60,0.24207898849532974,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1789,,,,25960,70,0.1456545655449843,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,
1790,,,,26029,1,0.025519381052001407,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1791,,,,26025,5,0.09470452047748633,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1792,,,,26020,10,0.15260669539713104,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1793,,,,26015,15,0.1863979906521891,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1794,,,,26010,20,0.21196249803972844,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1795,,,,26000,30,0.24578704160573553,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1796,,,,25990,40,0.1987450501949249,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1797,,,,25980,50,0.19662247644871175,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1798,,,,25970,60,0.2084333359640103,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1799,,,,25960,70,0.21309900492197006,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,
1800,,,,26029,1,0.007444056278348837,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1801,,,,26025,5,0.03329427121410968,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1802,,,,26020,10,0.06231760248380151,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1803,,,,26015,15,0.08891625823397505,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1804,,,,26010,20,0.11216363047093326,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1805,,,,26000,30,0.15448917291498296,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1806,,,,25990,40,0.16709043750669778,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1807,,,,25980,50,0.16647275105942225,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1808,,,,25970,60,0.16640858880047932,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1809,,,,25960,70,0.16605843827731678,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,
1810,,,,26029,1,0.39121177908800264,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1811,,,,26025,5,1.947370042569898,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1812,,,,26020,10,3.866455314866478,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1813,,,,26015,15,5.694436423966117,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1814,,,,26010,20,7.345694556557821,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1815,,,,26000,30,9.986898351771345,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1816,,,,25990,40,5.944768220323258,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1817,,,,25980,50,3.3411634322057804,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1818,,,,25970,60,1.8915031660264296,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1819,,,,25960,70,1.5247177407787267,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,
1820,,,,26029,1,0.7111340001952682,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1821,,,,26025,5,3.5525482412505793,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1822,,,,26020,10,7.076807828982234,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1823,,,,26015,15,10.294199505615461,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1824,,,,26010,20,12.603496334149126,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1825,,,,26000,30,14.383994910407628,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1826,,,,25990,40,2.487598879631397,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1827,,,,25980,50,0.37401492790475,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1828,,,,25970,60,0.07131175438957503,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1829,,,,25960,70,0.038463342292575364,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,
1830,,,,26029,1,0.603229744877825,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1831,,,,26025,5,3.0112924045781493,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1832,,,,26020,10,5.986917204062804,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1833,,,,26015,15,8.750841118658265,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1834,,,,26010,20,10.97360342105696,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1835,,,,26000,30,13.507514530629694,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1836,,,,25990,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1837,,,,25980,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1838,,,,25970,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1839,,,,25960,70,0.21918320740128192,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,
1840,,Category,Feature,26029,1,0.1417467409914701,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1841,,Category,Feature,26025,5,0.6461404009246079,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1842,,Category,Feature,26020,10,1.2417628565621321,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1843,,Category,Feature,26015,15,1.7964181213940205,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1844,,Category,Feature,26010,20,2.3217462338382235,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1845,,Category,Feature,26000,30,3.296682435637406,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1846,,Category,Feature,25990,40,3.2187857924365364,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1847,,Category,Feature,25980,50,3.0684329743724184,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1848,,Category,Feature,25970,60,2.9285131692456057,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1849,,Category,Feature,25960,70,2.8796743798566724,,,,,,,,,,,,,,,,,,,,,Subject,,,,,
1850,,,,26029,1,0.6199996521999708,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1851,,,,26025,5,3.0936063918660826,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1852,,,,26020,10,6.152918796873376,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1853,,,,26015,15,8.977191408497855,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1854,,,,26010,20,11.198707565639417,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1855,,,,26000,30,13.602546942668546,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1856,,,,25990,40,3.884616636680275,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1857,,,,25980,50,0.9881430464395836,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1858,,,,25970,60,0.3256320637717435,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1859,,,,25960,70,0.2311591232245416,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,
1860,,,,26029,1,0.6199996521999708,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1861,,,,26025,5,3.0936063918660826,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
