,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,abbot,ambrosio,brother,elvira,grave,lorenzo,marquis,monk,nuns,raymond,segnor,theodore
1862,,,,26020,10,6.152918796873376,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1863,,,,26015,15,8.977191408497855,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1864,,,,26010,20,11.198707565639417,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1865,,,,26000,30,13.602546942668546,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1866,,,,25990,40,3.884616636680275,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1867,,,,25980,50,0.9881430464395836,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1868,,,,25970,60,0.3256320637717435,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1869,,,,25960,70,0.2311591232245416,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,
1870,,,,26029,1,0.6581501652817738,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1871,,,,26025,5,3.2878835560976274,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1872,,,,26020,10,6.547470374382873,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1873,,,,26015,15,9.571205046501333,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1874,,,,26010,20,11.944944749662204,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1875,,,,26000,30,14.165969222033278,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1876,,,,25990,40,3.1372328443604682,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1877,,,,25980,50,0.5912809695557579,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1878,,,,25970,60,0.11408517568750462,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1879,,,,25960,70,0.06265380030254562,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,
1880,,,,26029,1,0.45968341254742456,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1881,,,,26025,5,2.297232242058669,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1882,,,,26020,10,4.579015966406044,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1883,,,,26015,15,6.779563701191217,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1884,,,,26010,20,8.780417616238129,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1885,,,,26000,30,11.858528971345654,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1886,,,,25990,40,5.558032930275123,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1887,,,,25980,50,2.133990121860169,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1888,,,,25970,60,0.8967026372196326,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1889,,,,25960,70,0.6477239993860784,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,
1890,,,,26029,1,0.00825701564951124,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1891,,,,26025,5,0.03768254474237763,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1892,,,,26020,10,0.07024709491570577,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1893,,,,26015,15,0.09868014371264903,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1894,,,,26010,20,0.12384196327203195,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1895,,,,26000,30,0.1707372746561663,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1896,,,,25990,40,0.18259896208306442,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1897,,,,25980,50,0.18576890364449897,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1898,,,,25970,60,0.18951921682393602,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1899,,,,25960,70,0.19151400849086125,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,
1900,,,,26029,1,0.782029918131247,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1901,,,,26025,5,3.9084498873484583,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1902,,,,26020,10,7.786205612888672,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1903,,,,26015,15,11.241689298374391,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1904,,,,26010,20,13.438351526962563,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1905,,,,26000,30,14.590750668261933,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1906,,,,25990,40,0.0,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1907,,,,25980,50,0.0,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1908,,,,25970,60,0.0,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1909,,,,25960,70,0.0024817544916069336,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,
1910,,,,26029,1,0.012536037786932222,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1911,,,,26025,5,0.06004758634336456,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1912,,,,26020,10,0.11415318271792925,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1913,,,,26015,15,0.16116019112320368,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1914,,,,26010,20,0.20543034510464633,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1915,,,,26000,30,0.2843672064505688,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1916,,,,25990,40,0.3054161175340005,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1917,,,,25980,50,0.31770116544347987,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1918,,,,25970,60,0.33652841895233515,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1919,,,,25960,70,0.34402038823090403,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,
1920,,,,26029,1,0.5340383328234042,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1921,,,,26025,5,2.659844860929232,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1922,,,,26020,10,5.288449490318673,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1923,,,,26015,15,7.733473332014474,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1924,,,,26010,20,9.779396821054204,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1925,,,,26000,30,12.469039575983448,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1926,,,,25990,40,4.990919034196107,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1927,,,,25980,50,1.9679686469850868,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1928,,,,25970,60,0.8688664871322572,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1929,,,,25960,70,0.6431026170261829,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1930,,,,26029,1,0.03135479177277455,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1931,,,,26025,5,0.1529634307287891,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1932,,,,26020,10,0.2993469561251542,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1933,,,,26015,15,0.43714849603203504,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1934,,,,26010,20,0.5685028334921817,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1935,,,,26000,30,0.8132156080389328,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1936,,,,25990,40,0.8688573874894183,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1937,,,,25980,50,0.8845032770134555,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1938,,,,25970,60,0.905722517653348,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1939,,,,25960,70,0.9165426061043451,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1940,,,,26029,1,0.603132443765928,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1941,,,,26025,5,3.0108412062039944,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1942,,,,26020,10,5.986023739886288,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1943,,,,26015,15,8.749503791399835,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1944,,,,26010,20,10.972332938787574,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1945,,,,26000,30,13.505721984776445,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1946,,,,25990,40,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1947,,,,25980,50,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1948,,,,25970,60,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1949,,,,25960,70,0.21918320740128192,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1950,,,,26029,1,0.005346294471439889,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1951,,,,26025,5,0.024675201445670224,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1952,,,,26020,10,0.045920892850377724,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1953,,,,26015,15,0.06634320276135916,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1954,,,,26010,20,0.08585193788419211,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1955,,,,26000,30,0.12167774511669929,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1956,,,,25990,40,0.14070620411753473,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1957,,,,25980,50,0.1513198216050867,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1958,,,,25970,60,0.16260802048004533,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1959,,,,25960,70,0.16691032407091802,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1960,,,,26029,1,0.7111340001952682,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1961,,,,26025,5,3.5525482412505793,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1962,,,,26020,10,7.076807828982234,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1963,,,,26015,15,10.294199505615461,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1964,,,,26010,20,12.603496334149126,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1965,,,,26000,30,14.383994910407628,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1966,,,,25990,40,2.487598879631397,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1967,,,,25980,50,0.37401492790475,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1968,,,,25970,60,0.07131175438957503,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1969,,,,25960,70,0.038463342292575364,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1970,,,,26029,1,0.6581501652817738,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1971,,,,26025,5,3.2878835560976274,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1972,,,,26020,10,6.547470374382873,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1973,,,,26015,15,9.571205046501333,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1974,,,,26010,20,11.944944749662204,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1975,,,,26000,30,14.165969222033278,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1976,,,,25990,40,3.1372328443604682,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1977,,,,25980,50,0.5912809695557579,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1978,,,,25970,60,0.11408517568750462,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1979,,,,25960,70,0.06265380030254562,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,
1980,,,,26029,1,0.025519381052001407,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1981,,,,26025,5,0.09470452047748633,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1982,,,,26020,10,0.15260669539713104,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1983,,,,26015,15,0.1863979906521891,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1984,,,,26010,20,0.21196249803972844,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1985,,,,26000,30,0.24578704160573553,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1986,,,,25990,40,0.1987450501949249,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1987,,,,25980,50,0.19662247644871175,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1988,,,,25970,60,0.2084333359640103,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1989,,,,25960,70,0.21309900492197006,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,
1990,,,,26029,1,0.603229744877825,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1991,,,,26025,5,3.0112924045781493,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1992,,,,26020,10,5.986917204062804,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1993,,,,26015,15,8.750841118658265,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1994,,,,26010,20,10.97360342105696,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1995,,,,26000,30,13.507514530629694,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1996,,,,25990,40,0.0,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1997,,,,25980,50,0.0,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1998,,,,25970,60,0.0,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
1999,,,,25960,70,0.21918320740128192,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,
2000,,,,26029,1,0.7111340001952682,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2001,,,,26025,5,3.5525482412505793,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2002,,,,26020,10,7.076807828982234,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2003,,,,26015,15,10.294199505615461,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2004,,,,26010,20,12.603496334149126,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2005,,,,26000,30,14.383994910407628,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2006,,,,25990,40,2.487598879631397,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2007,,,,25980,50,0.37401492790475,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2008,,,,25970,60,0.07131175438957503,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2009,,,,25960,70,0.038463342292575364,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,
2010,,,,26029,1,0.6593780178291556,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2011,,,,26025,5,3.288576512276914,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2012,,,,26020,10,6.543232421802835,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2013,,,,26015,15,9.506159525582333,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2014,,,,26010,20,11.755720315881407,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2015,,,,26000,30,13.933754988211692,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2016,,,,25990,40,3.421108751168564,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2017,,,,25980,50,0.8145494072035255,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2018,,,,25970,60,0.24207898849532974,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2019,,,,25960,70,0.1456545655449843,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,
2020,,,,26029,1,0.00905762403888241,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2021,,,,26025,5,0.04528569523047799,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2022,,,,26020,10,0.0892986163995743,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2023,,,,26015,15,0.13273700621559215,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2024,,,,26010,20,0.17613529758097501,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2025,,,,26000,30,0.2629234418346993,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2026,,,,25990,40,0.3203997597229951,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2027,,,,25980,50,0.35513424034992075,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2028,,,,25970,60,0.3811862024308704,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2029,,,,25960,70,0.39085421887717836,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,
2030,,,,26029,1,0.007444056278348837,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2031,,,,26025,5,0.03329427121410968,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2032,,,,26020,10,0.06231760248380151,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2033,,,,26015,15,0.08891625823397505,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2034,,,,26010,20,0.11216363047093326,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2035,,,,26000,30,0.15448917291498296,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2036,,,,25990,40,0.16709043750669778,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2037,,,,25980,50,0.16647275105942225,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2038,,,,25970,60,0.16640858880047932,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2039,,,,25960,70,0.16605843827731678,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,
2040,,,,26029,1,0.6030351257038793,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2041,,,,26025,5,3.010356696420331,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2042,,,,26020,10,5.9850721022680995,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2043,,,,26015,15,8.748009660090597,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2044,,,,26010,20,10.970544574746315,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2045,,,,26000,30,13.50594729729455,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2046,,,,25990,40,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2047,,,,25980,50,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2048,,,,25970,60,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2049,,,,25960,70,0.21918320740128192,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,
2050,,,,26029,1,0.7818973951522894,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2051,,,,26025,5,3.9077942290433167,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2052,,,,26020,10,7.78506871749045,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2053,,,,26015,15,11.240202050272668,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2054,,,,26010,20,13.438491299051122,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2055,,,,26000,30,14.590750668261933,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2056,,,,25990,40,0.0,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2057,,,,25980,50,0.0,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2058,,,,25970,60,0.0,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2059,,,,25960,70,0.0024817544916069336,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,
2060,,,,26029,1,0.6581501652817738,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2061,,,,26025,5,3.2878835560976274,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2062,,,,26020,10,6.547470374382873,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2063,,,,26015,15,9.571205046501333,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2064,,,,26010,20,11.944944749662204,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2065,,,,26000,30,14.165969222033278,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2066,,,,25990,40,3.1372328443604682,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2067,,,,25980,50,0.5912809695557579,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2068,,,,25970,60,0.11408517568750462,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2069,,,,25960,70,0.06265380030254562,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,
2070,,Category,Feature,26029,1,0.012536037786932222,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2071,,Category,Feature,26025,5,0.06004758634336456,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2072,,Category,Feature,26020,10,0.11415318271792925,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2073,,Category,Feature,26015,15,0.16116019112320368,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2074,,Category,Feature,26010,20,0.20543034510464633,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2075,,Category,Feature,26000,30,0.2843672064505688,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2076,,Category,Feature,25990,40,0.3054161175340005,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2077,,Category,Feature,25980,50,0.31770116544347987,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2078,,Category,Feature,25970,60,0.33652841895233515,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2079,,Category,Feature,25960,70,0.34402038823090403,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
2080,,,,26029,1,0.015130268165662385,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2081,,,,26025,5,0.07086936849542526,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2082,,,,26020,10,0.13403533550441984,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2083,,,,26015,15,0.19365811164622534,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2084,,,,26010,20,0.2508287300566462,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2085,,,,26000,30,0.35772989030938424,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2086,,,,25990,40,0.3919581136235154,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2087,,,,25980,50,0.408311176536463,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2088,,,,25970,60,0.42786871219556927,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2089,,,,25960,70,0.43779275815254337,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,
2090,,,,26029,1,0.6593780178291556,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2091,,,,26025,5,3.288576512276914,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2092,,,,26020,10,6.543232421802835,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2093,,,,26015,15,9.506159525582333,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2094,,,,26010,20,11.755720315881407,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2095,,,,26000,30,13.933754988211692,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2096,,,,25990,40,3.421108751168564,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2097,,,,25980,50,0.8145494072035255,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2098,,,,25970,60,0.24207898849532974,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2099,,,,25960,70,0.1456545655449843,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,
2100,,,,26029,1,0.006617195459688244,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2101,,,,26025,5,0.0328668075379445,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2102,,,,26020,10,0.06369975657540097,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2103,,,,26015,15,0.09326497303353472,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2104,,,,26010,20,0.12272557280066415,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2105,,,,26000,30,0.18063279996623954,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2106,,,,25990,40,0.21474815783863183,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2107,,,,25980,50,0.23508141577550848,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2108,,,,25970,60,0.25256700188899794,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2109,,,,25960,70,0.25966151790474395,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
2110,,,,26029,1,0.45968341254742456,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2111,,,,26025,5,2.297232242058669,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2112,,,,26020,10,4.579015966406044,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2113,,,,26015,15,6.779563701191217,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2114,,,,26010,20,8.780417616238129,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2115,,,,26000,30,11.858528971345654,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2116,,,,25990,40,5.558032930275123,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2117,,,,25980,50,2.133990121860169,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2118,,,,25970,60,0.8967026372196326,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2119,,,,25960,70,0.6477239993860784,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
2120,,,,26029,1,0.005774435681553666,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
