,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,lady belfield,lucilla,mr. stanley,sir john
923,,Category,Feature,24818,15,12.032049497919106,,,,,,,,,,,,,,,,,Subject,
924,,Category,Feature,24813,20,13.569093841281882,,,,,,,,,,,,,,,,,Subject,
925,,Category,Feature,24803,30,14.421307665763932,,,,,,,,,,,,,,,,,Subject,
926,,Category,Feature,24793,40,2.029821876177057,,,,,,,,,,,,,,,,,Subject,
927,,Category,Feature,24783,50,0.5010138939437431,,,,,,,,,,,,,,,,,Subject,
928,,Category,Feature,24773,60,0.1469094543841998,,,,,,,,,,,,,,,,,Subject,
929,,Category,Feature,24763,70,0.10295191828379822,,,,,,,,,,,,,,,,,Subject,
930,,,,24832,1,0.8542430314329617,Category,Feature,,,,,,,,,,,,,,,Subject,
931,,,,24828,5,4.179179329346774,Category,Feature,,,,,,,,,,,,,,,Subject,
932,,,,24823,10,8.265701966318238,Category,Feature,,,,,,,,,,,,,,,Subject,
933,,,,24818,15,11.636518954806178,Category,Feature,,,,,,,,,,,,,,,Subject,
934,,,,24813,20,13.297167772310495,Category,Feature,,,,,,,,,,,,,,,Subject,
935,,,,24803,30,14.342508668558251,Category,Feature,,,,,,,,,,,,,,,Subject,
936,,,,24793,40,2.3238535991302234,Category,Feature,,,,,,,,,,,,,,,Subject,
937,,,,24783,50,0.6084744322848491,Category,Feature,,,,,,,,,,,,,,,Subject,
938,,,,24773,60,0.19323817600645665,Category,Feature,,,,,,,,,,,,,,,Subject,
939,,,,24763,70,0.1332264139700012,Category,Feature,,,,,,,,,,,,,,,Subject,
940,,,,24832,1,0.003251644106068807,Category,,Feature,,,,,,,,,,,,,,Subject,
941,,,,24828,5,0.015252311420029929,Category,,Feature,,,,,,,,,,,,,,Subject,
942,,,,24823,10,0.02870251650277989,Category,,Feature,,,,,,,,,,,,,,Subject,
943,,,,24818,15,0.04130858332440061,Category,,Feature,,,,,,,,,,,,,,Subject,
944,,,,24813,20,0.05383929371145951,Category,,Feature,,,,,,,,,,,,,,Subject,
945,,,,24803,30,0.07891163394532202,Category,,Feature,,,,,,,,,,,,,,Subject,
946,,,,24793,40,0.09579626538482737,Category,,Feature,,,,,,,,,,,,,,Subject,
947,,,,24783,50,0.10969058695978309,Category,,Feature,,,,,,,,,,,,,,Subject,
948,,,,24773,60,0.12244967951089777,Category,,Feature,,,,,,,,,,,,,,Subject,
949,,,,24763,70,0.12735626182915014,Category,,Feature,,,,,,,,,,,,,,Subject,
950,,,,24832,1,0.009439512443566667,Category,,,Feature,,,,,,,,,,,,,Subject,
951,,,,24828,5,0.04663829369523022,Category,,,Feature,,,,,,,,,,,,,Subject,
952,,,,24823,10,0.09289013749617328,Category,,,Feature,,,,,,,,,,,,,Subject,
953,,,,24818,15,0.13913707544325774,Category,,,Feature,,,,,,,,,,,,,Subject,
954,,,,24813,20,0.18460594842950784,Category,,,Feature,,,,,,,,,,,,,Subject,
955,,,,24803,30,0.2713581046229793,Category,,,Feature,,,,,,,,,,,,,Subject,
956,,,,24793,40,0.31974433993445034,Category,,,Feature,,,,,,,,,,,,,Subject,
957,,,,24783,50,0.34712609678528955,Category,,,Feature,,,,,,,,,,,,,Subject,
958,,,,24773,60,0.3678653778223282,Category,,,Feature,,,,,,,,,,,,,Subject,
959,,,,24763,70,0.3765348915892887,Category,,,Feature,,,,,,,,,,,,,Subject,
960,,,,24832,1,0.4097170884771855,Category,,,,Feature,,,,,,,,,,,,Subject,
961,,,,24828,5,2.0380315369938593,Category,,,,Feature,,,,,,,,,,,,Subject,
962,,,,24823,10,4.051502834523287,Category,,,,Feature,,,,,,,,,,,,Subject,
963,,,,24818,15,5.970909386936717,Category,,,,Feature,,,,,,,,,,,,Subject,
964,,,,24813,20,7.707842346719973,Category,,,,Feature,,,,,,,,,,,,Subject,
965,,,,24803,30,10.451229472587649,Category,,,,Feature,,,,,,,,,,,,Subject,
966,,,,24793,40,6.0223902170896775,Category,,,,Feature,,,,,,,,,,,,Subject,
967,,,,24783,50,3.3731214835888736,Category,,,,Feature,,,,,,,,,,,,Subject,
968,,,,24773,60,1.9593884308055167,Category,,,,Feature,,,,,,,,,,,,Subject,
969,,,,24763,70,1.5812538851255806,Category,,,,Feature,,,,,,,,,,,,Subject,
970,,,,24832,1,0.20696754427860584,Category,,,,,Feature,,,,,,,,,,,Subject,
971,,,,24828,5,1.0332493673709935,Category,,,,,Feature,,,,,,,,,,,Subject,
972,,,,24823,10,2.060703353463304,Category,,,,,Feature,,,,,,,,,,,Subject,
973,,,,24818,15,3.071091821377264,Category,,,,,Feature,,,,,,,,,,,Subject,
974,,,,24813,20,4.052214894914316,Category,,,,,Feature,,,,,,,,,,,Subject,
975,,,,24803,30,5.890336323077312,Category,,,,,Feature,,,,,,,,,,,Subject,
976,,,,24793,40,5.156027925154379,Category,,,,,Feature,,,,,,,,,,,Subject,
977,,,,24783,50,4.095734118620561,Category,,,,,Feature,,,,,,,,,,,Subject,
978,,,,24773,60,3.3033450936544453,Category,,,,,Feature,,,,,,,,,,,Subject,
979,,,,24763,70,3.038562298776503,Category,,,,,Feature,,,,,,,,,,,Subject,
980,,,,64605,1,0.002570133596405595,Category,,,,,,Feature,,,,,,,,,,Subject,
981,,,,64601,5,0.01285088271498281,Category,,,,,,Feature,,,,,,,,,,Subject,
982,,,,64596,10,0.02512272832337897,Category,,,,,,Feature,,,,,,,,,,Subject,
983,,,,64591,15,0.037385068796683636,Category,,,,,,Feature,,,,,,,,,,Subject,
984,,,,64586,20,0.04964806824453468,Category,,,,,,Feature,,,,,,,,,,Subject,
985,,,,64576,30,0.07241494905586653,Category,,,,,,Feature,,,,,,,,,,Subject,
986,,,,64566,40,0.08661495719926685,Category,,,,,,Feature,,,,,,,,,,Subject,
987,,,,64556,50,0.09675321629627041,Category,,,,,,Feature,,,,,,,,,,Subject,
988,,,,64546,60,0.10690548175108291,Category,,,,,,Feature,,,,,,,,,,Subject,
989,,,,64536,70,0.11115376595760237,Category,,,,,,Feature,,,,,,,,,,Subject,
990,,,,24832,1,0.22479561489276034,Category,,,,,,,Feature,,,,,,,,,Subject,
991,,,,24828,5,1.11963199916216,Category,,,,,,,Feature,,,,,,,,,Subject,
992,,,,24823,10,2.2293841481924734,Category,,,,,,,Feature,,,,,,,,,Subject,
993,,,,24818,15,3.3136101972835412,Category,,,,,,,Feature,,,,,,,,,Subject,
994,,,,24813,20,4.352951666677313,Category,,,,,,,Feature,,,,,,,,,Subject,
995,,,,24803,30,6.268555059623341,Category,,,,,,,Feature,,,,,,,,,Subject,
996,,,,24793,40,5.34614610174307,Category,,,,,,,Feature,,,,,,,,,Subject,
997,,,,24783,50,4.180167161179641,Category,,,,,,,Feature,,,,,,,,,Subject,
998,,,,24773,60,3.236775683051495,Category,,,,,,,Feature,,,,,,,,,Subject,
999,,,,24763,70,2.9290547471703086,Category,,,,,,,Feature,,,,,,,,,Subject,
1000,,,,24832,1,0.6803623971236696,Category,,,,,,,,Feature,,,,,,,,Subject,
1001,,,,24828,5,3.365039906105984,Category,,,,,,,,Feature,,,,,,,,Subject,
1002,,,,24823,10,6.667668913362997,Category,,,,,,,,Feature,,,,,,,,Subject,
1003,,,,24818,15,9.591418975104109,Category,,,,,,,,Feature,,,,,,,,Subject,
1004,,,,24813,20,11.63359061832389,Category,,,,,,,,Feature,,,,,,,,Subject,
1005,,,,24803,30,13.616274567206714,Category,,,,,,,,Feature,,,,,,,,Subject,
1006,,,,24793,40,3.80466802074803,Category,,,,,,,,Feature,,,,,,,,Subject,
1007,,,,24783,50,1.3057326415991461,Category,,,,,,,,Feature,,,,,,,,Subject,
1008,,,,24773,60,0.5281256781239678,Category,,,,,,,,Feature,,,,,,,,Subject,
1009,,,,24763,70,0.3682211055474199,Category,,,,,,,,Feature,,,,,,,,Subject,
1010,,,,24832,1,0.20479510952513977,Category,,,,,,,,,Feature,,,,,,,Subject,
1011,,,,24828,5,0.9188859537605893,Category,,,,,,,,,Feature,,,,,,,Subject,
1012,,,,24823,10,1.75253967908066,Category,,,,,,,,,Feature,,,,,,,Subject,
1013,,,,24818,15,2.5018655571575095,Category,,,,,,,,,Feature,,,,,,,Subject,
1014,,,,24813,20,3.1837367950119817,Category,,,,,,,,,Feature,,,,,,,Subject,
1015,,,,24803,30,4.412125280862857,Category,,,,,,,,,Feature,,,,,,,Subject,
1016,,,,24793,40,3.9143963220641904,Category,,,,,,,,,Feature,,,,,,,Subject,
1017,,,,24783,50,3.542602494999631,Category,,,,,,,,,Feature,,,,,,,Subject,
1018,,,,24773,60,3.2059176996772907,Category,,,,,,,,,Feature,,,,,,,Subject,
1019,,,,24763,70,3.0791820885322285,Category,,,,,,,,,Feature,,,,,,,Subject,
1020,,,,24832,1,0.0022619993041871197,Category,,,,,,,,,,Feature,,,,,,Subject,
1021,,,,24828,5,0.010137442989516243,Category,,,,,,,,,,Feature,,,,,,Subject,
1022,,,,24823,10,0.019429456433926538,Category,,,,,,,,,,Feature,,,,,,Subject,
1023,,,,24818,15,0.02872433454880455,Category,,,,,,,,,,Feature,,,,,,Subject,
1024,,,,24813,20,0.038022078320264344,Category,,,,,,,,,,Feature,,,,,,Subject,
1025,,,,24803,30,0.05662616677525819,Category,,,,,,,,,,Feature,,,,,,Subject,
1026,,,,24793,40,0.07050766466678826,Category,,,,,,,,,,Feature,,,,,,Subject,
1027,,,,24783,50,0.08161980727029389,Category,,,,,,,,,,Feature,,,,,,Subject,
1028,,,,24773,60,0.09180612353074101,Category,,,,,,,,,,Feature,,,,,,Subject,
1029,,,,24763,70,0.09572340977622437,Category,,,,,,,,,,Feature,,,,,,Subject,
1030,,,,24832,1,0.0709328455319409,Category,,,,,,,,,,,Feature,,,,,Subject,
1031,,,,24828,5,0.31985648722037874,Category,,,,,,,,,,,Feature,,,,,Subject,
1032,,,,24823,10,0.6073555686050575,Category,,,,,,,,,,,Feature,,,,,Subject,
1033,,,,24818,15,0.8727524105455194,Category,,,,,,,,,,,Feature,,,,,Subject,
1034,,,,24813,20,1.1226639378558916,Category,,,,,,,,,,,Feature,,,,,Subject,
1035,,,,24803,30,1.5904522057690227,Category,,,,,,,,,,,Feature,,,,,Subject,
1036,,,,24793,40,1.609796683781731,Category,,,,,,,,,,,Feature,,,,,Subject,
1037,,,,24783,50,1.594537051605689,Category,,,,,,,,,,,Feature,,,,,Subject,
1038,,,,24773,60,1.5843733624941176,Category,,,,,,,,,,,Feature,,,,,Subject,
1039,,,,24763,70,1.5859605849089644,Category,,,,,,,,,,,Feature,,,,,Subject,
1040,,,,24832,1,0.006019956541652599,,Feature,,,,,,,,,,,Category,,,,Subject,
1041,,,,24828,5,0.029854712047995457,,Feature,,,,,,,,,,,Category,,,,Subject,
1042,,,,24823,10,0.058717757570186144,,Feature,,,,,,,,,,,Category,,,,Subject,
1043,,,,24818,15,0.0875681462479689,,Feature,,,,,,,,,,,Category,,,,Subject,
1044,,,,24813,20,0.1140567239580636,,Feature,,,,,,,,,,,Category,,,,Subject,
1045,,,,24803,30,0.1646953346930824,,Feature,,,,,,,,,,,Category,,,,Subject,
1046,,,,24793,40,0.19139947321637277,,Feature,,,,,,,,,,,Category,,,,Subject,
1047,,,,24783,50,0.20760080228963765,,Feature,,,,,,,,,,,Category,,,,Subject,
1048,,,,24773,60,0.22297201539383427,,Feature,,,,,,,,,,,Category,,,,Subject,
1049,,,,24763,70,0.22923257274829872,,Feature,,,,,,,,,,,Category,,,,Subject,
1050,,,,24832,1,0.019117473638387752,,,Feature,,,,,,,,,,Category,,,,Subject,
1051,,,,24828,5,0.09106607333750061,,,Feature,,,,,,,,,,Category,,,,Subject,
1052,,,,24823,10,0.17655240638150801,,,Feature,,,,,,,,,,Category,,,,Subject,
1053,,,,24818,15,0.25692229943725775,,,Feature,,,,,,,,,,Category,,,,Subject,
1054,,,,24813,20,0.3339575825798028,,,Feature,,,,,,,,,,Category,,,,Subject,
1055,,,,24803,30,0.48468934219805937,,,Feature,,,,,,,,,,Category,,,,Subject,
1056,,,,24793,40,0.5543444433808096,,,Feature,,,,,,,,,,Category,,,,Subject,
1057,,,,24783,50,0.6054018039852299,,,Feature,,,,,,,,,,Category,,,,Subject,
1058,,,,24773,60,0.6486644551216484,,,Feature,,,,,,,,,,Category,,,,Subject,
1059,,,,24763,70,0.6658223960938578,,,Feature,,,,,,,,,,Category,,,,Subject,
1060,,,,24832,1,0.36858700993354543,,,,Feature,,,,,,,,,Category,,,,Subject,
1061,,,,24828,5,1.8349128425915366,,,,Feature,,,,,,,,,Category,,,,Subject,
1062,,,,24823,10,3.6481783472666276,,,,Feature,,,,,,,,,Category,,,,Subject,
1063,,,,24818,15,5.39252486124283,,,,Feature,,,,,,,,,Category,,,,Subject,
1064,,,,24813,20,6.997105099837767,,,,Feature,,,,,,,,,Category,,,,Subject,
1065,,,,24803,30,9.675383175699505,,,,Feature,,,,,,,,,Category,,,,Subject,
1066,,,,24793,40,6.1715273969057325,,,,Feature,,,,,,,,,Category,,,,Subject,
1067,,,,24783,50,3.5240076108715894,,,,Feature,,,,,,,,,Category,,,,Subject,
1068,,,,24773,60,2.0140500253478937,,,,Feature,,,,,,,,,Category,,,,Subject,
1069,,,,24763,70,1.6332412434396364,,,,Feature,,,,,,,,,Category,,,,Subject,
1070,,,,24832,1,0.17399457766472237,,,,,Feature,,,,,,,,Category,,,,Subject,
1071,,,,24828,5,0.8652600911449293,,,,,Feature,,,,,,,,Category,,,,Subject,
1072,,,,24823,10,1.7226435157061597,,,,,Feature,,,,,,,,Category,,,,Subject,
1073,,,,24818,15,2.564453345749333,,,,,Feature,,,,,,,,Category,,,,Subject,
1074,,,,24813,20,3.38619169805265,,,,,Feature,,,,,,,,Category,,,,Subject,
1075,,,,24803,30,4.939618670430407,,,,,Feature,,,,,,,,Category,,,,Subject,
1076,,,,24793,40,4.669441263106948,,,,,Feature,,,,,,,,Category,,,,Subject,
1077,,,,24783,50,4.016717072427767,,,,,Feature,,,,,,,,Category,,,,Subject,
1078,,,,24773,60,3.3934211295239955,,,,,Feature,,,,,,,,Category,,,,Subject,
1079,,,,24763,70,3.1501965530026736,,,,,Feature,,,,,,,,Category,,,,Subject,
1080,,,,24832,1,0.9325775594155699,,,,,,Feature,,,,,,,Category,,,,Subject,
1081,,,,24828,5,4.60615611457981,,,,,,Feature,,,,,,,Category,,,,Subject,
1082,,,,24823,10,9.139228370116872,,,,,,Feature,,,,,,,Category,,,,Subject,
1083,,,,24818,15,12.836166168126743,,,,,,Feature,,,,,,,Category,,,,Subject,
1084,,,,24813,20,14.135581300782542,,,,,,Feature,,,,,,,Category,,,,Subject,
1085,,,,24803,30,14.537224561274833,,,,,,Feature,,,,,,,Category,,,,Subject,
1086,,,,24793,40,1.183149869300939,,,,,,Feature,,,,,,,Category,,,,Subject,
1087,,,,24783,50,0.2560449598781539,,,,,,Feature,,,,,,,Category,,,,Subject,
1088,,,,24773,60,0.08414806115449674,,,,,,Feature,,,,,,,Category,,,,Subject,
1089,,,,24763,70,0.051159669435949906,,,,,,Feature,,,,,,,Category,,,,Subject,
1090,,,,24832,1,0.009851936428623597,,,,,,,Feature,,,,,,Category,,,,Subject,
1091,,,,24828,5,0.04656848920434471,,,,,,,Feature,,,,,,Category,,,,Subject,
1092,,,,24823,10,0.08966037097560636,,,,,,,Feature,,,,,,Category,,,,Subject,
1093,,,,24818,15,0.12785128140365706,,,,,,,Feature,,,,,,Category,,,,Subject,
1094,,,,24813,20,0.16109699145204598,,,,,,,Feature,,,,,,Category,,,,Subject,
1095,,,,24803,30,0.21856205492479625,,,,,,,Feature,,,,,,Category,,,,Subject,
1096,,,,24793,40,0.22963573564786163,,,,,,,Feature,,,,,,Category,,,,Subject,
1097,,,,24783,50,0.23389821860176316,,,,,,,Feature,,,,,,Category,,,,Subject,
1098,,,,24773,60,0.24733208276156082,,,,,,,Feature,,,,,,Category,,,,Subject,
1099,,,,24763,70,0.25260447970887084,,,,,,,Feature,,,,,,Category,,,,Subject,
1100,,,,24832,1,0.3687366388980359,,,,,,,,Feature,,,,,Category,,,,Subject,
1101,,,,24828,5,1.836006461542987,,,,,,,,Feature,,,,,Category,,,,Subject,
1102,,,,24823,10,3.6507051152086727,,,,,,,,Feature,,,,,Category,,,,Subject,
1103,,,,24818,15,5.397118098617998,,,,,,,,Feature,,,,,Category,,,,Subject,
1104,,,,24813,20,7.005843876016959,,,,,,,,Feature,,,,,Category,,,,Subject,
1105,,,,24803,30,9.694624852559812,,,,,,,,Feature,,,,,Category,,,,Subject,
1106,,,,24793,40,6.1890809558436315,,,,,,,,Feature,,,,,Category,,,,Subject,
1107,,,,24783,50,3.524671833817667,,,,,,,,Feature,,,,,Category,,,,Subject,
1108,,,,24773,60,1.9935199334061584,,,,,,,,Feature,,,,,Category,,,,Subject,
1109,,,,24763,70,1.6027996810202672,,,,,,,,Feature,,,,,Category,,,,Subject,
1110,,,,24832,1,0.17251898831616988,,,,,,,,,Feature,,,,Category,,,,Subject,
1111,,,,24828,5,0.857835662870335,,,,,,,,,Feature,,,,Category,,,,Subject,
1112,,,,24823,10,1.7081409180713258,,,,,,,,,Feature,,,,Category,,,,Subject,
1113,,,,24818,15,2.5428789231620867,,,,,,,,,Feature,,,,Category,,,,Subject,
1114,,,,24813,20,3.35950820366787,,,,,,,,,Feature,,,,Category,,,,Subject,
1115,,,,24803,30,4.90178976795361,,,,,,,,,Feature,,,,Category,,,,Subject,
1116,,,,24793,40,4.62908193408329,,,,,,,,,Feature,,,,Category,,,,Subject,
1117,,,,24783,50,3.9875635843519626,,,,,,,,,Feature,,,,Category,,,,Subject,
1118,,,,24773,60,3.391488108177493,,,,,,,,,Feature,,,,Category,,,,Subject,
1119,,,,24763,70,3.161881552178192,,,,,,,,,Feature,,,,Category,,,,Subject,
1120,,,,24832,1,0.25520086421590515,,,,,,,,,,Feature,,,Category,,,,Subject,
1121,,,,24828,5,1.2713417845275845,,,,,,,,,,Feature,,,Category,,,,Subject,
1122,,,,24823,10,2.532731876726804,,,,,,,,,,Feature,,,Category,,,,Subject,
1123,,,,24818,15,3.7677860030068766,,,,,,,,,,Feature,,,Category,,,,Subject,
1124,,,,24813,20,4.951850033615448,,,,,,,,,,Feature,,,Category,,,,Subject,
1125,,,,24803,30,7.119002311080851,,,,,,,,,,Feature,,,Category,,,,Subject,
1126,,,,24793,40,5.761382272100781,,,,,,,,,,Feature,,,Category,,,,Subject,
1127,,,,24783,50,4.2008148932831455,,,,,,,,,,Feature,,,Category,,,,Subject,
1128,,,,24773,60,3.0194098565911554,,,,,,,,,,Feature,,,Category,,,,Subject,
1129,,,,24763,70,2.645203508166727,,,,,,,,,,Feature,,,Category,,,,Subject,
1130,,,,24832,1,0.47228046294136705,,,,,,,,,,,Feature,,Category,,,,Subject,
1131,,,,24828,5,2.351417456273488,,,,,,,,,,,Feature,,Category,,,,Subject,
1132,,,,24823,10,4.674350147872688,,,,,,,,,,,Feature,,Category,,,,Subject,
1133,,,,24818,15,6.877932074477507,,,,,,,,,,,Feature,,Category,,,,Subject,
1134,,,,24813,20,8.828247433007997,,,,,,,,,,,Feature,,Category,,,,Subject,
1135,,,,24803,30,11.70432969506893,,,,,,,,,,,Feature,,Category,,,,Subject,
1136,,,,24793,40,5.6331081355618515,,,,,,,,,,,Feature,,Category,,,,Subject,
1137,,,,24783,50,2.501843821869821,,,,,,,,,,,Feature,,Category,,,,Subject,
1138,,,,24773,60,1.156178111052559,,,,,,,,,,,Feature,,Category,,,,Subject,
1139,,,,24763,70,0.8702056843396812,,,,,,,,,,,Feature,,Category,,,,Subject,
1140,,,,24832,1,0.013060959243413212,,,,,,,,,,,,Feature,Category,,,,Subject,
1141,,,,24828,5,0.06472685931967642,,,,,,,,,,,,Feature,Category,,,,Subject,
1142,,,,24823,10,0.12854317147726466,,,,,,,,,,,,Feature,Category,,,,Subject,
1143,,,,24818,15,0.1909491654447846,,,,,,,,,,,,Feature,Category,,,,Subject,
1144,,,,24813,20,0.2523217690965325,,,,,,,,,,,,Feature,Category,,,,Subject,
1145,,,,24803,30,0.36856691854230333,,,,,,,,,,,,Feature,Category,,,,Subject,
1146,,,,24793,40,0.41911489379612216,,,,,,,,,,,,Feature,Category,,,,Subject,
1147,,,,24783,50,0.4418364783975214,,,,,,,,,,,,Feature,Category,,,,Subject,
1148,,,,24773,60,0.46052331284896403,,,,,,,,,,,,Feature,Category,,,,Subject,
1149,,,,24763,70,0.470135971949584,,,,,,,,,,,,Feature,Category,,,,Subject,
1150,,Category,Feature,24832,1,0.20479510952513977,,,,,,,,,,,,,,,,,,Subject
1151,,Category,Feature,24828,5,0.9188859537605893,,,,,,,,,,,,,,,,,,Subject
1152,,Category,Feature,24823,10,1.75253967908066,,,,,,,,,,,,,,,,,,Subject
1153,,Category,Feature,24818,15,2.5018655571575095,,,,,,,,,,,,,,,,,,Subject
1154,,Category,Feature,24813,20,3.1837367950119817,,,,,,,,,,,,,,,,,,Subject
1155,,Category,Feature,24803,30,4.412125280862857,,,,,,,,,,,,,,,,,,Subject
1156,,Category,Feature,24793,40,3.9143963220641904,,,,,,,,,,,,,,,,,,Subject
1157,,Category,Feature,24783,50,3.542602494999631,,,,,,,,,,,,,,,,,,Subject
1158,,Category,Feature,24773,60,3.2059176996772907,,,,,,,,,,,,,,,,,,Subject
1159,,Category,Feature,24763,70,3.0791820885322285,,,,,,,,,,,,,,,,,,Subject
1160,,,,24832,1,0.1652858768618273,Category,Feature,,,,,,,,,,,,,,,,Subject
1161,,,,24828,5,0.803648401674191,Category,Feature,,,,,,,,,,,,,,,,Subject
1162,,,,24823,10,1.5823628501716334,Category,Feature,,,,,,,,,,,,,,,,Subject
1163,,,,24818,15,2.3346734052459404,Category,Feature,,,,,,,,,,,,,,,,Subject
1164,,,,24813,20,3.0552781992009526,Category,Feature,,,,,,,,,,,,,,,,Subject
1165,,,,24803,30,4.389196840980234,Category,Feature,,,,,,,,,,,,,,,,Subject
1166,,,,24793,40,4.045829874050079,Category,Feature,,,,,,,,,,,,,,,,Subject
1167,,,,24783,50,3.528106097554007,Category,Feature,,,,,,,,,,,,,,,,Subject
1168,,,,24773,60,3.134087257198969,Category,Feature,,,,,,,,,,,,,,,,Subject
1169,,,,24763,70,3.001148815335443,Category,Feature,,,,,,,,,,,,,,,,Subject
1170,,,,24832,1,0.23573975923221327,Category,,Feature,,,,,,,,,,,,,,,Subject
1171,,,,24828,5,1.1771262710387522,Category,,Feature,,,,,,,,,,,,,,,Subject
1172,,,,24823,10,2.3450683781252435,Category,,Feature,,,,,,,,,,,,,,,Subject
1173,,,,24818,15,3.4923119891114935,Category,,Feature,,,,,,,,,,,,,,,Subject
1174,,,,24813,20,4.606781909994434,Category,,Feature,,,,,,,,,,,,,,,Subject
1175,,,,24803,30,6.688295903511326,Category,,Feature,,,,,,,,,,,,,,,Subject
1176,,,,24793,40,5.618962697926777,Category,,Feature,,,,,,,,,,,,,,,Subject
1177,,,,24783,50,4.200346887887961,Category,,Feature,,,,,,,,,,,,,,,Subject
1178,,,,24773,60,3.1461015485338373,Category,,Feature,,,,,,,,,,,,,,,Subject
1179,,,,24763,70,2.8133847393816773,Category,,Feature,,,,,,,,,,,,,,,Subject
1180,,,,24832,1,0.004665423351820516,Category,,,Feature,,,,,,,,,,,,,,Subject
1181,,,,24828,5,0.02332855653486094,Category,,,Feature,,,,,,,,,,,,,,Subject
1182,,,,24823,10,0.04666070672995661,Category,,,Feature,,,,,,,,,,,,,,Subject
1183,,,,24818,15,0.06999644091445624,Category,,,Feature,,,,,,,,,,,,,,Subject
1184,,,,24813,20,0.09277375296451237,Category,,,Feature,,,,,,,,,,,,,,Subject
1185,,,,24803,30,0.13606344301044038,Category,,,Feature,,,,,,,,,,,,,,Subject
1186,,,,24793,40,0.16339850569591577,Category,,,Feature,,,,,,,,,,,,,,Subject
1187,,,,24783,50,0.1818728515482623,Category,,,Feature,,,,,,,,,,,,,,Subject
1188,,,,24773,60,0.19949941104342936,Category,,,Feature,,,,,,,,,,,,,,Subject
1189,,,,24763,70,0.20695185154560816,Category,,,Feature,,,,,,,,,,,,,,Subject
1190,,,,24832,1,0.06815639198412325,Category,,,,Feature,,,,,,,,,,,,,Subject
1191,,,,24828,5,0.3363684090958867,Category,,,,Feature,,,,,,,,,,,,,Subject
1192,,,,24823,10,0.6660003777937272,Category,,,,Feature,,,,,,,,,,,,,Subject
1193,,,,24818,15,0.9913100438488616,Category,,,,Feature,,,,,,,,,,,,,Subject
1194,,,,24813,20,1.312873576945275,Category,,,,Feature,,,,,,,,,,,,,Subject
1195,,,,24803,30,1.9481807229159196,Category,,,,Feature,,,,,,,,,,,,,Subject
1196,,,,24793,40,2.1803902181775623,Category,,,,Feature,,,,,,,,,,,,,Subject
1197,,,,24783,50,2.221024019473319,Category,,,,Feature,,,,,,,,,,,,,Subject
1198,,,,24773,60,2.20206812422981,Category,,,,Feature,,,,,,,,,,,,,Subject
1199,,,,24763,70,2.1890095444936413,Category,,,,Feature,,,,,,,,,,,,,Subject
1200,,,,24832,1,0.043821480392261226,Category,,,,,Feature,,,,,,,,,,,,Subject
1201,,,,24828,5,0.19767135946428846,Category,,,,,Feature,,,,,,,,,,,,Subject
1202,,,,24823,10,0.36442931450043503,Category,,,,,Feature,,,,,,,,,,,,Subject
1203,,,,24818,15,0.5153012042335852,Category,,,,,Feature,,,,,,,,,,,,Subject
1204,,,,24813,20,0.6564107310273585,Category,,,,,Feature,,,,,,,,,,,,Subject
1205,,,,24803,30,0.9209865634910267,Category,,,,,Feature,,,,,,,,,,,,Subject
1206,,,,24793,40,0.955780874041644,Category,,,,,Feature,,,,,,,,,,,,Subject
1207,,,,24783,50,0.9938209153340765,Category,,,,,Feature,,,,,,,,,,,,Subject
1208,,,,24773,60,1.032636311480792,Category,,,,,Feature,,,,,,,,,,,,Subject
1209,,,,24763,70,1.048651285263139,Category,,,,,Feature,,,,,,,,,,,,Subject
1210,,,,24832,1,0.8542430314329617,Category,,,,,,Feature,,,,,,,,,,,Subject
1211,,,,24828,5,4.179179329346774,Category,,,,,,Feature,,,,,,,,,,,Subject
1212,,,,24823,10,8.265701966318238,Category,,,,,,Feature,,,,,,,,,,,Subject
1213,,,,24818,15,11.636518954806178,Category,,,,,,Feature,,,,,,,,,,,Subject
1214,,,,24813,20,13.297167772310495,Category,,,,,,Feature,,,,,,,,,,,Subject
1215,,,,24803,30,14.342508668558251,Category,,,,,,Feature,,,,,,,,,,,Subject
1216,,,,24793,40,2.3238535991302234,Category,,,,,,Feature,,,,,,,,,,,Subject
1217,,,,24783,50,0.6084744322848491,Category,,,,,,Feature,,,,,,,,,,,Subject
1218,,,,24773,60,0.19323817600645665,Category,,,,,,Feature,,,,,,,,,,,Subject
1219,,,,24763,70,0.1332264139700012,Category,,,,,,Feature,,,,,,,,,,,Subject
1220,,,,24832,1,0.010668600378349753,Category,,,,,,,Feature,,,,,,,,,,Subject
1221,,,,24828,5,0.05239964756584787,Category,,,,,,,Feature,,,,,,,,,,Subject
1222,,,,24823,10,0.10264602164091677,Category,,,,,,,Feature,,,,,,,,,,Subject
1223,,,,24818,15,0.15228023889434922,Category,,,,,,,Feature,,,,,,,,,,Subject
1224,,,,24813,20,0.20049507931489896,Category,,,,,,,Feature,,,,,,,,,,Subject
1225,,,,24803,30,0.2919545715335817,Category,,,,,,,Feature,,,,,,,,,,Subject
1226,,,,24793,40,0.3407224288441599,Category,,,,,,,Feature,,,,,,,,,,Subject
1227,,,,24783,50,0.3723601956662884,Category,,,,,,,Feature,,,,,,,,,,Subject
