,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,baronet,bellamy,camilla,doctor,dr. marchmont,dr. orkborne,edgar,friend,gentleman,jacob,major cerwood,mandlebert,mary,melmond,miss margland,mr. dubster,mr. tyrold,mrs. arlbery,mrs. berlinton,mrs. mittin,mrs. tyrold,my dear,sir hugh,sir sedley
1242,,,,64596,10,4.777633861809425,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1243,,,,64591,15,7.111282511409581,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1244,,,,64586,20,9.290081641286744,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1245,,,,64576,30,12.700985955513968,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1246,,,,64566,40,5.607920901452606,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1247,,,,64556,50,2.1198891016158217,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1248,,,,64546,60,0.8185431118605154,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1249,,,,64536,70,0.5641020630646011,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1250,,,,64605,1,0.0031379138968136264,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1251,,,,64601,5,0.014962924935857175,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1252,,,,64596,10,0.029162601117195052,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1253,,,,64591,15,0.043362786508737365,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1254,,,,64586,20,0.05710741794530782,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1255,,,,64576,30,0.08435193641884134,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1256,,,,64566,40,0.10415159735208188,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1257,,,,64556,50,0.11946108148665968,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1258,,,,64546,60,0.13380247978530055,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1259,,,,64536,70,0.13928499183425902,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1260,,,,64605,1,0.017113898491649515,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1261,,,,64601,5,0.0685042788087737,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1262,,,,64596,10,0.11836836906928204,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1263,,,,64591,15,0.16039520176261,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1264,,,,64586,20,0.20041639696039815,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1265,,,,64576,30,0.27788464484496783,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1266,,,,64566,40,0.29851672688096687,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1267,,,,64556,50,0.32229590047417445,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1268,,,,64546,60,0.340945223771334,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1269,,,,64536,70,0.3473274405814171,Category,,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1270,,,,64605,1,0.45743278304126517,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1271,,,,64601,5,2.280294356002641,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1272,,,,64596,10,4.546263813112236,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1273,,,,64591,15,6.740985178668688,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1274,,,,64586,20,8.765372115969967,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1275,,,,64576,30,11.959258720742506,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1276,,,,64566,40,5.9409829577787,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1277,,,,64556,50,2.7530591919422744,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1278,,,,64546,60,1.3379126621198616,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1279,,,,64536,70,1.0064890327833451,,Feature,,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1280,,,,64605,1,0.6455284969674235,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1281,,,,64601,5,3.2268230313294,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1282,,,,64596,10,6.442475585294199,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1283,,,,64591,15,9.535148900873061,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1284,,,,64586,20,12.156362030136714,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1285,,,,64576,30,15.049222226690546,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1286,,,,64566,40,3.4996841583913105,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1287,,,,64556,50,0.7333604956039984,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1288,,,,64546,60,0.16312422116174177,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1289,,,,64536,70,0.08779066855714285,,,Feature,,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1290,,,,64605,1,0.5467876272537177,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1291,,,,64601,5,2.729797034844603,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1292,,,,64596,10,5.445280264973714,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1293,,,,64591,15,8.060749841208041,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1294,,,,64586,20,10.378954114967952,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1295,,,,64576,30,13.628283467570258,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1296,,,,64566,40,4.986650252080368,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1297,,,,64556,50,1.637411205376864,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1298,,,,64546,60,0.5626895139053947,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1299,,,,64536,70,0.3728666046465383,,,,Feature,,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1300,,,,64605,1,0.3610323105507279,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1301,,,,64601,5,1.8033697283782535,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1302,,,,64596,10,3.5993512003969803,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1303,,,,64591,15,5.358791533093444,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1304,,,,64586,20,7.031630817454958,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1305,,,,64576,30,9.954307607750042,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1306,,,,64566,40,6.27715279558518,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1307,,,,64556,50,3.587188750562174,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1308,,,,64546,60,2.071540314259377,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1309,,,,64536,70,1.6813106783154872,,,,,Feature,,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1310,,,,64605,1,0.7692722230347919,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1311,,,,64601,5,3.8458732335656807,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1312,,,,64596,10,7.679849126196724,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1313,,,,64591,15,11.304284671025911,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1314,,,,64586,20,14.006341174070403,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1315,,,,64576,30,15.836578596448396,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1316,,,,64566,40,0.0,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1317,,,,64556,50,0.0,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1318,,,,64546,60,0.0,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1319,,,,64536,70,0.005128698472091178,,,,,,Feature,,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1320,,,,64605,1,0.5467876272537177,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1321,,,,64601,5,2.729797034844603,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1322,,,,64596,10,5.445280264973714,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1323,,,,64591,15,8.060749841208041,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1324,,,,64586,20,10.378954114967952,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1325,,,,64576,30,13.628283467570258,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1326,,,,64566,40,4.986650252080368,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1327,,,,64556,50,1.637411205376864,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1328,,,,64546,60,0.5626895139053947,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1329,,,,64536,70,0.3728666046465383,,,,,,,Feature,,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1330,,,,64605,1,0.5800604465157373,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1331,,,,64601,5,2.896722169261803,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1332,,,,64596,10,5.779342367116248,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1333,,,,64591,15,8.546223089610898,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1334,,,,64586,20,10.954020883639293,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1335,,,,64576,30,14.07820349428172,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1336,,,,64566,40,4.587442137806143,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1337,,,,64556,50,1.4215311032995641,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1338,,,,64546,60,0.4976986694858385,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1339,,,,64536,70,0.329285767943152,,,,,,,,Feature,,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1340,,,,64605,1,0.9987237973240497,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1341,,,,64601,5,4.990636613074523,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1342,,,,64596,10,9.967126718028277,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1343,,,,64591,15,14.549486504689588,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1344,,,,64586,20,15.91523569725067,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1345,,,,64576,30,15.978555602814177,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1346,,,,64566,40,0.04208766682392609,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1347,,,,64556,50,0.0,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1348,,,,64546,60,0.0,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1349,,,,64536,70,0.0,,,,,,,,,Feature,,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1350,,,,64605,1,0.4787085702197091,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1351,,,,64601,5,2.3927471409263665,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1352,,,,64596,10,4.777633861809425,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1353,,,,64591,15,7.111282511409581,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1354,,,,64586,20,9.290081641286744,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1355,,,,64576,30,12.700985955513968,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1356,,,,64566,40,5.607920901452606,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1357,,,,64556,50,2.1198891016158217,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1358,,,,64546,60,0.8185431118605154,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1359,,,,64536,70,0.5641020630646011,,,,,,,,,,Feature,,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1360,,,,64605,1,0.6771937420050818,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1361,,,,64601,5,3.3850082685939524,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1362,,,,64596,10,6.75698839187138,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1363,,,,64591,15,9.979447675538498,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1364,,,,64586,20,12.617605832757338,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1365,,,,64576,30,15.279791312907868,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1366,,,,64566,40,3.1623173284734856,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1367,,,,64556,50,0.6056579122889982,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1368,,,,64546,60,0.1321364581975663,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1369,,,,64536,70,0.07760287051212861,,,,,,,,,,,Feature,,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1370,,,,64605,1,0.5089282878485484,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1371,,,,64601,5,2.543193459369227,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1372,,,,64596,10,5.075415744040132,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1373,,,,64591,15,7.529988069687886,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1374,,,,64586,20,9.766256552195506,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1375,,,,64576,30,13.084427197941523,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1376,,,,64566,40,0.0,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1377,,,,64556,50,0.0,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1378,,,,64546,60,0.0,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1379,,,,64536,70,0.5513734151804204,,,,,,,,,,,,Feature,Category,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1380,,Category,Feature,64605,1,0.07108603238340175,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1381,,Category,Feature,64601,5,0.34869119724465447,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1382,,Category,Feature,64596,10,0.6889263165357462,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1383,,Category,Feature,64591,15,1.0219301879606986,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1384,,Category,Feature,64586,20,1.3483710553079702,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1385,,Category,Feature,64576,30,1.9797267711380395,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1386,,Category,Feature,64566,40,2.111519986062187,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1387,,Category,Feature,64556,50,2.106354397876566,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1388,,Category,Feature,64546,60,2.0883902748085648,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1389,,Category,Feature,64536,70,2.0741979799177126,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1390,,,,64605,1,0.47866025800145195,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1391,,,,64601,5,2.3925036585928883,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1392,,,,64596,10,4.777118662401907,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1393,,,,64591,15,7.110499460334972,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1394,,,,64586,20,9.28911743886388,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1395,,,,64576,30,12.699752279428397,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1396,,,,64566,40,5.608214950258756,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1397,,,,64556,50,2.120704602491885,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1398,,,,64546,60,0.8190805543574389,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1399,,,,64536,70,0.5641020630646011,Category,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1400,,,,64605,1,0.017113898491649515,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1401,,,,64601,5,0.0685042788087737,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1402,,,,64596,10,0.11836836906928204,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1403,,,,64591,15,0.16039520176261,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1404,,,,64586,20,0.20041639696039815,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1405,,,,64576,30,0.27788464484496783,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1406,,,,64566,40,0.29851672688096687,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1407,,,,64556,50,0.32229590047417445,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1408,,,,64546,60,0.340945223771334,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1409,,,,64536,70,0.3473274405814171,Category,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1410,,,,64605,1,0.011159761457045652,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1411,,,,64601,5,0.048363879362468054,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1412,,,,64596,10,0.08593619003531239,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1413,,,,64591,15,0.11841408214041883,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1414,,,,64586,20,0.1490593160059909,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1415,,,,64576,30,0.2080765079408742,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1416,,,,64566,40,0.22307073749660106,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1417,,,,64556,50,0.2356295454588534,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1418,,,,64546,60,0.24232816367848856,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1419,,,,64536,70,0.24397911023601077,Category,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1420,,,,64605,1,0.07561242746446815,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1421,,,,64601,5,0.37033154911724325,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1422,,,,64596,10,0.7314166064039538,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1423,,,,64591,15,1.0856105301018553,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1424,,,,64586,20,1.432827968917237,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1425,,,,64576,30,2.1047284181215775,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1426,,,,64566,40,2.2331176723923614,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1427,,,,64556,50,2.2130070177969343,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1428,,,,64546,60,2.1732933459940895,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1429,,,,64536,70,2.1528776891367793,Category,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1430,,,,64605,1,0.011314382147527955,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1431,,,,64601,5,0.04899949413028992,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1432,,,,64596,10,0.08892395847089843,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1433,,,,64591,15,0.12456333044248138,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1434,,,,64586,20,0.15648233609731602,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1435,,,,64576,30,0.21725818853560894,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1436,,,,64566,40,0.23494369229051848,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1437,,,,64556,50,0.25255916459408634,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1438,,,,64546,60,0.26891485722662417,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1439,,,,64536,70,0.2752279162069371,Category,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1440,,,,64605,1,0.5462687611580878,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1441,,,,64601,5,2.724770600585545,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1442,,,,64596,10,5.43352881402762,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1443,,,,64591,15,8.041338177765814,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1444,,,,64586,20,10.347929766438023,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1445,,,,64576,30,13.566531835210482,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1446,,,,64566,40,5.09221311371848,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1447,,,,64556,50,1.776183691914624,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1448,,,,64546,60,0.6812149126599047,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1449,,,,64536,70,0.4847325157496428,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1450,,,,64605,1,0.001985422950881278,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1451,,,,64601,5,0.009401205754115526,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
