,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,baronet,bellamy,camilla,doctor,dr. marchmont,dr. orkborne,edgar,friend,gentleman,jacob,major cerwood,mandlebert,mary,melmond,miss margland,mr. dubster,mr. tyrold,mrs. arlbery,mrs. berlinton,mrs. mittin,mrs. tyrold,my dear,sir hugh,sir sedley
2652,,,,64596,10,1.3847956104344241,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2653,,,,64591,15,2.006076990583768,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2654,,,,64586,20,2.593805737200862,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2655,,,,64576,30,3.6847044030348695,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2656,,,,64566,40,3.502269279118855,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2657,,,,64556,50,3.324005829855155,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2658,,,,64546,60,3.1555674028156826,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2659,,,,64536,70,3.094483067641427,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2660,,,,64605,1,0.5467876272537177,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2661,,,,64601,5,2.729797034844603,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2662,,,,64596,10,5.445280264973714,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2663,,,,64591,15,8.060749841208041,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2664,,,,64586,20,10.378954114967952,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2665,,,,64576,30,13.628283467570258,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2666,,,,64566,40,4.986650252080368,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2667,,,,64556,50,1.637411205376864,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2668,,,,64546,60,0.5626895139053947,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2669,,,,64536,70,0.3728666046465383,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2670,,,,64605,1,0.6771937420050818,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2671,,,,64601,5,3.3850082685939524,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2672,,,,64596,10,6.75698839187138,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2673,,,,64591,15,9.979447675538498,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2674,,,,64586,20,12.617605832757338,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2675,,,,64576,30,15.279791312907868,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2676,,,,64566,40,3.1623173284734856,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2677,,,,64556,50,0.6056579122889982,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2678,,,,64546,60,0.1321364581975663,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2679,,,,64536,70,0.07760287051212861,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2680,,,,64605,1,0.5088822762201008,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2681,,,,64601,5,2.5429570954852037,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2682,,,,64596,10,5.074946520396847,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2683,,,,64591,15,7.529290970908583,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2684,,,,64586,20,9.765384767583537,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2685,,,,64576,30,13.083948979292757,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2686,,,,64566,40,0.0,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2687,,,,64556,50,0.0,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2688,,,,64546,60,0.0,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2689,,,,64536,70,0.5513734151804204,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2690,,,,64605,1,0.5467876272537177,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2691,,,,64601,5,2.729797034844603,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2692,,,,64596,10,5.445280264973714,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2693,,,,64591,15,8.060749841208041,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2694,,,,64586,20,10.378954114967952,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2695,,,,64576,30,13.628283467570258,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2696,,,,64566,40,4.986650252080368,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2697,,,,64556,50,1.637411205376864,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2698,,,,64546,60,0.5626895139053947,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2699,,,,64536,70,0.3728666046465383,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2700,,,,64605,1,0.5094341882631114,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2701,,,,64601,5,2.5456941657194534,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2702,,,,64596,10,5.080398364420151,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2703,,,,64591,15,7.537380504874708,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2704,,,,64586,20,9.774224592469523,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2705,,,,64576,30,13.093621265766672,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2706,,,,64566,40,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2707,,,,64556,50,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2708,,,,64546,60,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2709,,,,64536,70,0.5493791356475787,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2710,,,,64605,1,0.5800604465157373,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2711,,,,64601,5,2.896722169261803,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2712,,,,64596,10,5.779342367116248,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2713,,,,64591,15,8.546223089610898,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2714,,,,64586,20,10.954020883639293,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2715,,,,64576,30,14.07820349428172,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2716,,,,64566,40,4.587442137806143,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2717,,,,64556,50,1.4215311032995641,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2718,,,,64546,60,0.4976986694858385,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2719,,,,64536,70,0.329285767943152,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2720,,,,64605,1,0.5089282878485484,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2721,,,,64601,5,2.543193459369227,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2722,,,,64596,10,5.075415744040132,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2723,,,,64591,15,7.529988069687886,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2724,,,,64586,20,9.766256552195506,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2725,,,,64576,30,13.084427197941523,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2726,,,,64566,40,0.0,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2727,,,,64556,50,0.0,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2728,,,,64546,60,0.0,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2729,,,,64536,70,0.5513734151804204,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2730,,,,64605,1,0.5462687611580878,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2731,,,,64601,5,2.724770600585545,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2732,,,,64596,10,5.43352881402762,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2733,,,,64591,15,8.041338177765814,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2734,,,,64586,20,10.347929766438023,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2735,,,,64576,30,13.566531835210482,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2736,,,,64566,40,5.09221311371848,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2737,,,,64556,50,1.776183691914624,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2738,,,,64546,60,0.6812149126599047,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2739,,,,64536,70,0.4847325157496428,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2740,,,,64605,1,0.6455284969674235,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2741,,,,64601,5,3.2268230313294,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2742,,,,64596,10,6.442475585294199,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2743,,,,64591,15,9.535148900873061,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2744,,,,64586,20,12.156362030136714,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2745,,,,64576,30,15.049222226690546,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2746,,,,64566,40,3.4996841583913105,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2747,,,,64556,50,0.7333604956039984,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2748,,,,64546,60,0.16312422116174177,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2749,,,,64536,70,0.08779066855714285,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2750,,,,64605,1,0.6771937420050818,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2751,,,,64601,5,3.3850082685939524,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2752,,,,64596,10,6.75698839187138,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2753,,,,64591,15,9.979447675538498,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2754,,,,64586,20,12.617605832757338,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2755,,,,64576,30,15.279791312907868,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2756,,,,64566,40,3.1623173284734856,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2757,,,,64556,50,0.6056579122889982,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2758,,,,64546,60,0.1321364581975663,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2759,,,,64536,70,0.07760287051212861,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,,,,,,,,,,,,,
2760,,Category,Feature,64605,1,0.6771937420050818,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2761,,Category,Feature,64601,5,3.3850082685939524,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2762,,Category,Feature,64596,10,6.75698839187138,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2763,,Category,Feature,64591,15,9.979447675538498,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2764,,Category,Feature,64586,20,12.617605832757338,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2765,,Category,Feature,64576,30,15.279791312907868,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2766,,Category,Feature,64566,40,3.1623173284734856,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2767,,Category,Feature,64556,50,0.6056579122889982,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2768,,Category,Feature,64546,60,0.1321364581975663,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2769,,Category,Feature,64536,70,0.07760287051212861,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2770,,,,64605,1,0.001583505009352437,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2771,,,,64601,5,0.007340779207614857,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2772,,,,64596,10,0.014533326333248376,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2773,,,,64591,15,0.021726571677845377,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2774,,,,64586,20,0.028920515174151864,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2775,,,,64576,30,0.04331049635152483,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2776,,,,64566,40,0.05445716633514134,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2777,,,,64556,50,0.06338162596092517,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2778,,,,64546,60,0.071571674296831,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2779,,,,64536,70,0.07471410668570302,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2780,,,,64605,1,0.998712496020566,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2781,,,,64601,5,4.990592231199554,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2782,,,,64596,10,9.967075640313627,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2783,,,,64591,15,14.550103277102558,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2784,,,,64586,20,15.915452462493914,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2785,,,,64576,30,15.978555602814177,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2786,,,,64566,40,0.04208766682392609,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2787,,,,64556,50,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2788,,,,64546,60,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2789,,,,64536,70,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2790,,,,64605,1,0.5800604465157373,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2791,,,,64601,5,2.896722169261803,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2792,,,,64596,10,5.779342367116248,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2793,,,,64591,15,8.546223089610898,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2794,,,,64586,20,10.954020883639293,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2795,,,,64576,30,14.07820349428172,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2796,,,,64566,40,4.587442137806143,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2797,,,,64556,50,1.4215311032995641,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2798,,,,64546,60,0.4976986694858385,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2799,,,,64536,70,0.329285767943152,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2800,,,,64605,1,0.07561242746446815,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2801,,,,64601,5,0.37033154911724325,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2802,,,,64596,10,0.7314166064039538,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2803,,,,64591,15,1.0856105301018553,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2804,,,,64586,20,1.432827968917237,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2805,,,,64576,30,2.1047284181215775,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2806,,,,64566,40,2.2331176723923614,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2807,,,,64556,50,2.2130070177969343,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2808,,,,64546,60,2.1732933459940895,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2809,,,,64536,70,2.1528776891367793,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2810,,,,64605,1,0.5467876272537177,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2811,,,,64601,5,2.729797034844603,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2812,,,,64596,10,5.445280264973714,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2813,,,,64591,15,8.060749841208041,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2814,,,,64586,20,10.378954114967952,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2815,,,,64576,30,13.628283467570258,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2816,,,,64566,40,4.986650252080368,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2817,,,,64556,50,1.637411205376864,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2818,,,,64546,60,0.5626895139053947,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2819,,,,64536,70,0.3728666046465383,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2820,,,,64605,1,0.011314382147527955,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2821,,,,64601,5,0.04899949413028992,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2822,,,,64596,10,0.08892395847089843,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2823,,,,64591,15,0.12456333044248138,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2824,,,,64586,20,0.15648233609731602,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2825,,,,64576,30,0.21725818853560894,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2826,,,,64566,40,0.23494369229051848,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2827,,,,64556,50,0.25255916459408634,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2828,,,,64546,60,0.26891485722662417,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2829,,,,64536,70,0.2752279162069371,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2830,,,,64605,1,0.039653508288012125,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2831,,,,64601,5,0.19676147085409018,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2832,,,,64596,10,0.3917294615222086,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2833,,,,64591,15,0.5849520412377852,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2834,,,,64586,20,0.7769306454058654,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2835,,,,64576,30,1.1528271126296536,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2836,,,,64566,40,1.317730837825503,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2837,,,,64556,50,1.3793218788866468,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2838,,,,64546,60,1.4284744028749692,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2839,,,,64536,70,1.4443995980178204,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2840,,,,64605,1,0.7692722230347919,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2841,,,,64601,5,3.8458732335656807,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2842,,,,64596,10,7.679849126196724,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2843,,,,64591,15,11.304284671025911,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2844,,,,64586,20,14.006341174070403,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2845,,,,64576,30,15.836578596448396,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2846,,,,64566,40,0.0,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2847,,,,64556,50,0.0,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2848,,,,64546,60,0.0,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2849,,,,64536,70,0.005128698472091178,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2850,,,,64605,1,0.08119818809143159,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2851,,,,64601,5,0.3974330568895958,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2852,,,,64596,10,0.7856900668415087,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2853,,,,64591,15,1.1645119069346779,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2854,,,,64586,20,1.5346748488745583,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2855,,,,64576,30,2.243140713344092,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2856,,,,64566,40,2.3190266247299633,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2857,,,,64556,50,2.2488904719793954,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2858,,,,64546,60,2.185339778508243,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2859,,,,64536,70,2.1648151651832137,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2860,,,,64605,1,0.5800604465157373,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2861,,,,64601,5,2.896722169261803,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
2862,,,,64596,10,5.779342367116248,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,
