,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,colonel brandon,edward,elinor,lucy,mrs. dashwood,mrs. jennings,sir john
571,,,,21574,5,0.24802384072963077,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
572,,,,21569,10,0.4257855015870284,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
573,,,,21564,15,0.5557447621219449,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
574,,,,21559,20,0.664885980438368,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
575,,,,21549,30,0.8560891133839622,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
576,,,,21539,40,0.76467706602345,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
577,,,,21529,50,0.7795941602010554,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
578,,,,21519,60,0.8098949035372353,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
579,,,,21509,70,0.8205257087878665,Category,,,,,,,,,,,Feature,,,Subject,,,,,,
580,,,,21578,1,0.11523976209503445,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
581,,,,21574,5,0.529041875401647,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
582,,,,21569,10,1.0033720777393946,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
583,,,,21564,15,1.427176321243478,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
584,,,,21559,20,1.8056032718612993,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
585,,,,21549,30,2.49484962820443,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
586,,,,21539,40,2.384648340232043,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
587,,,,21529,50,2.3521600834627994,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
588,,,,21519,60,2.3218190602952657,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
589,,,,21509,70,2.3071923941725583,,Feature,,,,,,,,,,,Category,,Subject,,,,,,
590,,,,21578,1,0.649232708804356,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
591,,,,21574,5,3.2455842714852325,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
592,,,,21569,10,6.461837665935975,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
593,,,,21564,15,9.422377792804557,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
594,,,,21559,20,11.68014060767428,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
595,,,,21549,30,13.833915066563586,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
596,,,,21539,40,3.152453831763466,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
597,,,,21529,50,0.6325232880098796,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
598,,,,21519,60,0.1471192277064991,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
599,,,,21509,70,0.08022938259074422,,,Feature,,,,,,,,,,Category,,Subject,,,,,,
600,,,,21578,1,0.9977976021531187,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
601,,,,21574,5,4.985836546208018,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
602,,,,21569,10,9.934190099634243,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
603,,,,21564,15,13.791528866118906,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
604,,,,21559,20,14.373088776457639,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
605,,,,21549,30,14.395333300897459,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
606,,,,21539,40,0.09115170341545219,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
607,,,,21529,50,0.0,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
608,,,,21519,60,0.0,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
609,,,,21509,70,0.0,,,,Feature,,,,,,,,,Category,,Subject,,,,,,
610,,,,21578,1,0.3008092345001453,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
611,,,,21574,5,1.499912990027513,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
612,,,,21569,10,2.9850715378067374,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
613,,,,21564,15,4.42460269474047,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
614,,,,21559,20,5.780954710535097,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
615,,,,21549,30,8.150988177504043,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
616,,,,21539,40,5.94742824532465,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
617,,,,21529,50,4.010836229358873,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
618,,,,21519,60,2.679529221344968,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
619,,,,21509,70,2.285347246807395,,,,,Feature,,,,,,,,Category,,Subject,,,,,,
620,,,,21578,1,0.7369065778060584,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
621,,,,21574,5,3.683757707591103,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
622,,,,21569,10,7.337367486021387,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
623,,,,21564,15,10.628400861798047,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
624,,,,21559,20,12.84285620426726,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
625,,,,21549,30,14.278537560698148,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
626,,,,21539,40,0.0,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
627,,,,21529,50,0.0,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
628,,,,21519,60,0.0,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
629,,,,21509,70,0.005889657182910226,,,,,,Feature,,,,,,,Category,,Subject,,,,,,
630,,,,21578,1,0.4455281359408906,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
631,,,,21574,5,2.2230954869454935,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
632,,,,21569,10,4.425601208404959,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
633,,,,21564,15,6.519021917520446,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
634,,,,21559,20,8.384467385004621,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
635,,,,21549,30,11.16435230712155,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
636,,,,21539,40,5.648985214652881,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
637,,,,21529,50,2.7086935774078547,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
638,,,,21519,60,1.3875693654500687,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
639,,,,21509,70,1.0846537926019664,,,,,,,Feature,,,,,,Category,,Subject,,,,,,
640,,,,21578,1,0.5803515495969471,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
641,,,,21574,5,2.9000902826588444,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
642,,,,21569,10,5.768948746497444,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
643,,,,21564,15,8.428164213939995,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
644,,,,21559,20,10.592163861564766,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
645,,,,21549,30,13.120469412393467,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
646,,,,21539,40,4.163301643312365,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
647,,,,21529,50,1.2581487818003907,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
648,,,,21519,60,0.36572351992986396,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
649,,,,21509,70,0.2144070774449436,,,,,,,,Feature,,,,,Category,,Subject,,,,,,
650,,,,21578,1,0.4614880620659364,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
651,,,,21574,5,2.30255345187203,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
652,,,,21569,10,4.573786151995147,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
653,,,,21564,15,6.710477980316735,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
654,,,,21559,20,8.591369051420282,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
655,,,,21549,30,11.36494001181261,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
656,,,,21539,40,5.497385189897236,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
657,,,,21529,50,2.5464391514429865,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
658,,,,21519,60,1.3430980795414762,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
659,,,,21509,70,1.0626506898403,,,,,,,,,Feature,,,,Category,,Subject,,,,,,
660,,,,21578,1,0.4296235189783745,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
661,,,,21574,5,2.146649117987829,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
662,,,,21569,10,4.278591671005858,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
663,,,,21564,15,6.3323593972894425,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
664,,,,21559,20,8.220773254566756,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
665,,,,21549,30,11.169209178596992,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
666,,,,21539,40,5.762070768103653,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
667,,,,21529,50,2.5664417925989778,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
668,,,,21519,60,1.1264371015158627,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
669,,,,21509,70,0.7986243560066982,,,,,,,,,,Feature,,,Category,,Subject,,,,,,
670,,,,21578,1,0.6736440159548401,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
671,,,,21574,5,3.3677036089269046,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
672,,,,21569,10,6.703262397464937,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
673,,,,21564,15,9.744735292110128,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
674,,,,21559,20,12.040448044642877,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
675,,,,21549,30,14.02226319314986,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
676,,,,21539,40,2.792828453542729,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
677,,,,21529,50,0.4752737750166491,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
678,,,,21519,60,0.09490624252593854,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
679,,,,21509,70,0.05079172265136847,,,,,,,,,,,Feature,,Category,,Subject,,,,,,
680,,,,21578,1,0.4188999963170874,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
681,,,,21574,5,2.092311915890047,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
682,,,,21569,10,4.16293698934264,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
683,,,,21564,15,6.152429573387793,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
684,,,,21559,20,7.9698858130061545,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
685,,,,21549,30,10.788609602659504,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
686,,,,21539,40,0.0,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
687,,,,21529,50,0.0,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
688,,,,21519,60,0.0,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
689,,,,21509,70,1.0305761718513669,,,,,,,,,,,,Feature,Category,,Subject,,,,,,
690,,Category,Feature,21578,1,0.5803515495969471,,,,,,,,,,,,,,,,Subject,,,,,
691,,Category,Feature,21574,5,2.9000902826588444,,,,,,,,,,,,,,,,Subject,,,,,
692,,Category,Feature,21569,10,5.768948746497444,,,,,,,,,,,,,,,,Subject,,,,,
693,,Category,Feature,21564,15,8.428164213939995,,,,,,,,,,,,,,,,Subject,,,,,
694,,Category,Feature,21559,20,10.592163861564766,,,,,,,,,,,,,,,,Subject,,,,,
695,,Category,Feature,21549,30,13.120469412393467,,,,,,,,,,,,,,,,Subject,,,,,
696,,Category,Feature,21539,40,4.163301643312365,,,,,,,,,,,,,,,,Subject,,,,,
697,,Category,Feature,21529,50,1.2581487818003907,,,,,,,,,,,,,,,,Subject,,,,,
698,,Category,Feature,21519,60,0.36572351992986396,,,,,,,,,,,,,,,,Subject,,,,,
699,,Category,Feature,21509,70,0.2144070774449436,,,,,,,,,,,,,,,,Subject,,,,,
700,,,,21578,1,0.006815055059825979,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
701,,,,21574,5,0.03296342716429707,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
702,,,,21569,10,0.06414771462906065,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
703,,,,21564,15,0.09365527103194501,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
704,,,,21559,20,0.122152584923725,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
705,,,,21549,30,0.1791635951505523,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
706,,,,21539,40,0.21523875875587384,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
707,,,,21529,50,0.23929837191661313,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
708,,,,21519,60,0.2538771736666256,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
709,,,,21509,70,0.24966336669927117,Category,Feature,,,,,,,,,,,,,,Subject,,,,,
710,,,,21578,1,0.02443067168551251,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
711,,,,21574,5,0.11778539871884873,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
712,,,,21569,10,0.22427983275410912,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
713,,,,21564,15,0.3265642602909579,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
714,,,,21559,20,0.42454325726107334,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
715,,,,21549,30,0.6124064773906785,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
716,,,,21539,40,0.6858656987451013,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
717,,,,21529,50,0.722194753723505,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
718,,,,21519,60,0.7424810092714054,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
719,,,,21509,70,0.7502627487465703,Category,,Feature,,,,,,,,,,,,,Subject,,,,,
720,,,,21578,1,0.4188999963170874,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
721,,,,21574,5,2.092311915890047,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
722,,,,21569,10,4.16293698934264,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
723,,,,21564,15,6.152429573387793,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
724,,,,21559,20,7.9698858130061545,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
725,,,,21549,30,10.788609602659504,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
726,,,,21539,40,0.0,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
727,,,,21529,50,0.0,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
728,,,,21519,60,0.0,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
729,,,,21509,70,1.0305761718513669,Category,,,Feature,,,,,,,,,,,,Subject,,,,,
730,,,,21578,1,0.01386934880084949,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
731,,,,21574,5,0.06816909408107703,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
732,,,,21569,10,0.1333854308204736,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
733,,,,21564,15,0.19685160008113525,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
734,,,,21559,20,0.2565416366072133,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
735,,,,21549,30,0.3659591151381923,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
736,,,,21539,40,0.40738670210527606,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
737,,,,21529,50,0.4292817588742633,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
738,,,,21519,60,0.45578776405673277,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
739,,,,21509,70,0.46290904669312705,Category,,,,Feature,,,,,,,,,,,Subject,,,,,
740,,,,21578,1,0.11077096785262436,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
741,,,,21574,5,0.4659593821543185,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
742,,,,21569,10,0.8388034502331195,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
743,,,,21564,15,1.1368051878594199,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
744,,,,21559,20,1.3874635958218218,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
745,,,,21549,30,1.8226017654082964,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
746,,,,21539,40,1.6075163355087945,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
747,,,,21529,50,1.5769738518595047,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
748,,,,21519,60,1.5682170682657073,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
749,,,,21509,70,1.5566588700203299,Category,,,,,Feature,,,,,,,,,,Subject,,,,,
750,,,,21578,1,0.010675105825835371,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
751,,,,21574,5,0.05254962023634885,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
752,,,,21569,10,0.10211147575860953,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
753,,,,21564,15,0.14909332534798583,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
754,,,,21559,20,0.19227908624189255,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
755,,,,21549,30,0.2772233682221217,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
756,,,,21539,40,0.3179124394184695,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
757,,,,21529,50,0.33142838933445146,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
758,,,,21519,60,0.331683344169813,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
759,,,,21509,70,0.3254120163713245,Category,,,,,,Feature,,,,,,,,,Subject,,,,,
760,,,,21578,1,0.023622299568325136,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
761,,,,21574,5,0.11668204524683477,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
762,,,,21569,10,0.22894186554712248,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
763,,,,21564,15,0.33616578288854954,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
764,,,,21559,20,0.4374543708771727,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
765,,,,21549,30,0.6344083253193371,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
766,,,,21539,40,0.7134220294498901,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
767,,,,21529,50,0.7514415739655607,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
768,,,,21519,60,0.7781192892975136,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
769,,,,21509,70,0.7839563876537596,Category,,,,,,,Feature,,,,,,,,Subject,,,,,
770,,,,21578,1,0.016508366547442747,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
771,,,,21574,5,0.08126077337173342,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
772,,,,21569,10,0.16053025938501736,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
773,,,,21564,15,0.23582431569388618,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
774,,,,21559,20,0.30538950265153886,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
775,,,,21549,30,0.434693468002236,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
776,,,,21539,40,0.4880831735179258,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
777,,,,21529,50,0.5088224728776958,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
778,,,,21519,60,0.5271441402914794,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
779,,,,21509,70,0.5332834593164675,Category,,,,,,,,Feature,,,,,,,Subject,,,,,
780,,,,21578,1,0.016508366547442747,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
781,,,,21574,5,0.08043631104364278,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
782,,,,21569,10,0.15801680412471153,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
783,,,,21564,15,0.23390977588251935,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
784,,,,21559,20,0.30705671402203616,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
785,,,,21549,30,0.4526657600184772,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
786,,,,21539,40,0.5327603104704421,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
787,,,,21529,50,0.5785126096241063,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
788,,,,21519,60,0.6153198883419576,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
789,,,,21509,70,0.6303138759923284,Category,,,,,,,,,Feature,,,,,,Subject,,,,,
790,,,,21578,1,0.03111086824243655,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
791,,,,21574,5,0.15089288985937982,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
792,,,,21569,10,0.2904473186786922,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
793,,,,21564,15,0.4220365862333745,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
794,,,,21559,20,0.5417990386209965,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
795,,,,21549,30,0.7718442703075429,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
796,,,,21539,40,0.8329598470535108,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
797,,,,21529,50,0.8626381415728132,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
798,,,,21519,60,0.8914533102622412,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
799,,,,21509,70,0.8993630770211187,Category,,,,,,,,,,Feature,,,,,Subject,,,,,
800,,,,21578,1,0.12348025222805821,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
801,,,,21574,5,0.49423797026481997,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
802,,,,21569,10,0.8835243177088458,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
803,,,,21564,15,1.1862743846559851,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
804,,,,21559,20,1.4355842761148145,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
805,,,,21549,30,1.8648691581902133,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
806,,,,21539,40,1.616865688836362,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
807,,,,21529,50,1.5894772995439437,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
808,,,,21519,60,1.5705118074582112,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
809,,,,21509,70,1.5598684174589108,Category,,,,,,,,,,,Feature,,,,Subject,,,,,
810,,,,21578,1,0.37255387178474153,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
811,,,,21574,5,1.8571501928952248,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
812,,,,21569,10,3.693469405789378,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
813,,,,21564,15,5.45865476460773,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
814,,,,21559,20,7.081169503208351,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
815,,,,21549,30,9.753521210126046,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
816,,,,21539,40,6.039568097773146,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
817,,,,21529,50,3.5028332855396784,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
818,,,,21519,60,2.077293181378598,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
819,,,,21509,70,1.685314132872499,,Feature,,,,,,,,,,,Category,,,Subject,,,,,
820,,,,21578,1,0.005801142890062376,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
821,,,,21574,5,0.02778792992342002,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
822,,,,21569,10,0.053609920265004184,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
823,,,,21564,15,0.07764636512735584,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
824,,,,21559,20,0.10066810640627012,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
825,,,,21549,30,0.1460291028420934,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
826,,,,21539,40,0.16879876249296222,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
827,,,,21529,50,0.18121897916396643,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
828,,,,21519,60,0.18731975087247565,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
829,,,,21509,70,0.18938847422247956,,,Feature,,,,,,,,,,Category,,,Subject,,,,,
830,,,,21578,1,0.997790201574157,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
831,,,,21574,5,4.985793243499537,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
832,,,,21569,10,9.933897865023201,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
833,,,,21564,15,13.79121561776507,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
834,,,,21559,20,14.372996007776347,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
835,,,,21549,30,14.395333300897459,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
836,,,,21539,40,0.09115170341545219,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
837,,,,21529,50,0.0,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
838,,,,21519,60,0.0,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
839,,,,21509,70,0.0,,,,Feature,,,,,,,,,Category,,,Subject,,,,,
840,,,,21578,1,0.3008092345001453,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
841,,,,21574,5,1.499912990027513,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
842,,,,21569,10,2.9850715378067374,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
843,,,,21564,15,4.42460269474047,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
844,,,,21559,20,5.780954710535097,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
845,,,,21549,30,8.150988177504043,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
846,,,,21539,40,5.94742824532465,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
847,,,,21529,50,4.010836229358873,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
848,,,,21519,60,2.679529221344968,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
849,,,,21509,70,2.285347246807395,,,,,Feature,,,,,,,,Category,,,Subject,,,,,
850,,,,21578,1,0.7369961159351097,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
851,,,,21574,5,3.684194037795077,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
852,,,,21569,10,7.338314932490012,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
853,,,,21564,15,10.6295931269628,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
854,,,,21559,20,12.844551050054267,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
855,,,,21549,30,14.278091617012853,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
856,,,,21539,40,0.0,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
857,,,,21529,50,0.0,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
858,,,,21519,60,0.0,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
859,,,,21509,70,0.005889657182910226,,,,,,Feature,,,,,,,Category,,,Subject,,,,,
860,,,,21578,1,0.4455281359408906,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
861,,,,21574,5,2.2230954869454935,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
862,,,,21569,10,4.425601208404959,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
863,,,,21564,15,6.519021917520446,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
