,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,colonel brandon,edward,elinor,lucy,mrs. dashwood,mrs. jennings,sir john
1439,,,,21509,70,0.857344775615235,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1440,,,,21578,1,0.37255387178474153,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1441,,,,21574,5,1.8571501928952248,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1442,,,,21569,10,3.693469405789378,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1443,,,,21564,15,5.45865476460773,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1444,,,,21559,20,7.081169503208351,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1445,,,,21549,30,9.753521210126046,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1446,,,,21539,40,6.039568097773146,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1447,,,,21529,50,3.5028332855396784,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1448,,,,21519,60,2.077293181378598,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1449,,,,21509,70,1.685314132872499,Category,,,,,,Feature,,,,,,,,,,,,Subject,,
1450,,,,21578,1,0.015198917349146208,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1451,,,,21574,5,0.07408194764622075,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1452,,,,21569,10,0.14414199563083555,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1453,,,,21564,15,0.21123358739196696,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1454,,,,21559,20,0.27580127816386,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1455,,,,21549,30,0.3985790239243017,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1456,,,,21539,40,0.45652585715414606,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1457,,,,21529,50,0.4930743028183086,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1458,,,,21519,60,0.5263957456671026,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1459,,,,21509,70,0.5380139837313486,Category,,,,,,,Feature,,,,,,,,,,,Subject,,
1460,,,,21578,1,0.5803515495969471,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1461,,,,21574,5,2.9000902826588444,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1462,,,,21569,10,5.768948746497444,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1463,,,,21564,15,8.428164213939995,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1464,,,,21559,20,10.592163861564766,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1465,,,,21549,30,13.120469412393467,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1466,,,,21539,40,4.163301643312365,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1467,,,,21529,50,1.2581487818003907,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1468,,,,21519,60,0.36572351992986396,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1469,,,,21509,70,0.2144070774449436,Category,,,,,,,,Feature,,,,,,,,,,Subject,,
1470,,,,21578,1,0.06442742161029698,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1471,,,,21574,5,0.31885833672500835,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1472,,,,21569,10,0.6323706321125847,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1473,,,,21564,15,0.9415156892466262,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1474,,,,21559,20,1.243809726542336,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1475,,,,21549,30,1.8253485752840366,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1476,,,,21539,40,1.9829521796142282,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1477,,,,21529,50,1.9754572046857213,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1478,,,,21519,60,1.951425222434882,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1479,,,,21509,70,1.9445653561894096,Category,,,,,,,,,Feature,,,,,,,,,Subject,,
1480,,,,21578,1,0.019073927632328364,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1481,,,,21574,5,0.0907085621283286,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1482,,,,21569,10,0.17740065672478483,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1483,,,,21564,15,0.2578939126887919,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1484,,,,21559,20,0.3350456770605082,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1485,,,,21549,30,0.477733917695942,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1486,,,,21539,40,0.5249103268450204,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1487,,,,21529,50,0.5414212710338772,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1488,,,,21519,60,0.5569582375356372,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1489,,,,21509,70,0.5633533903251704,Category,,,,,,,,,,Feature,,,,,,,,Subject,,
1490,,,,21578,1,0.07244844728246512,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1491,,,,21574,5,0.35135732103950024,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1492,,,,21569,10,0.6898049814125097,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1493,,,,21564,15,1.016006949520752,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1494,,,,21559,20,1.3309705063557298,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1495,,,,21549,30,1.9292864489763972,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1496,,,,21539,40,2.0391247465686364,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1497,,,,21529,50,2.026455668289714,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1498,,,,21519,60,2.016199141688965,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1499,,,,21509,70,2.014849423162812,Category,,,,,,,,,,,Feature,,,,,,,Subject,,
1500,,,,21578,1,0.37255387178474153,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1501,,,,21574,5,1.8571501928952248,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1502,,,,21569,10,3.693469405789378,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1503,,,,21564,15,5.45865476460773,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1504,,,,21559,20,7.081169503208351,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1505,,,,21549,30,9.753521210126046,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1506,,,,21539,40,6.039568097773146,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1507,,,,21529,50,3.5028332855396784,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1508,,,,21519,60,2.077293181378598,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1509,,,,21509,70,1.685314132872499,,Feature,,,,,,,,,,,Category,,,,,,Subject,,
1510,,,,21578,1,0.36791627263616095,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1511,,,,21574,5,1.703243978603283,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1512,,,,21569,10,3.2391423091025247,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1513,,,,21564,15,4.54209152812002,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1514,,,,21559,20,5.523759050331746,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1515,,,,21549,30,6.9015584653838635,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1516,,,,21539,40,4.3240624737682225,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1517,,,,21529,50,3.4905448514435444,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1518,,,,21519,60,3.0506326535438277,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1519,,,,21509,70,2.909743686776658,,,Feature,,,,,,,,,,Category,,,,,,Subject,,
1520,,,,21578,1,0.9977976021531187,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1521,,,,21574,5,4.985836546208018,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1522,,,,21569,10,9.934190099634243,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1523,,,,21564,15,13.791528866118906,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1524,,,,21559,20,14.373088776457639,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1525,,,,21549,30,14.395333300897459,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1526,,,,21539,40,0.09115170341545219,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1527,,,,21529,50,0.0,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1528,,,,21519,60,0.0,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1529,,,,21509,70,0.0,,,,Feature,,,,,,,,,Category,,,,,,Subject,,
1530,,,,21578,1,0.4296235189783745,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1531,,,,21574,5,2.146649117987829,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1532,,,,21569,10,4.278591671005858,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1533,,,,21564,15,6.3323593972894425,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1534,,,,21559,20,8.220773254566756,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1535,,,,21549,30,11.169209178596992,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1536,,,,21539,40,5.762070768103653,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1537,,,,21529,50,2.5664417925989778,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1538,,,,21519,60,1.1264371015158627,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1539,,,,21509,70,0.7986243560066982,,,,,Feature,,,,,,,,Category,,,,,,Subject,,
1540,,,,21578,1,0.03861116718827015,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1541,,,,21574,5,0.1788201393040462,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1542,,,,21569,10,0.33474385975263643,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1543,,,,21564,15,0.47036566141289327,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1544,,,,21559,20,0.5898029545592373,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1545,,,,21549,30,0.7951813584811458,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1546,,,,21539,40,0.7602895559163291,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1547,,,,21529,50,0.7325102088209463,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1548,,,,21519,60,0.7208431333841352,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1549,,,,21509,70,0.7186019073529859,,,,,,Feature,,,,,,,Category,,,,,,Subject,,
1550,,,,21578,1,0.4455281359408906,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1551,,,,21574,5,2.2230954869454935,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1552,,,,21569,10,4.425601208404959,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1553,,,,21564,15,6.519021917520446,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1554,,,,21559,20,8.384467385004621,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1555,,,,21549,30,11.16435230712155,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1556,,,,21539,40,5.648985214652881,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1557,,,,21529,50,2.7086935774078547,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1558,,,,21519,60,1.3875693654500687,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1559,,,,21509,70,1.0846537926019664,,,,,,,Feature,,,,,,Category,,,,,,Subject,,
1560,,,,21578,1,0.4614880620659364,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1561,,,,21574,5,2.30255345187203,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1562,,,,21569,10,4.573786151995147,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1563,,,,21564,15,6.710477980316735,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1564,,,,21559,20,8.591369051420282,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1565,,,,21549,30,11.36494001181261,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1566,,,,21539,40,5.497385189897236,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1567,,,,21529,50,2.5464391514429865,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1568,,,,21519,60,1.3430980795414762,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1569,,,,21509,70,1.0626506898403,,,,,,,,Feature,,,,,Category,,,,,,Subject,,
1570,,,,21578,1,0.20716727486588488,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1571,,,,21574,5,0.9522676893172556,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1572,,,,21569,10,1.822414613182582,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1573,,,,21564,15,2.611508132365978,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1574,,,,21559,20,3.3279391914737158,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1575,,,,21549,30,4.559165584164745,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1576,,,,21539,40,3.9719872945781796,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1577,,,,21529,50,3.5546037039016247,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1578,,,,21519,60,3.208259863721476,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1579,,,,21509,70,3.073362608944018,,,,,,,,,Feature,,,,Category,,,,,,Subject,,
1580,,,,21578,1,0.4455281359408906,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1581,,,,21574,5,2.2230954869454935,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1582,,,,21569,10,4.425601208404959,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1583,,,,21564,15,6.519021917520446,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1584,,,,21559,20,8.384467385004621,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1585,,,,21549,30,11.16435230712155,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1586,,,,21539,40,5.648985214652881,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1587,,,,21529,50,2.7086935774078547,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1588,,,,21519,60,1.3875693654500687,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1589,,,,21509,70,1.0846537926019664,,,,,,,,,,Feature,,,Category,,,,,,Subject,,
1590,,,,21578,1,0.6736440159548401,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1591,,,,21574,5,3.3677036089269046,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1592,,,,21569,10,6.703262397464937,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1593,,,,21564,15,9.744735292110128,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1594,,,,21559,20,12.040448044642877,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1595,,,,21549,30,14.02226319314986,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1596,,,,21539,40,2.792828453542729,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1597,,,,21529,50,0.4752737750166491,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1598,,,,21519,60,0.09490624252593854,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1599,,,,21509,70,0.05079172265136847,,,,,,,,,,,Feature,,Category,,,,,,Subject,,
1600,,,,21578,1,0.005284441743944623,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1601,,,,21574,5,0.025473113135623716,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1602,,,,21569,10,0.05028948966172999,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1603,,,,21564,15,0.07511114683607995,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1604,,,,21559,20,0.09993807511515725,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1605,,,,21549,30,0.14960770649034502,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1606,,,,21539,40,0.18443123876414946,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1607,,,,21529,50,0.20720794797668007,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1608,,,,21519,60,0.22705844543945247,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1609,,,,21509,70,0.23449629058317334,,,,,,,,,,,,Feature,Category,,,,,,Subject,,
1610,,Category,Feature,21578,1,0.20716727486588488,,,,,,,,,,,,,,,,,,,,Subject,
1611,,Category,Feature,21574,5,0.9522676893172556,,,,,,,,,,,,,,,,,,,,Subject,
1612,,Category,Feature,21569,10,1.822414613182582,,,,,,,,,,,,,,,,,,,,Subject,
1613,,Category,Feature,21564,15,2.611508132365978,,,,,,,,,,,,,,,,,,,,Subject,
1614,,Category,Feature,21559,20,3.3279391914737158,,,,,,,,,,,,,,,,,,,,Subject,
1615,,Category,Feature,21549,30,4.559165584164745,,,,,,,,,,,,,,,,,,,,Subject,
1616,,Category,Feature,21539,40,3.9719872945781796,,,,,,,,,,,,,,,,,,,,Subject,
1617,,Category,Feature,21529,50,3.5546037039016247,,,,,,,,,,,,,,,,,,,,Subject,
1618,,Category,Feature,21519,60,3.208259863721476,,,,,,,,,,,,,,,,,,,,Subject,
1619,,Category,Feature,21509,70,3.073362608944018,,,,,,,,,,,,,,,,,,,,Subject,
1620,,,,21578,1,0.3008092345001453,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1621,,,,21574,5,1.499912990027513,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1622,,,,21569,10,2.9850715378067374,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1623,,,,21564,15,4.42460269474047,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1624,,,,21559,20,5.780954710535097,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1625,,,,21549,30,8.150988177504043,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1626,,,,21539,40,5.94742824532465,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1627,,,,21529,50,4.010836229358873,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1628,,,,21519,60,2.679529221344968,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1629,,,,21509,70,2.285347246807395,Category,Feature,,,,,,,,,,,,,,,,,,Subject,
1630,,,,21578,1,0.0689485467552735,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1631,,,,21574,5,0.34188247607788924,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1632,,,,21569,10,0.6768126062137019,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1633,,,,21564,15,1.003899284957421,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1634,,,,21559,20,1.323002768557401,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1635,,,,21549,30,1.9360486333227833,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1636,,,,21539,40,2.117353673802229,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1637,,,,21529,50,2.1464991021737974,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1638,,,,21519,60,2.1373320510081095,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1639,,,,21509,70,2.1275942858636365,Category,,Feature,,,,,,,,,,,,,,,,,Subject,
1640,,,,21578,1,0.019073927632328364,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1641,,,,21574,5,0.0907085621283286,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1642,,,,21569,10,0.17740065672478483,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1643,,,,21564,15,0.2578939126887919,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1644,,,,21559,20,0.3350456770605082,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1645,,,,21549,30,0.477733917695942,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1646,,,,21539,40,0.5249103268450204,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1647,,,,21529,50,0.5414212710338772,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1648,,,,21519,60,0.5569582375356372,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1649,,,,21509,70,0.5633533903251704,Category,,,Feature,,,,,,,,,,,,,,,,Subject,
1650,,,,21578,1,0.997790201574157,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1651,,,,21574,5,4.98582016867016,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1652,,,,21569,10,9.934185707717342,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1653,,,,21564,15,13.79122789111447,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1654,,,,21559,20,14.373088776457639,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1655,,,,21549,30,14.395333300897459,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1656,,,,21539,40,0.09115170341545219,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1657,,,,21529,50,0.0,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1658,,,,21519,60,0.0,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1659,,,,21509,70,0.0,Category,,,,Feature,,,,,,,,,,,,,,,Subject,
1660,,,,21578,1,0.014314902304568056,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1661,,,,21574,5,0.06716506127081932,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1662,,,,21569,10,0.1292532958988904,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1663,,,,21564,15,0.18687501024734005,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1664,,,,21559,20,0.23718726135457371,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1665,,,,21549,30,0.330586001608195,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1666,,,,21539,40,0.3638695525496533,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1667,,,,21529,50,0.38661607421717326,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1668,,,,21519,60,0.4155445395696878,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1669,,,,21509,70,0.4264415018352754,Category,,,,,Feature,,,,,,,,,,,,,,Subject,
1670,,,,21578,1,0.005284441743944623,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1671,,,,21574,5,0.025473113135623716,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1672,,,,21569,10,0.05028948966172999,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1673,,,,21564,15,0.07511114683607995,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1674,,,,21559,20,0.09993807511515725,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1675,,,,21549,30,0.14960770649034502,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1676,,,,21539,40,0.18443123876414946,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1677,,,,21529,50,0.20720794797668007,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1678,,,,21519,60,0.22705844543945247,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1679,,,,21509,70,0.23449629058317334,Category,,,,,,Feature,,,,,,,,,,,,,Subject,
1680,,,,21578,1,0.06442742161029698,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1681,,,,21574,5,0.31885833672500835,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1682,,,,21569,10,0.6323706321125847,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1683,,,,21564,15,0.9415156892466262,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1684,,,,21559,20,1.243809726542336,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1685,,,,21549,30,1.8253485752840366,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1686,,,,21539,40,1.9829521796142282,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1687,,,,21529,50,1.9754572046857213,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1688,,,,21519,60,1.951425222434882,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1689,,,,21509,70,1.9445653561894096,Category,,,,,,,Feature,,,,,,,,,,,,Subject,
1690,,,,21578,1,0.01949523117948726,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1691,,,,21574,5,0.09127597944415725,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1692,,,,21569,10,0.17602861546145582,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1693,,,,21564,15,0.25689577509129535,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1694,,,,21559,20,0.3338098955851634,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1695,,,,21549,30,0.47490045965409405,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1696,,,,21539,40,0.5167859382793902,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1697,,,,21529,50,0.5350923661146598,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1698,,,,21519,60,0.5467358707482934,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1699,,,,21509,70,0.5509560440232018,Category,,,,,,,,Feature,,,,,,,,,,,Subject,
1700,,,,21578,1,0.3008092345001453,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1701,,,,21574,5,1.499912990027513,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1702,,,,21569,10,2.9850715378067374,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1703,,,,21564,15,4.42460269474047,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1704,,,,21559,20,5.780954710535097,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1705,,,,21549,30,8.150988177504043,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1706,,,,21539,40,5.94742824532465,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1707,,,,21529,50,4.010836229358873,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1708,,,,21519,60,2.679529221344968,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1709,,,,21509,70,2.285347246807395,Category,,,,,,,,,Feature,,,,,,,,,,Subject,
1710,,,,21578,1,0.6736440159548401,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1711,,,,21574,5,3.3677036089269046,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1712,,,,21569,10,6.703262397464937,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1713,,,,21564,15,9.744735292110128,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1714,,,,21559,20,12.040448044642877,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1715,,,,21549,30,14.02226319314986,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1716,,,,21539,40,2.792828453542729,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1717,,,,21529,50,0.4752737750166491,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1718,,,,21519,60,0.09490624252593854,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1719,,,,21509,70,0.05079172265136847,Category,,,,,,,,,,Feature,,,,,,,,,Subject,
1720,,,,21578,1,0.2554971949705433,Category,,,,,,,,,,,Feature,,,,,,,,Subject,
1721,,,,21574,5,1.2218559654414447,Category,,,,,,,,,,,Feature,,,,,,,,Subject,
1722,,,,21569,10,2.3661591197222256,Category,,,,,,,,,,,Feature,,,,,,,,Subject,
1723,,,,21564,15,3.4051068548758328,Category,,,,,,,,,,,Feature,,,,,,,,Subject,
1724,,,,21559,20,4.302343498409585,Category,,,,,,,,,,,Feature,,,,,,,,Subject,
