,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,annette,bertrand,blanche,dorothee,ludovico,madame cheron,madame montoni,signor,st. aubert,ugo
1441,,,,50915,5,0.04366236146449387,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1442,,,,50910,10,0.08619744295988381,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1443,,,,50905,15,0.12608992526463636,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1444,,,,50900,20,0.16363710390972203,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1445,,,,50890,30,0.23547504009602765,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1446,,,,50880,40,0.2705552724336616,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1447,,,,50870,50,0.29123327043922465,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1448,,,,50860,60,0.30433841731433775,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1449,,,,50850,70,0.30837723787711707,Category,,,,,,Feature,,,,,,,,,,,,Subject,,,,,
1450,,,,50919,1,0.007381198653804093,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1451,,,,50915,5,0.0363846638733614,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1452,,,,50910,10,0.07240414899402159,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1453,,,,50905,15,0.10796346389658845,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1454,,,,50900,20,0.1420089575609228,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1455,,,,50890,30,0.2085700522989813,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1456,,,,50880,40,0.24920044151153772,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1457,,,,50870,50,0.27143459747019516,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1458,,,,50860,60,0.2890569367446804,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1459,,,,50850,70,0.2943801145410297,Category,,,,,,,Feature,,,,,,,,,,,Subject,,,,,
1460,,,,50919,1,0.5888664635470652,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1461,,,,50915,5,2.9391641941297215,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1462,,,,50910,10,5.8591772456392395,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1463,,,,50905,15,8.635200080715821,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1464,,,,50900,20,10.99104172459978,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1465,,,,50890,30,13.945837027600053,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1466,,,,50880,40,4.456001670841873,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1467,,,,50870,50,1.3278940032888322,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1468,,,,50860,60,0.44557248415196044,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1469,,,,50850,70,0.2945503600255296,Category,,,,,,,,Feature,,,,,,,,,,Subject,,,,,
1470,,,,50919,1,0.004787562228373205,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1471,,,,50915,5,0.023937469693169424,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1472,,,,50910,10,0.04787407903623331,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1473,,,,50905,15,0.07146999482616265,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1474,,,,50900,20,0.09437328886131238,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1475,,,,50890,30,0.13993073168525494,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1476,,,,50880,40,0.17280172578394948,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1477,,,,50870,50,0.19634710440022252,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1478,,,,50860,60,0.2126238100059662,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1479,,,,50850,70,0.2178941033744507,Category,,,,,,,,,Feature,,,,,,,,,Subject,,,,,
1480,,,,50919,1,0.5927812974034158,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1481,,,,50915,5,2.9578870669446244,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1482,,,,50910,10,5.898300004519057,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1483,,,,50905,15,8.696469828899847,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1484,,,,50900,20,11.06130944908813,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1485,,,,50890,30,13.985036753476873,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1486,,,,50880,40,4.429332847630018,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1487,,,,50870,50,1.3901967480701112,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1488,,,,50860,60,0.4763334499554046,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1489,,,,50850,70,0.321675062924678,Category,,,,,,,,,,Feature,,,,,,,,Subject,,,,,
1490,,,,50919,1,0.009638825484170239,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1491,,,,50915,5,0.0473396064705588,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1492,,,,50910,10,0.09289683784141577,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1493,,,,50905,15,0.13452126915069218,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1494,,,,50900,20,0.1743966886988242,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1495,,,,50890,30,0.24751441655559572,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1496,,,,50880,40,0.26982256824867584,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1497,,,,50870,50,0.27863022742529553,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1498,,,,50860,60,0.28513261576546184,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1499,,,,50850,70,0.288161514477376,Category,,,,,,,,,,,Feature,,,,,,,Subject,,,,,
1500,,,,50919,1,0.002701651983928812,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1501,,,,50915,5,0.01350865310698024,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1502,,,,50910,10,0.025790051017909137,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1503,,,,50905,15,0.03664149365437136,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1504,,,,50900,20,0.047103918155859285,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1505,,,,50890,30,0.06622748289396048,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1506,,,,50880,40,0.07698721306941274,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1507,,,,50870,50,0.08630398920723052,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1508,,,,50860,60,0.09587312806184267,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1509,,,,50850,70,0.09956941467056742,,Feature,,,,,,,,,,,Category,,,,,,Subject,,,,,
1510,,,,50919,1,0.6207477697106032,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1511,,,,50915,5,3.102416745449759,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1512,,,,50910,10,6.188848244722429,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1513,,,,50905,15,9.135977775860104,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1514,,,,50900,20,11.620696890414486,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1515,,,,50890,30,14.498106853160968,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1516,,,,50880,40,3.8217733909380494,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1517,,,,50870,50,0.8796184401107705,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1518,,,,50860,60,0.2584048483405221,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1519,,,,50850,70,0.16197734807819775,,,Feature,,,,,,,,,,Category,,,,,,Subject,,,,,
1520,,,,50919,1,0.002211904894963607,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1521,,,,50915,5,0.010389379839867742,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1522,,,,50910,10,0.02060716326929364,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1523,,,,50905,15,0.030826075898740535,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1524,,,,50900,20,0.04104611735994527,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1525,,,,50890,30,0.06028158026393793,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1526,,,,50880,40,0.07333747224289221,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1527,,,,50870,50,0.08191933679749476,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1528,,,,50860,60,0.08773070523380838,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1529,,,,50850,70,0.0901301280303005,,,,Feature,,,,,,,,,Category,,,,,,Subject,,,,,
1530,,,,50919,1,0.33201663452013447,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1531,,,,50915,5,1.6557383341678305,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1532,,,,50910,10,3.2987116655614157,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1533,,,,50905,15,4.89947187935832,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1534,,,,50900,20,6.420507817642522,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1535,,,,50890,30,9.07615551168005,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1536,,,,50880,40,6.152198473529956,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1537,,,,50870,50,3.89115447285799,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1538,,,,50860,60,2.4911690395709862,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1539,,,,50850,70,2.092966492475179,,,,,Feature,,,,,,,,Category,,,,,,Subject,,,,,
1540,,,,50919,1,0.7818134514625688,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1541,,,,50915,5,3.908415617303432,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1542,,,,50910,10,7.800933303138678,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1543,,,,50905,15,11.433648860865151,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1544,,,,50900,20,13.952865865814625,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1545,,,,50890,30,15.496563972446271,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1546,,,,50880,40,0.0,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1547,,,,50870,50,0.0,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1548,,,,50860,60,0.0,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1549,,,,50850,70,0.0083954279702993,,,,,,Feature,,,,,,,Category,,,,,,Subject,,,,,
1550,,,,50919,1,0.5927812974034158,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1551,,,,50915,5,2.9578870669446244,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1552,,,,50910,10,5.898300004519057,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1553,,,,50905,15,8.696469828899847,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1554,,,,50900,20,11.06130944908813,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1555,,,,50890,30,13.985036753476873,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1556,,,,50880,40,4.429332847630018,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1557,,,,50870,50,1.3901967480701112,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1558,,,,50860,60,0.4763334499554046,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1559,,,,50850,70,0.321675062924678,,,,,,,Feature,,,,,,Category,,,,,,Subject,,,,,
1560,,,,50919,1,0.5147760462728886,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1561,,,,50915,5,2.56520306722158,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1562,,,,50910,10,5.1029905142418555,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1563,,,,50905,15,7.509754933866527,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1564,,,,50900,20,9.577285021624999,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1565,,,,50890,30,12.486489844784554,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1566,,,,50880,40,5.279216076631367,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1567,,,,50870,50,2.278524067263607,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1568,,,,50860,60,1.0561704175120663,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1569,,,,50850,70,0.7726551521051318,,,,,,,,Feature,,,,,Category,,,,,,Subject,,,,,
1570,,,,50919,1,0.5888664635470652,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1571,,,,50915,5,2.9391641941297215,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1572,,,,50910,10,5.8591772456392395,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1573,,,,50905,15,8.635200080715821,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1574,,,,50900,20,10.99104172459978,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1575,,,,50890,30,13.945837027600053,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1576,,,,50880,40,4.456001670841873,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1577,,,,50870,50,1.3278940032888322,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1578,,,,50860,60,0.44557248415196044,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1579,,,,50850,70,0.2945503600255296,,,,,,,,,Feature,,,,Category,,,,,,Subject,,,,,
1580,,,,50919,1,0.4519003757318133,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1581,,,,50915,5,2.258688883982346,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1582,,,,50910,10,4.507641757611526,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1583,,,,50905,15,6.701251170505348,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1584,,,,50900,20,8.743521684283932,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1585,,,,50890,30,12.010835602600075,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1586,,,,50880,40,5.782702070686058,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1587,,,,50870,50,2.407368367887981,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1588,,,,50860,60,1.014427965661952,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1589,,,,50850,70,0.7249360849911856,,,,,,,,,,Feature,,,Category,,,,,,Subject,,,,,
1590,,,,50919,1,0.046373012907417036,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1591,,,,50915,5,0.1724260747769479,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1592,,,,50910,10,0.2934682876450315,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1593,,,,50905,15,0.383420316211685,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1594,,,,50900,20,0.4560827815496069,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1595,,,,50890,30,0.5701808715230494,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1596,,,,50880,40,0.4777273056145856,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1597,,,,50870,50,0.4565543945573641,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1598,,,,50860,60,0.44975301034533993,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1599,,,,50850,70,0.4481995291735265,,,,,,,,,,,Feature,,Category,,,,,,Subject,,,,,
1600,,,,50919,1,0.5068613536968853,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1601,,,,50915,5,2.5324537883864258,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1602,,,,50910,10,5.052197263047802,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1603,,,,50905,15,7.488434467357961,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1604,,,,50900,20,9.693128061907199,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1605,,,,50890,30,12.866049282628794,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1606,,,,50880,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1607,,,,50870,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1608,,,,50860,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1609,,,,50850,70,0.620376151081115,,,,,,,,,,,,Feature,Category,,,,,,Subject,,,,,
1610,,Category,Feature,50919,1,0.004787562228373205,,,,,,,,,,,,,,,,,,,,Subject,,,,
1611,,Category,Feature,50915,5,0.023937469693169424,,,,,,,,,,,,,,,,,,,,Subject,,,,
1612,,Category,Feature,50910,10,0.04787407903623331,,,,,,,,,,,,,,,,,,,,Subject,,,,
1613,,Category,Feature,50905,15,0.07146999482616265,,,,,,,,,,,,,,,,,,,,Subject,,,,
1614,,Category,Feature,50900,20,0.09437328886131238,,,,,,,,,,,,,,,,,,,,Subject,,,,
1615,,Category,Feature,50890,30,0.13993073168525494,,,,,,,,,,,,,,,,,,,,Subject,,,,
1616,,Category,Feature,50880,40,0.17280172578394948,,,,,,,,,,,,,,,,,,,,Subject,,,,
1617,,Category,Feature,50870,50,0.19634710440022252,,,,,,,,,,,,,,,,,,,,Subject,,,,
1618,,Category,Feature,50860,60,0.2126238100059662,,,,,,,,,,,,,,,,,,,,Subject,,,,
1619,,Category,Feature,50850,70,0.2178941033744507,,,,,,,,,,,,,,,,,,,,Subject,,,,
1620,,,,50919,1,0.6207477697106032,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1621,,,,50915,5,3.102416745449759,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1622,,,,50910,10,6.188848244722429,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1623,,,,50905,15,9.135977775860104,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1624,,,,50900,20,11.620696890414486,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1625,,,,50890,30,14.498106853160968,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1626,,,,50880,40,3.8217733909380494,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1627,,,,50870,50,0.8796184401107705,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1628,,,,50860,60,0.2584048483405221,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1629,,,,50850,70,0.16197734807819775,Category,Feature,,,,,,,,,,,,,,,,,,Subject,,,,
1630,,,,50919,1,0.1953197585569178,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1631,,,,50915,5,0.8852376201223845,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1632,,,,50910,10,1.6982024958774746,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1633,,,,50905,15,2.4498387083758164,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1634,,,,50900,20,3.1442584816306445,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1635,,,,50890,30,4.396831459417757,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1636,,,,50880,40,3.9601258493020124,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1637,,,,50870,50,3.633543358784472,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1638,,,,50860,60,3.349309561354991,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1639,,,,50850,70,3.2357653511409725,Category,,Feature,,,,,,,,,,,,,,,,,Subject,,,,
1640,,,,50919,1,0.5147760462728886,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1641,,,,50915,5,2.56520306722158,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1642,,,,50910,10,5.1029905142418555,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1643,,,,50905,15,7.509754933866527,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1644,,,,50900,20,9.577285021624999,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1645,,,,50890,30,12.486489844784554,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1646,,,,50880,40,5.279216076631367,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1647,,,,50870,50,2.278524067263607,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1648,,,,50860,60,1.0561704175120663,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1649,,,,50850,70,0.7726551521051318,Category,,,Feature,,,,,,,,,,,,,,,,Subject,,,,
1650,,,,50919,1,0.9999570291223396,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1651,,,,50915,5,4.996174911149922,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1652,,,,50910,10,9.975680806742615,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1653,,,,50905,15,14.445649769354961,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1654,,,,50900,20,15.585884616390485,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1655,,,,50890,30,15.635094570857227,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1656,,,,50880,40,0.0573867632507776,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1657,,,,50870,50,0.0,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1658,,,,50860,60,0.0,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1659,,,,50850,70,0.0,Category,,,,Feature,,,,,,,,,,,,,,,Subject,,,,
1660,,,,50919,1,0.007381198653804093,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1661,,,,50915,5,0.034336424728816824,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1662,,,,50910,10,0.06672635741985809,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1663,,,,50905,15,0.09756402845777755,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1664,,,,50900,20,0.12668532098214133,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1665,,,,50890,30,0.17987481722893173,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1666,,,,50880,40,0.20530080307069828,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1667,,,,50870,50,0.2199622220947594,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1668,,,,50860,60,0.23543018973183388,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1669,,,,50850,70,0.24091493627323893,Category,,,,,Feature,,,,,,,,,,,,,,Subject,,,,
1670,,,,50919,1,0.010438191909588342,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1671,,,,50915,5,0.05089376666583779,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1672,,,,50910,10,0.09780494008590661,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1673,,,,50905,15,0.14134467761537545,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1674,,,,50900,20,0.1817623707645984,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1675,,,,50890,30,0.2566869053886693,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1676,,,,50880,40,0.2806175986707219,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1677,,,,50870,50,0.2917077472092481,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1678,,,,50860,60,0.2966691635863157,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1679,,,,50850,70,0.29765369846237777,Category,,,,,,Feature,,,,,,,,,,,,,Subject,,,,
1680,,,,50919,1,0.7818134514625688,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1681,,,,50915,5,3.908415617303432,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1682,,,,50910,10,7.800933303138678,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1683,,,,50905,15,11.433648860865151,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1684,,,,50900,20,13.952865865814625,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1685,,,,50890,30,15.496563972446271,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1686,,,,50880,40,0.0,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1687,,,,50870,50,0.0,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1688,,,,50860,60,0.0,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1689,,,,50850,70,0.0083954279702993,Category,,,,,,,Feature,,,,,,,,,,,,Subject,,,,
1690,,,,50919,1,0.004337191082317901,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1691,,,,50915,5,0.021324524723861243,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1692,,,,50910,10,0.04240230502696989,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1693,,,,50905,15,0.0631064341337001,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1694,,,,50900,20,0.08316386595862887,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1695,,,,50890,30,0.12272358529978206,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1696,,,,50880,40,0.1503070417807184,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1697,,,,50870,50,0.17103734316215158,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1698,,,,50860,60,0.19061222546220838,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1699,,,,50850,70,0.19807624802128643,Category,,,,,,,,Feature,,,,,,,,,,,Subject,,,,
1700,,,,50919,1,0.0017078376248565823,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1701,,,,50915,5,0.008539591803085382,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1702,,,,50910,10,0.017080192700938295,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1703,,,,50905,15,0.02562180252266192,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1704,,,,50900,20,0.03325337298465624,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1705,,,,50890,30,0.04755139077756275,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1706,,,,50880,40,0.05613540588585725,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1707,,,,50870,50,0.06203435358932247,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1708,,,,50860,60,0.06594112198133584,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
1709,,,,50850,70,0.06746703455460777,Category,,,,,,,,,Feature,,,,,,,,,,Subject,,,,
