,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,annette,bertrand,blanche,dorothee,ludovico,madame cheron,madame montoni,signor,st. aubert,ugo
1710,,,,50919,1,0.011031189862814504,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1711,,,,50915,5,0.05210933677984118,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1712,,,,50910,10,0.09957488653787322,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1713,,,,50905,15,0.14191817074774868,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1714,,,,50900,20,0.1816412712698336,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1715,,,,50890,30,0.25780860241371306,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1716,,,,50880,40,0.2859130418920628,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1717,,,,50870,50,0.305770744058051,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1718,,,,50860,60,0.3240991935381396,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1719,,,,50850,70,0.32963616554185754,Category,,,,,,,,,,Feature,,,,,,,,,Subject,,,,
1720,,,,50919,1,0.023796042464161775,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1721,,,,50915,5,0.09966461213970747,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1722,,,,50910,10,0.18101465775062817,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1723,,,,50905,15,0.24772856181645653,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1724,,,,50900,20,0.30569980651476586,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1725,,,,50890,30,0.39981553663433167,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1726,,,,50880,40,0.36527879467366686,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1727,,,,50870,50,0.34644749280985987,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1728,,,,50860,60,0.3434252668896585,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1729,,,,50850,70,0.3454835374694506,Category,,,,,,,,,,,Feature,,,,,,,,Subject,,,,
1730,,,,50919,1,0.5068613536968853,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1731,,,,50915,5,2.5324537883864258,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1732,,,,50910,10,5.052197263047802,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1733,,,,50905,15,7.488434467357961,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1734,,,,50900,20,9.693128061907199,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1735,,,,50890,30,12.866049282628794,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1736,,,,50880,40,0.0,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1737,,,,50870,50,0.0,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1738,,,,50860,60,0.0,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1739,,,,50850,70,0.620376151081115,,Feature,,,,,,,,,,,Category,,,,,,,Subject,,,,
1740,,,,50919,1,0.6207477697106032,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1741,,,,50915,5,3.102416745449759,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1742,,,,50910,10,6.188848244722429,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1743,,,,50905,15,9.135977775860104,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1744,,,,50900,20,11.620696890414486,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1745,,,,50890,30,14.498106853160968,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1746,,,,50880,40,3.8217733909380494,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1747,,,,50870,50,0.8796184401107705,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1748,,,,50860,60,0.2584048483405221,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1749,,,,50850,70,0.16197734807819775,,,Feature,,,,,,,,,,Category,,,,,,,Subject,,,,
1750,,,,50919,1,0.040925167025333824,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1751,,,,50915,5,0.158804573009657,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1752,,,,50910,10,0.27320620741449486,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1753,,,,50905,15,0.35887744444851805,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1754,,,,50900,20,0.42902231818581904,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1755,,,,50890,30,0.5402642952183713,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1756,,,,50880,40,0.4648574242250352,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1757,,,,50870,50,0.44576980131949423,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1758,,,,50860,60,0.4364164102299979,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1759,,,,50850,70,0.4338171516221074,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,
1760,,,,50919,1,0.7818134514625688,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1761,,,,50915,5,3.908415617303432,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1762,,,,50910,10,7.800933303138678,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1763,,,,50905,15,11.433648860865151,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1764,,,,50900,20,13.952865865814625,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1765,,,,50890,30,15.496563972446271,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1766,,,,50880,40,0.0,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1767,,,,50870,50,0.0,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1768,,,,50860,60,0.0,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1769,,,,50850,70,0.0083954279702993,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,
1770,,,,50919,1,0.9999570291223396,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1771,,,,50915,5,4.996174911149922,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1772,,,,50910,10,9.975680806742615,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1773,,,,50905,15,14.445649769354961,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1774,,,,50900,20,15.585884616390485,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1775,,,,50890,30,15.635094570857227,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1776,,,,50880,40,0.0573867632507776,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1777,,,,50870,50,0.0,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1778,,,,50860,60,0.0,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1779,,,,50850,70,0.0,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,
1780,,,,50919,1,0.33201663452013447,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1781,,,,50915,5,1.6557383341678305,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1782,,,,50910,10,3.2987116655614157,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1783,,,,50905,15,4.89947187935832,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1784,,,,50900,20,6.420507817642522,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1785,,,,50890,30,9.07615551168005,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1786,,,,50880,40,6.152198473529956,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1787,,,,50870,50,3.89115447285799,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1788,,,,50860,60,2.4911690395709862,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1789,,,,50850,70,2.092966492475179,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,
1790,,,,50919,1,0.4519003757318133,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1791,,,,50915,5,2.258688883982346,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1792,,,,50910,10,4.507641757611526,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1793,,,,50905,15,6.701251170505348,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1794,,,,50900,20,8.743521684283932,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1795,,,,50890,30,12.010835602600075,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1796,,,,50880,40,5.782702070686058,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1797,,,,50870,50,2.407368367887981,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1798,,,,50860,60,1.014427965661952,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1799,,,,50850,70,0.7249360849911856,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,
1800,,,,50919,1,0.5888664635470652,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1801,,,,50915,5,2.9391641941297215,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1802,,,,50910,10,5.8591772456392395,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1803,,,,50905,15,8.635200080715821,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1804,,,,50900,20,10.99104172459978,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1805,,,,50890,30,13.945837027600053,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1806,,,,50880,40,4.456001670841873,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1807,,,,50870,50,1.3278940032888322,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1808,,,,50860,60,0.44557248415196044,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1809,,,,50850,70,0.2945503600255296,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,
1810,,,,50919,1,0.5147760462728886,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1811,,,,50915,5,2.56520306722158,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1812,,,,50910,10,5.1029905142418555,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1813,,,,50905,15,7.509754933866527,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1814,,,,50900,20,9.577285021624999,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1815,,,,50890,30,12.486489844784554,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1816,,,,50880,40,5.279216076631367,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1817,,,,50870,50,2.278524067263607,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1818,,,,50860,60,1.0561704175120663,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1819,,,,50850,70,0.7726551521051318,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,
1820,,,,50919,1,0.33201663452013447,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1821,,,,50915,5,1.6557383341678305,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1822,,,,50910,10,3.2987116655614157,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1823,,,,50905,15,4.89947187935832,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1824,,,,50900,20,6.420507817642522,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1825,,,,50890,30,9.07615551168005,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1826,,,,50880,40,6.152198473529956,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1827,,,,50870,50,3.89115447285799,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1828,,,,50860,60,2.4911690395709862,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1829,,,,50850,70,2.092966492475179,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,
1830,,,,50919,1,0.5068613536968853,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1831,,,,50915,5,2.5324537883864258,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1832,,,,50910,10,5.052197263047802,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1833,,,,50905,15,7.488434467357961,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1834,,,,50900,20,9.693128061907199,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1835,,,,50890,30,12.866049282628794,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1836,,,,50880,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1837,,,,50870,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1838,,,,50860,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1839,,,,50850,70,0.620376151081115,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,
1840,,Category,Feature,50919,1,0.4519003757318133,,,,,,,,,,,,,,,,,,,,,Subject,,,
1841,,Category,Feature,50915,5,2.258688883982346,,,,,,,,,,,,,,,,,,,,,Subject,,,
1842,,Category,Feature,50910,10,4.507641757611526,,,,,,,,,,,,,,,,,,,,,Subject,,,
1843,,Category,Feature,50905,15,6.701251170505348,,,,,,,,,,,,,,,,,,,,,Subject,,,
1844,,Category,Feature,50900,20,8.743521684283932,,,,,,,,,,,,,,,,,,,,,Subject,,,
1845,,Category,Feature,50890,30,12.010835602600075,,,,,,,,,,,,,,,,,,,,,Subject,,,
1846,,Category,Feature,50880,40,5.782702070686058,,,,,,,,,,,,,,,,,,,,,Subject,,,
1847,,Category,Feature,50870,50,2.407368367887981,,,,,,,,,,,,,,,,,,,,,Subject,,,
1848,,Category,Feature,50860,60,1.014427965661952,,,,,,,,,,,,,,,,,,,,,Subject,,,
1849,,Category,Feature,50850,70,0.7249360849911856,,,,,,,,,,,,,,,,,,,,,Subject,,,
1850,,,,50919,1,0.01835028301806194,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1851,,,,50915,5,0.07167495229850147,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1852,,,,50910,10,0.12314975746862537,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1853,,,,50905,15,0.16435071426077322,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1854,,,,50900,20,0.1983121060026644,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1855,,,,50890,30,0.25659410123370907,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1856,,,,50880,40,0.24212262148597624,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1857,,,,50870,50,0.24291869986609924,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1858,,,,50860,60,0.24475244166238996,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1859,,,,50850,70,0.2463699667451613,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,
1860,,,,50919,1,0.5068613536968853,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1861,,,,50915,5,2.5324537883864258,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1862,,,,50910,10,5.052197263047802,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1863,,,,50905,15,7.488434467357961,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1864,,,,50900,20,9.693128061907199,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1865,,,,50890,30,12.866049282628794,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1866,,,,50880,40,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1867,,,,50870,50,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1868,,,,50860,60,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1869,,,,50850,70,0.620376151081115,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,
1870,,,,50919,1,0.5888664635470652,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1871,,,,50915,5,2.9391641941297215,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1872,,,,50910,10,5.8591772456392395,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1873,,,,50905,15,8.635200080715821,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1874,,,,50900,20,10.99104172459978,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1875,,,,50890,30,13.945837027600053,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1876,,,,50880,40,4.456001670841873,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1877,,,,50870,50,1.3278940032888322,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1878,,,,50860,60,0.44557248415196044,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1879,,,,50850,70,0.2945503600255296,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,
1880,,,,50919,1,0.9999570291223396,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1881,,,,50915,5,4.996174911149922,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1882,,,,50910,10,9.975680806742615,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1883,,,,50905,15,14.445649769354961,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1884,,,,50900,20,15.585884616390485,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1885,,,,50890,30,15.635094570857227,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1886,,,,50880,40,0.0573867632507776,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1887,,,,50870,50,0.0,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1888,,,,50860,60,0.0,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1889,,,,50850,70,0.0,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,
1890,,,,50919,1,0.5068613536968853,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1891,,,,50915,5,2.5324537883864258,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1892,,,,50910,10,5.052197263047802,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1893,,,,50905,15,7.488434467357961,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1894,,,,50900,20,9.693128061907199,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1895,,,,50890,30,12.866049282628794,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1896,,,,50880,40,0.0,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1897,,,,50870,50,0.0,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1898,,,,50860,60,0.0,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1899,,,,50850,70,0.620376151081115,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,
1900,,,,50919,1,0.5927812974034158,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1901,,,,50915,5,2.9578870669446244,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1902,,,,50910,10,5.898300004519057,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1903,,,,50905,15,8.696469828899847,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1904,,,,50900,20,11.06130944908813,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1905,,,,50890,30,13.985036753476873,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1906,,,,50880,40,4.429332847630018,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1907,,,,50870,50,1.3901967480701112,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1908,,,,50860,60,0.4763334499554046,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1909,,,,50850,70,0.321675062924678,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,
1910,,,,50919,1,0.7818134514625688,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1911,,,,50915,5,3.908415617303432,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1912,,,,50910,10,7.800933303138678,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1913,,,,50905,15,11.433648860865151,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1914,,,,50900,20,13.952865865814625,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1915,,,,50890,30,15.496563972446271,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1916,,,,50880,40,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1917,,,,50870,50,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1918,,,,50860,60,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1919,,,,50850,70,0.0083954279702993,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,
1920,,,,50919,1,0.0017078376248565823,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1921,,,,50915,5,0.008539591803085382,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1922,,,,50910,10,0.017080192700938295,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1923,,,,50905,15,0.02562180252266192,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1924,,,,50900,20,0.03325337298465624,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1925,,,,50890,30,0.04755139077756275,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1926,,,,50880,40,0.05613540588585725,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1927,,,,50870,50,0.06203435358932247,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1928,,,,50860,60,0.06594112198133584,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1929,,,,50850,70,0.06746703455460777,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,
1930,,,,50919,1,0.009032259262273691,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1931,,,,50915,5,0.04366236146449387,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1932,,,,50910,10,0.08619744295988381,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1933,,,,50905,15,0.12608992526463636,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1934,,,,50900,20,0.16363710390972203,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1935,,,,50890,30,0.23547504009602765,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1936,,,,50880,40,0.2705552724336616,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1937,,,,50870,50,0.29123327043922465,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1938,,,,50860,60,0.30433841731433775,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1939,,,,50850,70,0.30837723787711707,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,
1940,,,,50919,1,0.6207477697106032,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1941,,,,50915,5,3.102416745449759,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1942,,,,50910,10,6.188848244722429,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1943,,,,50905,15,9.135977775860104,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1944,,,,50900,20,11.620696890414486,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1945,,,,50890,30,14.498106853160968,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1946,,,,50880,40,3.8217733909380494,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1947,,,,50870,50,0.8796184401107705,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1948,,,,50860,60,0.2584048483405221,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1949,,,,50850,70,0.16197734807819775,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,
1950,,,,50919,1,0.5147760462728886,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1951,,,,50915,5,2.56520306722158,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1952,,,,50910,10,5.1029905142418555,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1953,,,,50905,15,7.509754933866527,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1954,,,,50900,20,9.577285021624999,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1955,,,,50890,30,12.486489844784554,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1956,,,,50880,40,5.279216076631367,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1957,,,,50870,50,2.278524067263607,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1958,,,,50860,60,1.0561704175120663,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1959,,,,50850,70,0.7726551521051318,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,
1960,,,,50919,1,0.47036990499287107,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1961,,,,50915,5,2.3468694522564713,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1962,,,,50910,10,4.677165582282875,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1963,,,,50905,15,6.921186329480848,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1964,,,,50900,20,8.94295767720977,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1965,,,,50890,30,12.04070948736734,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1966,,,,50880,40,5.679507857648953,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1967,,,,50870,50,2.484766602341368,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1968,,,,50860,60,1.1726414703037369,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1969,,,,50850,70,0.8750270313903563,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,
1970,,,,50919,1,0.002701651983928812,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1971,,,,50915,5,0.01350865310698024,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1972,,,,50910,10,0.025790051017909137,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1973,,,,50905,15,0.03664149365437136,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1974,,,,50900,20,0.047103918155859285,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1975,,,,50890,30,0.06622748289396048,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1976,,,,50880,40,0.07698721306941274,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1977,,,,50870,50,0.08630398920723052,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1978,,,,50860,60,0.09587312806184267,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1979,,,,50850,70,0.09956941467056742,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,
1980,,,,50919,1,0.002211904894963607,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,
