,L_NRCw_Em_anger,L_NRCw_Em_anticipation,L_NRCw_Em_disgust,L_NRCw_Em_fear,L_NRCw_Em_joy,L_NRCw_Em_negative,L_NRCw_Em_positive,L_NRCw_Em_sadness,L_NRCw_Em_surprise,L_NRCw_Em_trust,R_agent,R_patient,R_possessive,i,lemma,neg,t,text
47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,397,virtue,False,354,virtue
48,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,411,hero,False,399,hero
49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,425,conviction,False,399,conviction
50,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,440,prejudice,False,399,prejudicing
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,443,doctrine,False,399,doctrine
52,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,446,kind,False,399,kind
53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,452,subject,False,449,subject
54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,456,interest,False,449,interest
55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,459,author,False,449,author
56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,465,begin,False,449,begun
57,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,468,majestic,False,449,majestic
58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,486,regret,False,449,regretted
59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,493,environ,False,488,environs
60,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,500,cold,False,497,cold
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,502,rainy,False,497,rainy
62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,512,blaze,False,497,blazing
63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,514,fire,False,497,fire
64,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,we,we,,518,amuse,False,497,amused
65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,525,ghost,False,497,ghosts
66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,we,,,528,happen,False,497,happened
67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,,530,fall,False,497,fall
68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,536,tale,False,535,tales
69,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,we,,537,excite,False,535,excited
70,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,541,playful,False,535,playful
71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,544,imitation,False,535,imitation
72,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,548,friend,False,546,friends
73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,551,tale,False,546,tale
74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,563,acceptable,False,546,acceptable
75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,566,public,False,546,public
76,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,573,hope,False,546,hope
77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,579,agree,False,546,agreed
78,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,586,found,False,546,founded
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,598,suddenly,False,593,suddenly
80,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,600,serene,False,593,serene
81,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,605,friend,False,593,friends
82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,friends,,,606,leave,False,593,left
83,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,610,journey,False,593,journey
84,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,friends,,,616,lose,False,593,lost
85,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,620,magnificent,False,593,magnificent
86,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,friends,,,624,present,False,593,present
87,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,630,ghostly,False,593,ghostly
88,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,friends,,,631,vision,False,593,visions
89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,635,tale,False,633,tale
90,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,679,rejoice,False,671,rejoice
91,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,684,disaster,False,671,disaster
92,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,698,evil,False,671,evil
93,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,699,foreboding,False,671,forebodings
94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,702,arrive,False,701,arrived
95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,709,task,False,701,task
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,712,assure,False,701,assure
97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,714,dear,False,701,dear
98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,721,increase,False,701,increasing
99,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,722,confidence,False,701,confidence
100,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,725,success,False,701,success
101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,728,undertaking,False,701,undertaking
102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,752,cold,False,731,cold
103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,763,nerve,False,731,nerves
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,766,fill,False,731,fills
105,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,769,delight,False,731,delight
106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,775,feeling,False,771,feeling
107,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,790,advance,False,777,advancing
108,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,806,promise,False,801,promise
109,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,815,vivid,False,801,vivid
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pole,,,823,persuade,False,817,persuaded
111,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,833,desolation,False,817,desolation
112,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,pole,pole,,837,present,False,817,presents
113,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,846,beauty,False,817,beauty
114,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,848,delight,False,817,delight
115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,855,sun,False,850,sun
116,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,867,horizon,False,850,horizon
117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,880,leave,False,875,leave
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,889,trust,False,884,trust
119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,891,precede,False,884,preceding
120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,892,navigator,False,884,navigators
121,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,899,banish,False,893,banished
122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,906,calm,False,893,calm
123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,907,sea,False,893,sea
124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,915,land,False,893,land
125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,916,surpass,False,893,surpassing
126,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,921,beauty,False,893,beauty
127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,924,hitherto,False,893,hitherto
128,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sun,,,932,production,False,931,productions
129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,934,feature,False,931,features
130,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,945,heavenly,False,931,heavenly
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,951,undiscovered,False,931,undiscovered
132,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,958,expect,True,954,expected
133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,971,wondrous,False,966,wondrous
134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,976,needle,False,966,needle
135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,980,regulate,False,966,regulate
136,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,983,celestial,False,966,celestial
137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,990,voyage,False,966,voyage
138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,992,render,False,966,render
139,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1004,ardent,False,1000,ardent
140,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1005,curiosity,False,1000,curiosity
141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1017,visit,True,1000,visited
142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1023,land,False,1000,land
143,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1045,fear,False,1033,fear
144,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1047,danger,False,1033,danger
145,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,1049,death,False,1033,death
146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1058,laborious,False,1033,laborious
147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1059,voyage,False,1033,voyage
148,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,child,,,1062,joy,False,1033,joy
149,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1064,child,False,1033,child
150,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1076,holiday,False,1033,holiday
151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,child,,,1077,mate,False,1033,mates
152,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,child,,,1081,expedition,False,1033,expedition
153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,child,,,1083,discovery,False,1033,discovery
154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1094,conjecture,False,1089,conjectures
155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1105,benefit,False,1089,benefit
156,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,1133,present,False,1089,present
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1144,secret,False,1089,secret
158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,1147,magnet,False,1089,magnet
159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1162,undertaking,False,1089,undertaking
160,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,soul,,,1171,dispel,False,1168,dispelled
161,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1173,agitation,False,1168,agitation
162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1179,letter,False,1168,letter
163,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,1186,glow,False,1168,glow
164,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,1189,enthusiasm,False,1168,enthusiasm
165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,soul,,,1198,contribute,False,1168,contributes
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1207,steady,False,1168,steady
167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1217,intellectual,False,1168,intellectual
168,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1221,expedition,False,1220,expedition
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1236,account,False,1230,accounts
170,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1240,voyage,False,1230,voyages
171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1247,prospect,False,1230,prospect
172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1249,arrive,False,1230,arriving
173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1254,sea,False,1230,seas
174,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1256,surround,False,1230,surround
175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1270,voyage,False,1260,voyages
176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1275,discovery,False,1260,discovery
177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,uncle,,1276,compose,False,1260,composed
178,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,1281,good,False,1260,good
179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1285,library,False,1260,library
180,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1290,neglect,False,1287,neglected
181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1298,reading,False,1287,reading
182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1304,study,False,1300,study
183,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,volumes,,1311,familiarity,False,1300,familiarity
184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,volumes,,1314,increase,False,1300,increased
185,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1316,regret,False,1300,regret
186,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1324,child,False,1300,child
187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,uncle,,1327,learn,False,1300,learning
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1330,father,False,1300,father
189,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1332,die,False,1300,dying
190,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1333,injunction,False,1300,injunction
191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,uncle,,1335,forbid,False,1300,forbidden
192,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,effusions,,,1350,vision,False,1349,visions
193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,effusions,heaven,,1351,fade,False,1349,faded
194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1359,time,False,1349,time
195,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1421,failure,False,1415,failure
196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1425,heavily,False,1415,heavily
197,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1427,bear,False,1415,bore
198,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1429,disappointment,False,1415,disappointment
199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1435,time,False,1431,time
200,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,1439,fortune,False,1431,fortune
201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1446,thought,False,1431,thoughts
202,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,1466,present,False,1458,present
203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1467,undertaking,False,1458,undertaking
204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1495,hardship,False,1488,hardship
205,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1505,expedition,False,1497,expeditions
206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1511,endure,False,1497,endured
207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1512,cold,False,1497,cold
208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1514,famine,False,1497,famine
209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,1516,thirst,False,1497,thirst
210,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1540,study,False,1497,study
211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1545,theory,False,1497,theory
212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1565,advantage,False,1497,advantage
213,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,margaret,,1570,hire,False,1567,hired
214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,1576,mate,False,1567,mate
215,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,1586,admiration,False,1567,admiration
216,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,1595,proud,False,1591,proud
217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1599,captain,False,1591,captain
218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,captain,,,1600,offer,False,1591,offered
219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,1604,dignity,False,1591,dignity
220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1617,earnestness,False,1591,earnestness
221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,captain,,,1620,valuable,False,1591,valuable
222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1631,dear,False,1628,dear
223,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,margaret,,1637,deserve,True,1628,deserve
224,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1639,accomplish,False,1628,accomplish
225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1651,ease,False,1644,ease
226,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1653,luxury,False,1644,luxury
227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,1657,prefer,False,1644,preferred
228,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,1658,glory,False,1644,glory
229,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,1663,wealth,False,1644,wealth
230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1679,affirmative,False,1669,affirmative
