,NRCw_Em_anger,NRCw_Em_anticipation,NRCw_Em_disgust,NRCw_Em_fear,NRCw_Em_joy,NRCw_Em_negative,NRCw_Em_positive,NRCw_Em_sadness,NRCw_Em_surprise,NRCw_Em_trust,agent,lemma,neg,patient,predicative,text
1189,False,False,False,False,False,False,True,False,False,True,,perceive,False,,,perceiving
1190,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1191,False,False,False,False,False,False,False,False,False,True,,fix,False,,,fixed
1192,False,False,False,False,True,False,True,False,False,True,,admiration,False,,,admiration
1193,False,True,False,False,True,False,True,True,True,True,,lovely,False,,,lovely
1194,False,False,False,False,False,False,True,False,False,True,my mother,communicate,False,my mother,,communicated
1195,False,True,False,False,True,False,True,False,False,False,,child,False,,,child
1196,False,False,False,False,True,False,True,False,False,False,,daughter,False,,,daughter
1197,False,False,False,False,False,False,True,False,False,True,,nobleman,False,,,nobleman
1198,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1199,False,False,False,True,False,True,False,True,False,False,,die,False,,,died
1200,False,False,False,False,False,False,True,False,False,False,,give,False,,,giving
1201,False,True,False,True,True,False,True,False,False,True,,birth,False,,,birth
1202,False,True,False,True,True,False,True,False,True,False,,infant,False,,,infant
1203,False,True,False,False,True,False,True,False,True,True,,good,False,,,good
1204,False,False,False,False,False,False,True,False,False,True,,nurse,False,,,nurse
1205,False,True,False,False,False,False,False,False,False,False,,long,False,,,long
1206,False,True,False,True,True,False,True,False,True,True,,marry,False,,this child,married
1207,False,True,False,False,True,False,True,False,False,False,,child,False,,,child
1208,True,False,False,True,False,False,False,False,False,False,,bear,False,,,born
1209,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1210,False,False,False,False,False,False,True,False,False,True,,nurse,False,,,nursed
1211,False,False,False,False,False,False,True,False,False,False,,antique,False,,,antique
1212,False,True,False,False,True,False,True,False,False,True,,glory,False,,,glory
1213,False,True,False,False,True,False,True,False,True,True,,liberty,False,,,liberty
1214,True,False,False,True,False,True,False,True,False,False,,victim,False,,,victim
1215,False,False,False,False,False,True,False,False,False,False,,weakness,False,,,weakness
1216,False,False,False,True,False,True,False,True,False,False,,die,False,,,died
1217,False,True,False,False,False,False,False,False,False,False,,linger,False,,,lingered
1218,False,False,False,True,False,True,False,False,False,False,,dungeon,False,,,dungeons
1219,True,False,False,False,False,True,False,True,False,False,,confiscate,False,,,confiscated
1220,False,True,False,False,True,False,True,False,False,False,,child,False,,,child
1221,False,False,False,True,False,True,False,True,False,False,,orphan,False,,,orphan
1222,False,False,False,False,False,True,False,True,False,False,,beggar,False,,,beggar
1223,False,True,False,False,False,False,True,False,False,True,she,continue,False,her foster parents,,continued
1224,False,True,False,False,True,False,True,False,False,True,,bloom,False,,,bloomed
1225,False,False,False,False,False,False,True,False,False,False,,fair,False,,,fairer
1226,False,False,False,False,True,False,True,False,False,False,,garden,False,,,garden
1227,False,False,False,False,False,False,False,True,False,False,,dark,False,,,dark
1228,False,False,False,False,False,True,False,True,True,False,,leave,False,,,leaved
1229,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1230,False,False,False,False,True,False,True,False,False,True,pictured cherub,find,False,pictured cherub,,found
1231,False,True,False,False,True,False,True,False,False,False,,child,False,,,child
1232,False,False,False,False,False,False,True,False,False,False,,fair,False,,,fairer
1233,False,False,True,True,False,True,False,False,False,False,,creature,False,,,creature
1234,False,False,False,False,False,True,False,False,False,False,,shed,False,,,shed
1235,False,True,False,False,True,False,True,False,False,True,,radiance,False,,,radiance
1236,False,True,False,False,False,False,False,False,False,False,,motion,False,,,motions
1237,False,False,False,True,False,False,False,False,True,False,,apparition,False,,,apparition
1238,False,False,False,False,False,False,True,False,False,True,,explain,False,,,explained
1239,False,False,False,False,False,False,True,False,False,False,,permission,False,,,permission
1240,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1241,False,True,False,False,True,False,True,False,False,False,my mother,prevail,False,my mother,,prevailed
1242,False,False,False,False,False,False,True,False,False,True,,guardian,False,,,guardians
1243,False,True,False,False,True,False,True,False,True,True,,sweet,False,,,sweet
1244,False,False,False,True,False,True,False,True,False,False,,orphan,False,,,orphan
1245,False,False,False,False,False,False,True,False,False,False,,presence,False,,,presence
1246,False,True,False,False,True,False,True,False,False,True,,blessing,False,,,blessing
1247,True,False,True,False,False,True,False,True,False,False,,unfair,False,,,unfair
1248,True,False,True,True,False,True,False,True,False,False,,poverty,False,,,poverty
1249,False,False,False,False,False,False,True,False,False,False,,afford,False,,,afforded
1250,True,True,True,True,True,False,True,False,False,True,,powerful,False,,,powerful
1251,False,False,False,False,False,False,False,False,False,True,her rustic guardians,consult,False,her foster parents,,consulted
1252,False,False,False,False,False,False,True,False,False,True,,priest,False,,,priest
1253,False,True,False,False,False,False,False,False,False,False,,result,False,,,result
1254,False,False,True,True,False,True,False,False,False,False,,inmate,False,,,inmate
1255,False,False,False,False,True,False,True,False,False,False,,beautiful,False,,,beautiful
1256,False,True,False,False,True,False,True,False,False,True,,adore,False,,,adored
1257,False,False,False,False,True,False,True,False,False,True,,companion,False,,,companion
1258,False,False,False,False,False,False,True,False,False,False,,occupation,False,,,occupations
1259,False,False,False,False,True,False,True,False,False,False,,love,False,elizabeth,,loved
1260,False,True,False,False,True,False,True,False,False,True,,passionate,False,,,passionate
1261,False,False,False,False,False,False,True,False,False,False,,attachment,False,elizabeth,,attachment
1262,False,True,False,False,True,False,True,False,False,True,,share,False,,,shared
1263,False,False,False,False,True,False,True,False,False,False,,pride,False,,,pride
1264,False,True,False,False,True,False,True,False,False,False,,delight,False,,,delight
1265,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1266,False,True,False,False,True,False,True,False,False,True,,pretty,False,,,pretty
1267,False,True,False,False,True,False,True,False,True,True,,present,False,,,present
1268,False,False,False,False,True,False,True,False,False,False,,Victor,False,,,victor
1269,False,True,False,False,False,False,False,False,False,False,,morrow,False,,,morrow
1270,False,True,False,False,False,False,False,False,False,False,,morrow,False,,,morrow
1271,False,True,False,False,True,False,True,False,True,True,my mother,present,False,elizabeth,,presented
1272,False,False,False,False,True,False,True,False,False,True,,promise,False,,,promised
1273,False,True,False,False,True,False,True,False,True,False,,gift,False,,,gift
1274,False,False,False,False,False,True,False,False,False,False,,childish,False,,,childish
1275,False,False,False,True,False,False,False,True,False,False,,seriousness,False,,,seriousness
1276,True,False,False,False,False,True,True,False,False,True,,word,False,,,words
1277,False,False,False,False,False,False,True,False,False,False,,protect,False,,,protect
1278,False,False,False,False,True,False,True,False,False,False,,love,False,,,love
1279,False,True,False,False,True,False,True,False,True,True,,cherish,False,,,cherish
1280,False,False,False,False,True,False,True,False,False,True,,praise,False,,,praises
1281,False,False,False,False,False,False,True,False,False,False,,receive,False,my mother,,received
1282,True,False,True,True,False,True,False,False,False,False,,possession,False,,,possession
1283,False,False,False,False,False,False,True,False,False,True,,word,False,,,word
1284,False,False,False,False,True,False,True,False,False,True,,kind,False,,,kind
1285,True,True,True,True,False,True,False,True,True,False,,death,False,,,death
1286,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,strangers
1287,False,False,False,False,False,False,True,False,False,False,,specie,False,,,species
1288,True,False,False,False,False,True,False,False,False,False,,dispute,False,,,dispute
1289,False,False,False,False,True,False,True,False,False,True,,Harmony,False,,,harmony
1290,False,False,False,False,False,True,False,False,False,False,,subsist,False,,,subsisted
1291,True,False,True,True,True,True,True,False,True,True,,intense,False,,,intense
1292,False,False,False,False,False,False,True,False,False,False,,smitten,False,,,smitten
1293,False,True,False,False,False,False,False,True,True,False,,thirst,False,,,thirst
1294,False,False,False,False,False,False,True,False,False,False,,knowledge,False,,,knowledge
1295,False,True,False,False,True,False,True,False,True,True,,majestic,False,,,majestic
1296,False,False,False,False,False,False,True,False,False,False,,wondrous,False,,,wondrous
1297,False,True,False,False,False,True,True,False,False,False,,surround,False,,,surrounded
1298,False,False,False,False,False,False,True,False,False,False,,shape,False,,,shapes
1299,False,True,False,False,False,False,False,False,False,False,,mountain,False,,,mountains
1300,False,False,False,True,False,False,False,False,False,False,,change,False,,,changes
1301,True,True,False,True,False,True,False,True,True,False,,temp,False,,,tempest
1302,False,False,False,False,False,False,True,False,False,False,,calm,False,,,calm
1303,True,False,False,True,False,True,False,False,False,False,,turbulence,False,,,turbulence
1304,False,False,False,False,True,False,True,False,False,True,,find,False,,,found
1305,False,False,False,False,True,False,True,False,False,True,,admiration,False,,,admiration
1306,False,True,False,False,True,False,True,False,False,False,,delight,False,,,delight
1307,False,False,False,False,True,False,True,False,False,True,,companion,False,,,companion
1308,False,False,False,False,True,False,True,False,False,False,,satisfied,False,,,satisfied
1309,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
1310,False,True,False,False,True,False,True,False,True,True,,magnificent,False,,,magnificent
1311,False,True,False,False,True,False,True,False,True,False,my companion contemplated with a serious and satis,delight,False,my companion contemplated with a serious and satis,,delighted
1312,False,False,False,False,False,False,True,False,False,False,,investigate,False,,,investigating
1313,False,False,False,False,False,False,False,False,False,True,,secret,False,,,secret
1314,False,True,False,False,False,False,True,False,True,False,,curiosity,False,,,curiosity
1315,False,False,False,False,False,False,True,False,False,False,,earnest,False,,,earnest
1316,False,False,False,False,False,False,True,False,False,False,,learn,False,,,learn
1317,False,False,False,False,False,True,False,False,False,False,,hidden,False,,,hidden
1318,False,False,False,False,False,False,False,False,False,True,,law,False,,,laws
1319,False,False,False,False,True,False,True,False,False,False,,gladness,False,,,gladness
1320,False,False,False,False,False,False,False,False,False,True,,akin,False,,,akin
1321,False,True,False,False,True,False,True,False,False,False,,rapture,False,,,rapture
1322,False,True,False,False,False,False,True,False,False,False,,unfold,False,,,unfolded
1323,False,True,False,True,True,False,True,False,False,True,,birth,False,,,birth
1324,False,False,False,False,False,False,False,False,False,True,,fix,False,,,fixed
1325,True,True,True,True,True,True,True,False,False,True,,possess,False,geneva,,possessed
1326,False,False,False,False,False,False,True,False,False,False,,league,False,,,league
1327,False,False,False,False,False,False,True,False,False,False,,considerable,False,,,considerable
1328,False,False,False,True,False,True,True,False,False,False,,seclusion,False,,,seclusion
1329,False,False,False,True,False,True,False,False,False,False,,avoid,False,,,avoid
1330,False,False,False,False,False,False,True,False,False,True,,general,False,,,general
1331,False,False,False,False,False,False,True,False,False,True,,unite,False,,,united
1332,False,False,False,False,False,True,False,False,False,False,,bond,False,,,bonds
1333,False,False,False,False,True,False,True,False,False,True,,friendship,False,,,friendship
1334,False,False,False,False,False,False,False,False,False,True,,merchant,False,,,merchant
1335,False,False,True,False,False,True,False,False,False,False,,boy,False,,,boy
1336,False,False,False,False,False,False,True,False,False,False,,talent,False,,,talent
1337,False,True,False,False,True,False,True,False,False,False,,fancy,False,,,fancy
1338,False,False,False,False,True,False,True,False,False,False,henry clerval,love,False,,,loved
1339,False,False,False,False,False,True,False,True,False,False,,hardship,False,,,hardship
1340,False,False,False,True,False,True,False,True,False,False,,danger,False,,,danger
1341,False,False,False,False,False,False,True,False,False,False,,chivalry,False,,,chivalry
1342,False,True,False,True,True,False,True,True,True,True,,romance,False,,,romance
1343,False,False,False,False,False,False,True,False,False,False,henry clerval,compose,False,,,composed
1344,False,False,False,False,True,False,True,False,True,True,,heroic,False,,,heroic
1345,False,False,False,False,False,False,True,False,False,False,,tale,False,,,tale
1346,False,True,False,False,False,False,True,False,False,False,,adventure,False,,,adventure
1347,False,True,False,False,True,False,True,False,True,True,,hero,False,,,heroes
1348,False,False,False,False,False,False,True,False,False,False,,King,False,,,king
1349,False,False,False,False,False,True,False,False,False,False,,shed,False,,,shed
1350,False,False,False,False,False,False,True,False,False,False,,holy,False,,,holy
1351,True,False,True,True,False,True,False,False,False,False,,infidel,False,,,infidels
1352,False,True,False,False,True,False,True,False,False,True,,happy,False,,,happier
1353,False,False,False,False,True,False,True,False,False,False,,childhood,False,,,childhood
1354,True,True,True,True,True,True,True,False,False,True,,possess,False,her foster parents,,possessed
1355,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
1356,False,False,False,False,False,False,True,False,False,False,,kindness,False,,,kindness
1357,True,False,True,True,False,True,False,True,False,False,,tyrant,False,,,tyrants
1358,False,False,False,True,False,False,False,False,False,True,,rule,False,,,rule
1359,False,False,False,False,False,False,True,False,False,True,,accord,False,,,according
1360,False,True,False,False,True,False,True,False,False,False,,delight,False,,,delights
1361,False,True,False,False,True,False,True,False,False,True,,enjoy,False,,,enjoyed
1362,False,False,False,False,False,False,True,False,False,False,,fortunate,False,,,fortunate
1363,False,False,False,False,True,False,True,False,False,False,,gratitude,False,,,gratitude
1364,False,False,False,False,False,False,True,False,False,True,,assist,False,,,assisted
1365,False,False,False,False,True,False,True,False,False,False,,love,False,,,love
1366,True,False,True,True,False,True,False,False,True,False,,violent,False,,,violent
1367,False,True,False,False,True,False,True,False,False,True,,passion,False,,,passions
1368,True,False,False,True,False,True,False,False,False,False,,vehement,False,,,vehement
1369,False,False,False,False,False,False,False,False,False,True,,law,False,,,law
1370,False,False,False,False,False,True,False,False,False,False,,childish,False,,,childish
1371,False,True,False,False,True,False,True,False,True,True,,eager,False,,,eager
1372,False,False,False,False,False,False,True,False,False,False,,learn,False,,,learn
1373,False,False,False,False,False,False,True,False,False,False,,learn,True,,,learn
1374,False,False,False,False,False,True,True,False,False,True,,confes,False,,,confess
1375,False,False,False,False,False,False,True,False,False,True,,structure,False,,,structure
1376,False,False,False,True,False,True,False,False,False,False,,government,False,,,governments
1377,True,False,True,False,False,False,True,False,False,False,,politic,False,,,politics
1378,True,True,True,True,True,True,True,False,False,True,,possess,False,,,possessed
1379,False,False,False,False,False,False,True,False,False,False,,attraction,False,,,attractions
1380,False,False,False,False,False,False,False,False,False,True,,secret,False,,,secrets
1381,False,False,False,False,False,False,True,False,False,False,,learn,False,,,learn
1382,False,False,False,False,False,False,True,False,False,False,,outward,False,,,outward
1383,False,False,False,False,False,False,True,False,False,False,,substance,False,,,substance
1384,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
1385,False,True,False,True,False,False,False,False,True,False,,mysterious,False,,,mysterious
1386,False,False,False,False,False,False,True,False,False,False,,occupy,False,,,occupied
1387,False,True,False,True,True,True,True,False,True,False,,high,False,,,highest
1388,False,False,False,False,False,False,True,False,False,False,,sense,False,,,sense
1389,False,False,False,False,False,False,False,False,False,True,,secret,False,,,secrets
1390,False,False,False,False,False,False,True,False,False,False,meanwhile clerval,occupy,False,meanwhile clerval,,occupied
1391,True,False,False,False,False,False,True,False,False,True,,moral,False,,,moral
1392,False,False,False,False,False,False,True,False,False,True,,virtue,False,,,virtues
1393,False,True,False,False,True,False,True,False,True,True,,hero,False,,,heroes
1394,False,False,False,False,False,False,True,False,False,False,,action,False,,,actions
1395,False,True,False,False,True,False,True,False,True,True,,hope,False,,,hope
1396,False,False,False,False,False,False,True,False,False,False,,gallant,False,,,gallant
1397,False,False,False,False,False,False,True,False,False,False,,adventurous,False,,,adventurous
1398,False,False,False,False,False,False,True,False,False,True,,benefactor,False,,,benefactors
1399,False,False,False,False,False,False,True,False,False,False,,specie,False,,,species
1400,False,True,False,False,True,False,True,False,True,True,,saintly,False,,,saintly
1401,False,False,False,False,False,False,True,False,False,False,,shine,False,our,,shone
1402,False,True,False,False,True,False,True,False,True,True,,peaceful,False,,,peaceful
1403,False,False,False,False,False,False,True,True,False,False,,sympathy,False,,,sympathy
1404,False,False,False,False,True,False,True,False,True,True,,smile,False,,,smile
1405,False,True,False,False,True,False,True,False,True,True,,sweet,False,,,sweet
1406,False,True,False,False,True,False,True,False,False,False,,celestial,False,,,celestial
1407,False,True,False,False,True,False,True,False,False,True,,bless,False,,,bless
1408,False,False,False,False,False,False,True,False,False,False,,animate,False,,,animate
1409,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
1410,False,False,False,False,True,False,True,False,False,False,,love,False,,,love
1411,True,False,False,False,False,True,False,True,False,False,,sullen,False,,,sullen
1412,False,False,False,False,False,False,True,False,False,False,,study,False,,,study
1413,False,False,False,False,False,True,False,False,False,False,,subdue,False,,,subdue
1414,False,False,False,False,False,False,True,False,False,False,,gentleness,False,,,gentleness
1415,True,False,True,True,False,True,False,True,False,False,,ill,False,,,ill
1416,False,False,False,False,False,False,True,False,False,True,,noble,False,,,noble
1417,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
1418,False,False,False,False,False,False,True,False,False,False,,humane,False,,,humane
1419,False,False,False,False,False,False,True,False,False,True,,thoughtful,False,,clerval—,thoughtful
1420,False,True,False,False,True,False,True,False,True,True,,generosity,False,,,generosity
1421,False,False,False,False,False,False,True,False,False,False,,full,False,,,full
1422,False,False,False,False,False,False,True,False,False,False,,kindness,False,,,kindness
1423,False,False,False,False,True,False,True,False,False,False,,tenderness,False,,,tenderness
1424,False,True,False,False,True,False,True,False,False,True,,passion,False,,,passion
1425,False,False,False,False,False,False,True,False,False,False,,adventurous,False,,,adventurous
1426,False,False,False,False,False,False,True,False,False,True,,real,False,,,real
1427,False,True,False,False,True,False,True,False,True,True,,good,False,,,good
1428,False,True,False,False,True,False,True,False,False,True,,ambition,False,,,ambition
1429,False,False,False,False,True,False,True,False,False,False,,exquisite,False,,,exquisite
1430,False,False,False,False,True,False,True,False,False,False,,childhood,False,,,childhood
1431,False,False,False,True,False,True,False,True,False,False,,misfortune,False,,,misfortune
1432,False,False,False,False,False,True,False,True,False,False,,taint,False,,,tainted
1433,False,False,False,True,False,False,False,False,False,False,,change,False,,,changed
1434,False,True,False,False,False,False,True,False,False,False,,vision,False,,,visions
1435,False,False,False,False,False,False,True,False,False,False,,extensive,False,,,extensive
1436,False,False,False,False,False,False,True,False,False,False,,usefulness,False,,,usefulness
1437,False,False,False,False,False,True,False,True,False,False,,gloomy,False,,,gloomy
1438,False,False,False,False,False,False,True,False,False,False,,lead,False,,,led
1439,False,False,False,False,False,False,True,False,False,False,,tale,False,,,tale
1440,True,False,True,True,False,True,False,True,False,False,,misery,False,,,misery
1441,False,False,False,False,False,False,False,False,False,True,,account,False,,,account
1442,False,True,False,True,True,False,True,False,False,True,,birth,False,,,birth
1443,False,True,False,False,True,False,True,False,False,True,,passion,False,,,passion
1444,False,False,False,True,False,False,False,False,False,True,,rule,False,,,ruled
1445,False,True,False,False,False,False,False,False,False,False,,mountain,False,,,mountain
1446,False,False,False,True,False,True,False,True,False,False,,forget,False,,,forgotten
1447,False,False,False,True,False,True,False,False,False,False,,swell,False,,,swelling
