,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,emma
658,,,,24773,60,0.1469094543841998,,,,,,,,,Feature,,,,Category,,Subject
659,,,,24763,70,0.10295191828379822,,,,,,,,,Feature,,,,Category,,Subject
660,,,,10833,1,0.2425799185268849,,,,,,,,,,Feature,,,Category,,Subject
661,,,,10829,5,1.2102024332558274,,,,,,,,,,Feature,,,Category,,Subject
662,,,,10824,10,2.405796886866977,,,,,,,,,,Feature,,,Category,,Subject
663,,,,10819,15,3.560912964046956,,,,,,,,,,Feature,,,Category,,Subject
664,,,,10814,20,4.660997703377885,,,,,,,,,,Feature,,,Category,,Subject
665,,,,10804,30,6.65429659367647,,,,,,,,,,Feature,,,Category,,Subject
666,,,,10794,40,5.525928290895742,,,,,,,,,,Feature,,,Category,,Subject
667,,,,10784,50,4.100482006242606,,,,,,,,,,Feature,,,Category,,Subject
668,,,,10774,60,3.0574507212516306,,,,,,,,,,Feature,,,Category,,Subject
669,,,,10764,70,2.7159153597346943,,,,,,,,,,Feature,,,Category,,Subject
670,,,,10833,1,0.9300867708970513,,,,,,,,,,,Feature,,Category,,Subject
671,,,,10829,5,4.609011473013518,,,,,,,,,,,Feature,,Category,,Subject
672,,,,10824,10,9.120973175267848,,,,,,,,,,,Feature,,Category,,Subject
673,,,,10819,15,12.27409971601121,,,,,,,,,,,Feature,,Category,,Subject
674,,,,10814,20,13.145636025065428,,,,,,,,,,,Feature,,Category,,Subject
675,,,,10804,30,13.373766027145814,,,,,,,,,,,Feature,,Category,,Subject
676,,,,10794,40,0.9829845550508023,,,,,,,,,,,Feature,,Category,,Subject
677,,,,10784,50,0.15953778334346064,,,,,,,,,,,Feature,,Category,,Subject
678,,,,10774,60,0.03580301649683554,,,,,,,,,,,Feature,,Category,,Subject
679,,,,10764,70,0.017917572672630708,,,,,,,,,,,Feature,,Category,,Subject
680,,,,10833,1,0.9649263180062366,,,,,,,,,,,,Feature,Category,,Subject
681,,,,10829,5,4.766693923692299,,,,,,,,,,,,Feature,Category,,Subject
682,,,,10824,10,9.433142481380553,,,,,,,,,,,,Feature,Category,,Subject
683,,,,10819,15,12.563805079820247,,,,,,,,,,,,Feature,Category,,Subject
684,,,,10814,20,13.231110848626042,,,,,,,,,,,,Feature,Category,,Subject
685,,,,10804,30,13.387969075055407,,,,,,,,,,,,Feature,Category,,Subject
686,,,,10794,40,0.7515519436278654,,,,,,,,,,,,Feature,Category,,Subject
687,,,,10784,50,0.10729390201880896,,,,,,,,,,,,Feature,Category,,Subject
688,,,,10774,60,0.012394303679570028,,,,,,,,,,,,Feature,Category,,Subject
689,,,,10764,70,0.0055133235317872,,,,,,,,,,,,Feature,Category,,Subject
